"AUN Number","County","IU","District Name","Grade","% Advanced/Proficient Math","% Advanced/Proficient Reading","% Advanced Math","% Proficient Math","% Basic Math","% Below Basic Math","% Advanced Reading","% Proficient Reading","% Basic Reading","% Below Basic Reading"
127041503,"Beaver",27,"BIG BEAVER FALLS AREA S",11,34.7,60.0,13.0,21.7,27.8,37.4,14.8,45.2,22.6,17.4
127041603,"Beaver",27,"BLACKHAWK SD           ",5,82.9,79.5,43.4,39.5,12.2,4.9,41.0,38.5,15.6,4.9
127041603,"Beaver",27,"BLACKHAWK SD           ",8,59.1,75.6,16.8,42.3,24.5,16.3,26.8,48.8,12.9,11.5
127041603,"Beaver",27,"BLACKHAWK SD           ",11,57.0,72.1,22.0,35.0,25.2,17.8,19.5,52.6,18.6,9.3
127041903,"Beaver",27,"CENTER AREA SD         ",5,67.1,73.1,27.6,39.5,22.4,10.5,34.9,38.2,17.8,9.2
127041903,"Beaver",27,"CENTER AREA SD         ",8,68.7,80.0,20.6,48.1,21.3,10.0,32.5,47.5,13.1,6.9
127041903,"Beaver",27,"CENTER AREA SD         ",11,72.6,70.0,40.8,31.8,14.6,12.7,24.8,45.2,15.9,14.0
127042853,"Beaver",27,"FREEDOM AREA SD        ",5,53.3,66.6,23.7,29.6,29.6,17.0,28.1,38.5,22.2,11.1
127042853,"Beaver",27,"FREEDOM AREA SD        ",8,55.9,64.8,21.4,34.5,21.4,22.8,27.6,37.2,15.2,20.0
127042853,"Beaver",27,"FREEDOM AREA SD        ",11,50.7,59.9,18.3,32.4,22.5,26.8,13.4,46.5,17.6,22.5
127043430,"Beaver",27,"WESTERN PA CYBER CS    ",5,25.5,56.9,11.8,13.7,39.2,35.3,19.6,37.3,23.5,19.6
127043430,"Beaver",27,"WESTERN PA CYBER CS    ",8,35.8,63.4,16.0,19.8,28.4,35.8,25.6,37.8,29.3,7.3
127043430,"Beaver",27,"WESTERN PA CYBER CS    ",11,32.5,72.8,12.5,20.0,36.3,31.3,24.7,48.1,13.6,13.6
127044103,"Beaver",27,"HOPEWELL AREA SD       ",5,72.4,72.8,39.5,32.9,14.9,12.7,37.7,35.1,16.2,11.0
127044103,"Beaver",27,"HOPEWELL AREA SD       ",8,60.9,71.7,21.9,39.0,21.5,17.5,29.5,42.2,17.5,10.8
127044103,"Beaver",27,"HOPEWELL AREA SD       ",11,44.3,58.0,19.6,24.7,22.4,33.3,19.6,38.4,23.3,18.7
127045303,"Beaver",27,"MIDLAND BOROUGH SD     ",5,67.8,50.0,21.4,46.4,21.4,10.7,10.7,39.3,25.0,25.0
127045303,"Beaver",27,"MIDLAND BOROUGH SD     ",8,79.3,58.6,27.6,51.7,10.3,10.3,6.9,51.7,27.6,13.8
127045453,"Beaver",27,"MONACA SD              ",5,64.0,52.0,16.0,48.0,28.0,8.0,20.0,32.0,30.0,18.0
127045453,"Beaver",27,"MONACA SD              ",8,67.7,75.0,35.3,32.4,22.1,10.3,36.8,38.2,17.6,7.4
127045453,"Beaver",27,"MONACA SD              ",11,41.8,56.7,14.9,26.9,28.4,29.9,19.4,37.3,25.4,17.9
127045653,"Beaver",27,"NEW BRIGHTON AREA SD   ",5,63.5,63.5,35.1,28.4,25.0,11.5,31.1,32.4,24.3,12.2
127045653,"Beaver",27,"NEW BRIGHTON AREA SD   ",8,72.9,80.6,24.5,48.4,21.9,5.2,16.1,64.5,16.8,2.6
127045653,"Beaver",27,"NEW BRIGHTON AREA SD   ",11,36.8,51.8,15.0,21.8,25.6,37.6,13.5,38.3,26.3,21.8
127045853,"Beaver",27,"RIVERSIDE BEAVER COUNTY",5,47.8,57.2,17.4,30.4,29.8,22.4,22.4,34.8,23.6,19.3
127045853,"Beaver",27,"RIVERSIDE BEAVER COUNTY",8,57.9,62.9,23.5,34.4,21.3,20.8,17.5,45.4,23.5,13.7
127045853,"Beaver",27,"RIVERSIDE BEAVER COUNTY",11,45.8,64.6,17.1,28.7,21.3,32.9,18.9,45.7,20.1,15.2
127046903,"Beaver",27,"ROCHESTER AREA SD      ",5,70.8,50.5,32.6,38.2,15.7,13.5,15.7,34.8,28.1,21.3
127046903,"Beaver",27,"ROCHESTER AREA SD      ",8,47.4,50.0,15.8,31.6,27.4,25.3,16.0,34.0,24.5,25.5
127046903,"Beaver",27,"ROCHESTER AREA SD      ",11,37.0,52.1,12.0,25.0,20.7,42.4,14.1,38.0,20.7,27.2
127047404,"Beaver",27,"SOUTH SIDE AREA SD     ",5,68.8,66.4,39.3,29.5,18.8,12.5,37.2,29.2,15.0,18.6
127047404,"Beaver",27,"SOUTH SIDE AREA SD     ",8,49.1,71.3,16.7,32.4,25.0,25.9,32.4,38.9,20.4,8.3
127047404,"Beaver",27,"SOUTH SIDE AREA SD     ",11,42.4,58.9,16.5,25.9,27.1,30.6,11.8,47.1,24.7,16.5
127049303,"Beaver",27,"WESTERN BEAVER COUNTY SD **",5,69.1,69.2,33.8,35.3,23.5,7.4,36.8,32.4,23.5,7.4
127049303,"Beaver",27,"WESTERN BEAVER COUNTY SD",8,64.0,58.6,10.7,53.3,18.7,17.3,13.3,45.3,22.7,18.7
127049303,"Beaver",27,"WESTERN BEAVER COUNTY SD",11,55.6,55.0,18.1,37.5,23.6,20.8,12.7,42.3,29.6,15.5
108051003,"Bedford",8,"BEDFORD AREA SD        ",5,55.7,53.7,23.7,32.0,23.2,21.1,32.3,21.4,22.9,23.4
108051003,"Bedford",8,"BEDFORD AREA SD        ",8,53.2,65.7,17.9,35.3,28.4,18.4,25.4,40.3,18.9,15.4
108051003,"Bedford",8,"BEDFORD AREA SD        ",11,48.6,59.8,15.5,33.1,29.7,21.6,12.8,47.0,23.5,16.8
108051503,"Bedford",8,"CHESTNUT RIDGE SD      ",5,59.4,59.7,26.3,33.1,21.1,19.5,34.3,25.4,21.6,18.7
108051503,"Bedford",8,"CHESTNUT RIDGE SD      ",8,62.0,74.2,19.4,42.6,19.4,18.7,31.0,43.2,15.5,10.3
108051503,"Bedford",8,"CHESTNUT RIDGE SD      ",11,54.9,60.7,23.0,31.9,20.4,24.8,23.2,37.5,17.9,21.4
108053003,"Bedford",8,"EVERETT AREA SD        ",5,58.2,62.3,28.7,29.5,21.3,20.5,28.7,33.6,13.1,24.6
108053003,"Bedford",8,"EVERETT AREA SD        ",8,39.7,44.3,8.5,31.2,26.2,34.0,13.6,30.7,32.1,23.6
108053003,"Bedford",8,"EVERETT AREA SD        ",11,40.0,62.7,22.7,17.3,30.0,30.0,18.2,44.5,19.1,18.2
108056004,"Bedford",8,"NORTHERN BEDFORD COUNTY",5,51.3,58.1,21.6,29.7,17.6,31.1,24.3,33.8,14.9,27.0
108056004,"Bedford",8,"NORTHERN BEDFORD COUNTY",8,51.7,67.8,17.2,34.5,27.6,20.7,25.3,42.5,21.8,10.3
108056004,"Bedford",8,"NORTHERN BEDFORD COUNTY",11,42.0,59.4,21.7,20.3,31.9,26.1,15.9,43.5,24.6,15.9
108058003,"Bedford",8,"TUSSEY MOUNTAIN SD     ",5,36.0,41.8,11.6,24.4,32.6,31.4,15.1,26.7,22.1,36.0
108058003,"Bedford",8,"TUSSEY MOUNTAIN SD     ",8,42.5,57.5,4.6,37.9,28.7,28.7,6.9,50.6,19.5,23.0
108058003,"Bedford",8,"TUSSEY MOUNTAIN SD     ",11,40.7,47.7,18.6,22.1,22.1,37.2,10.5,37.2,19.8,32.6
114000000,"Berks",14,"BERKS COUNTY IU 14     ",5,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,50.0,50.0
114000000,"Berks",14,"BERKS COUNTY IU 14     ",8,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
114000000,"Berks",14,"BERKS COUNTY IU 14     ",11,0.0,33.3,0.0,0.0,33.3,66.7,0.0,33.3,0.0,66.7
114060503,"Berks",14,"ANTIETAM SD            ",5,58.3,50.0,24.1,34.2,29.1,12.7,20.0,30.0,37.5,12.5
114060503,"Berks",14,"ANTIETAM SD            ",8,57.7,74.4,16.5,41.2,22.4,20.0,37.2,37.2,18.6,7.0
114060503,"Berks",14,"ANTIETAM SD            ",11,55.4,71.6,18.9,36.5,25.7,18.9,25.7,45.9,14.9,13.5
114060753,"Berks",14,"BOYERTOWN AREA SD      ",5,69.8,66.8,31.7,38.1,20.0,10.3,30.3,36.5,22.1,11.1
114060753,"Berks",14,"BOYERTOWN AREA SD      ",8,73.6,80.4,30.7,42.9,16.0,10.4,35.7,44.7,12.5,7.2
114060753,"Berks",14,"BOYERTOWN AREA SD      ",11,57.4,66.9,26.0,31.4,22.1,20.5,25.5,41.4,17.7,15.4
114060853,"Berks",14,"BRANDYWINE HEIGHTS AREA",5,64.8,67.9,32.7,32.1,24.5,10.7,32.1,35.8,20.1,11.9
114060853,"Berks",14,"BRANDYWINE HEIGHTS AREA",8,59.2,76.0,17.2,42.0,21.8,19.0,27.4,48.6,16.0,8.0
114060853,"Berks",14,"BRANDYWINE HEIGHTS AREA",11,57.3,74.6,23.2,34.1,26.1,16.7,23.2,51.4,17.4,8.0
114061103,"Berks",14,"CONRAD WEISER AREA SD  ",5,74.3,62.9,36.0,38.3,13.1,12.6,29.1,33.8,21.1,16.0
114061103,"Berks",14,"CONRAD WEISER AREA SD  ",8,62.2,74.3,20.6,41.6,16.8,21.0,34.1,40.2,9.8,15.9
114061103,"Berks",14,"CONRAD WEISER AREA SD  ",11,45.1,60.2,14.5,30.6,26.9,28.0,17.7,42.5,20.4,19.4
114061503,"Berks",14,"DANIEL BOONE AREA SD   ",5,67.3,64.2,34.2,33.1,22.3,10.4,29.9,34.3,22.8,13.1
114061503,"Berks",14,"DANIEL BOONE AREA SD   ",8,64.5,73.9,27.6,36.9,20.1,15.3,37.3,36.6,14.6,11.6
114061503,"Berks",14,"DANIEL BOONE AREA SD   ",11,43.9,60.6,15.9,28.0,23.4,32.7,16.2,44.4,22.2,17.1
114062003,"Berks",14,"EXETER TOWNSHIP SD     ",5,60.2,64.8,28.0,32.2,24.3,15.5,31.9,32.9,22.0,13.2
114062003,"Berks",14,"EXETER TOWNSHIP SD     ",8,75.7,76.3,36.4,39.3,12.7,11.5,36.5,39.8,15.4,8.3
114062003,"Berks",14,"EXETER TOWNSHIP SD     ",11,47.5,62.7,19.5,28.0,23.8,28.7,20.9,41.8,19.1,18.1
114062503,"Berks",14,"FLEETWOOD AREA SD      ",5,64.1,53.8,29.9,34.2,23.9,12.0,19.0,34.8,22.3,23.9
114062503,"Berks",14,"FLEETWOOD AREA SD      ",8,51.3,60.8,15.6,35.7,27.6,21.1,21.1,39.7,26.6,12.6
114062503,"Berks",14,"FLEETWOOD AREA SD      ",11,45.2,62.3,18.6,26.6,26.0,28.8,21.3,41.0,18.5,19.1
114063003,"Berks",14,"GOVERNOR MIFFLIN SD    ",5,65.6,67.2,25.4,40.2,21.9,12.5,25.5,41.7,20.6,12.2
114063003,"Berks",14,"GOVERNOR MIFFLIN SD    ",8,64.3,80.1,22.9,41.4,22.3,13.4,39.8,40.3,10.9,9.0
114063003,"Berks",14,"GOVERNOR MIFFLIN SD    ",11,63.2,72.1,34.6,28.6,18.9,17.9,27.6,44.5,14.0,14.0
114063503,"Berks",14,"HAMBURG AREA SD        ",5,69.3,67.7,36.5,32.8,13.2,17.5,36.0,31.7,17.5,14.8
114063503,"Berks",14,"HAMBURG AREA SD        ",8,59.8,69.2,19.6,40.2,21.0,19.2,20.1,49.1,22.4,8.4
114063503,"Berks",14,"HAMBURG AREA SD        ",11,44.4,64.3,20.9,23.5,33.2,22.4,21.4,42.9,20.9,14.8
114064003,"Berks",14,"KUTZTOWN AREA SD       ",5,74.8,71.0,42.0,32.8,16.0,9.2,30.5,40.5,19.1,9.9
114064003,"Berks",14,"KUTZTOWN AREA SD       ",8,70.7,81.2,30.1,40.6,20.3,9.0,35.3,45.9,15.0,3.8
114064003,"Berks",14,"KUTZTOWN AREA SD       ",11,76.7,74.8,46.5,30.2,10.7,12.6,32.7,42.1,18.2,6.9
114065503,"Berks",14,"MUHLENBERG SD          ",5,53.5,61.3,22.6,30.9,27.8,18.7,22.2,39.1,20.9,17.8
114065503,"Berks",14,"MUHLENBERG SD          ",8,57.6,74.6,18.3,39.3,22.4,20.1,28.2,46.4,13.6,11.8
114065503,"Berks",14,"MUHLENBERG SD          ",11,51.7,65.8,27.3,24.4,20.6,27.8,21.6,44.2,14.4,19.7
114066503,"Berks",14,"OLEY VALLEY SD         ",5,53.9,68.7,22.1,31.8,28.7,17.4,31.3,37.4,20.5,10.8
114066503,"Berks",14,"OLEY VALLEY SD         ",8,48.8,65.0,15.5,33.3,23.6,27.6,23.0,42.0,25.9,9.2
114066503,"Berks",14,"OLEY VALLEY SD         ",11,50.6,59.4,25.0,25.6,21.3,28.1,23.8,35.6,23.8,16.9
114067002,"Berks",14,"READING SD             ",5,38.7,31.8,12.1,26.6,27.5,33.8,9.2,22.6,28.9,39.3
114067002,"Berks",14,"READING SD             ",8,29.1,36.5,8.1,21.0,25.5,45.4,9.3,27.2,30.0,33.5
114067002,"Berks",14,"READING SD             ",11,17.3,25.8,6.2,11.1,19.2,63.6,4.0,21.8,21.1,53.2
114067503,"Berks",14,"SCHUYLKILL VALLEY SD   ",5,48.8,60.9,18.3,30.5,32.3,18.9,27.4,33.5,22.0,17.1
114067503,"Berks",14,"SCHUYLKILL VALLEY SD   ",8,67.3,75.0,25.6,41.7,17.9,14.7,35.3,39.7,12.8,12.2
114067503,"Berks",14,"SCHUYLKILL VALLEY SD   ",11,58.5,70.8,19.7,38.8,21.8,19.7,21.8,49.0,15.6,13.6
114068003,"Berks",14,"TULPEHOCKEN AREA SD    ",5,59.8,53.0,26.5,33.3,17.4,22.7,28.0,25.0,23.5,23.5
114068003,"Berks",14,"TULPEHOCKEN AREA SD    ",8,69.9,73.0,27.8,42.1,12.7,17.5,28.6,44.4,17.5,9.5
114068003,"Berks",14,"TULPEHOCKEN AREA SD    ",11,45.1,57.8,15.7,29.4,26.5,28.4,13.7,44.1,15.7,26.5
114068103,"Berks",14,"TWIN VALLEY SD         ",5,77.7,74.3,42.5,35.2,16.3,6.0,36.5,37.8,16.3,9.4
114068103,"Berks",14,"TWIN VALLEY SD         ",8,62.7,85.0,22.0,40.7,24.8,12.6,40.7,44.3,11.0,4.1
114068103,"Berks",14,"TWIN VALLEY SD         ",11,49.2,71.0,16.8,32.4,24.8,26.1,19.7,51.3,15.1,13.9
114069103,"Berks",14,"WILSON  SD             ",5,76.7,71.8,53.4,23.3,15.7,7.6,35.3,36.5,18.0,10.2
114069103,"Berks",14,"WILSON  SD             ",8,67.0,78.3,26.0,41.0,20.5,12.5,38.9,39.4,13.7,8.0
114069103,"Berks",14,"WILSON  SD             ",11,64.6,73.6,26.9,37.7,17.9,17.4,26.2,47.4,15.4,11.0
114069353,"Berks",14,"WYOMISSING AREA SD     ",5,74.6,71.5,43.8,30.8,13.1,12.3,36.9,34.6,16.2,12.3
114069353,"Berks",14,"WYOMISSING AREA SD     ",8,72.9,86.5,37.9,35.0,15.7,11.4,54.6,31.9,7.1,6.4
114069353,"Berks",14,"WYOMISSING AREA SD     ",11,60.7,75.7,31.4,29.3,23.6,15.7,37.1,38.6,12.1,12.1
108000000,"Blair",8,"APPALACHIA IU 8        ",5,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
108000000,"Blair",8,"APPALACHIA IU 8        ",8,18.8,18.8,0.0,18.8,18.8,62.5,0.0,18.8,31.3,50.0
108000000,"Blair",8,"APPALACHIA IU 8        ",11,9.5,4.3,0.0,9.5,4.8,85.7,0.0,4.3,8.7,87.0
108070001,"Blair",8,"CENTRAL PENN DIGITAL LE",5,50.0,60.0,20.0,30.0,20.0,30.0,30.0,30.0,10.0,30.0
108070001,"Blair",8,"CENTRAL PENN DIGITAL LE",8,54.6,63.7,27.3,27.3,9.1,36.4,27.3,36.4,18.2,18.2
108070001,"Blair",8,"CENTRAL PENN DIGITAL LE",11,37.5,62.5,12.5,25.0,25.0,37.5,12.5,50.0,12.5,25.0
108070502,"Blair",8,"ALTOONA AREA SD        ",5,65.2,63.1,37.4,27.8,16.4,18.4,30.9,32.2,18.4,18.5
108070502,"Blair",8,"ALTOONA AREA SD        ",8,48.2,68.4,17.0,31.2,26.3,25.5,29.3,39.1,18.4,13.2
108070502,"Blair",8,"ALTOONA AREA SD        ",11,51.9,68.1,23.1,28.8,21.0,27.2,27.4,40.7,16.1,15.8
108071003,"Blair",8,"BELLWOOD-ANTIS SD      ",5,61.1,68.2,29.2,31.9,22.1,16.8,31.9,36.3,23.9,8.0
108071003,"Blair",8,"BELLWOOD-ANTIS SD      ",8,44.4,77.9,12.8,31.6,23.9,31.6,34.7,43.2,12.7,9.3
108071003,"Blair",8,"BELLWOOD-ANTIS SD      ",11,41.4,59.6,13.5,27.9,28.8,29.8,18.3,41.3,26.9,13.5
108071504,"Blair",8,"CLAYSBURG-KIMMEL SD    ",5,62.5,62.5,30.0,32.5,22.5,15.0,32.5,30.0,17.5,20.0
108071504,"Blair",8,"CLAYSBURG-KIMMEL SD    ",8,34.8,58.0,14.5,20.3,33.3,31.9,20.3,37.7,26.1,15.9
108071504,"Blair",8,"CLAYSBURG-KIMMEL SD    ",11,41.4,65.5,20.7,20.7,29.3,29.3,20.7,44.8,17.2,17.2
108073503,"Blair",8,"HOLLIDAYSBURG AREA SD  ",5,54.9,63.9,27.1,27.8,23.7,21.4,33.1,30.8,18.8,17.3
108073503,"Blair",8,"HOLLIDAYSBURG AREA SD  ",8,62.7,69.5,25.0,37.7,19.1,18.2,32.6,36.9,15.1,15.4
108073503,"Blair",8,"HOLLIDAYSBURG AREA SD  ",11,57.1,67.7,35.1,22.0,19.5,23.5,30.5,37.2,14.6,17.7
108077503,"Blair",8,"SPRING COVE SD         ",5,60.7,59.6,25.2,35.5,17.4,21.9,19.9,39.7,23.1,17.3
108077503,"Blair",8,"SPRING COVE SD         ",8,54.4,70.3,23.4,31.0,23.4,22.2,26.6,43.7,13.9,15.8
108077503,"Blair",8,"SPRING COVE SD         ",11,45.5,59.6,16.3,29.2,22.5,32.0,16.9,42.7,20.2,20.2
108078003,"Blair",8,"TYRONE AREA SD         ",5,71.2,66.5,34.0,37.2,15.4,13.5,23.9,42.6,14.8,18.7
108078003,"Blair",8,"TYRONE AREA SD         ",8,59.3,69.5,21.9,37.4,15.5,25.2,28.7,40.8,16.6,14.0
108078003,"Blair",8,"TYRONE AREA SD         ",11,45.3,70.0,13.3,32.0,24.0,30.7,28.0,42.0,13.3,16.7
108079004,"Blair",8,"WILLIAMSBURG COMMUNITY ",5,70.5,63.6,25.0,45.5,18.2,11.4,29.5,34.1,31.8,4.5
108079004,"Blair",8,"WILLIAMSBURG COMMUNITY ",8,32.7,47.0,4.1,28.6,22.4,44.9,4.1,42.9,30.6,22.4
108079004,"Blair",8,"WILLIAMSBURG COMMUNITY ",11,53.5,58.1,16.3,37.2,23.3,23.3,9.3,48.8,25.6,16.3
117080503,"Bradford",17,"ATHENS AREA SD         ",5,62.3,53.1,35.6,26.7,18.8,18.8,23.4,29.7,25.0,21.9
117080503,"Bradford",17,"ATHENS AREA SD         ",8,38.8,48.1,6.4,32.4,25.5,35.8,14.6,33.5,25.7,26.2
117080503,"Bradford",17,"ATHENS AREA SD         ",11,33.5,46.0,8.7,24.8,26.7,39.8,10.6,35.4,22.4,31.7
117081003,"Bradford",17,"CANTON AREA SD         ",5,55.2,54.0,23.0,32.2,24.1,20.7,19.5,34.5,21.8,24.1
117081003,"Bradford",17,"CANTON AREA SD         ",8,57.5,52.0,13.9,43.6,24.8,17.8,11.0,41.0,23.0,25.0
117081003,"Bradford",17,"CANTON AREA SD         ",11,45.2,60.4,15.9,29.3,30.5,24.4,12.3,48.1,25.9,13.6
117083004,"Bradford",17,"NORTHEAST BRADFORD SD  ",5,41.8,55.2,11.9,29.9,32.8,25.4,19.4,35.8,23.9,20.9
117083004,"Bradford",17,"NORTHEAST BRADFORD SD  ",8,33.8,55.9,10.4,23.4,23.4,42.9,18.2,37.7,22.1,22.1
117083004,"Bradford",17,"NORTHEAST BRADFORD SD  ",11,37.0,56.8,16.0,21.0,25.9,37.0,14.8,42.0,19.8,23.5
117086003,"Bradford",17,"SAYRE AREA SD **      ",5,70.5,71.5,42.3,28.2,17.9,11.5,35.1,36.4,18.2,10.4
117086003,"Bradford",17,"SAYRE AREA SD          ",8,57.9,62.7,13.3,44.6,21.7,20.5,19.3,43.4,18.1,19.3
117086003,"Bradford",17,"SAYRE AREA SD          ",11,50.7,58.9,17.8,32.9,27.4,21.9,17.8,41.1,19.2,21.9
117086503,"Bradford",17,"TOWANDA AREA SD        ",5,45.5,48.8,18.7,26.8,21.1,33.3,8.1,40.7,14.6,36.6
117086503,"Bradford",17,"TOWANDA AREA SD        ",8,40.7,56.9,10.6,30.1,29.3,30.1,21.1,35.8,22.0,21.1
117086503,"Bradford",17,"TOWANDA AREA SD        ",11,37.0,44.1,16.3,20.7,20.0,43.0,14.0,30.1,23.5,32.4
117086653,"Bradford",17,"TROY AREA SD           ",5,40.2,52.1,11.3,28.9,23.2,36.6,15.5,36.6,23.9,23.9
117086653,"Bradford",17,"TROY AREA SD           ",8,37.7,58.0,11.6,26.1,23.2,39.1,21.0,37.0,17.4,24.6
117086653,"Bradford",17,"TROY AREA SD           ",11,50.4,50.4,21.2,29.2,23.9,25.7,9.7,40.7,25.7,23.9
117089003,"Bradford",17,"WYALUSING AREA SD      ",5,54.3,56.1,17.5,36.8,26.3,19.3,17.5,38.6,24.6,19.3
117089003,"Bradford",17,"WYALUSING AREA SD      ",8,60.8,67.3,21.5,39.3,19.6,19.6,22.4,44.9,18.7,14.0
117089003,"Bradford",17,"WYALUSING AREA SD      ",11,46.8,54.7,22.2,24.6,23.8,29.4,19.8,34.9,22.2,23.0
122000000,"Bucks",22,"BUCKS COUNTY IU 22     ",5,15.4,18.2,7.7,7.7,15.4,69.2,9.1,9.1,18.2,63.6
122000000,"Bucks",22,"BUCKS COUNTY IU 22     ",8,0.0,11.8,0.0,0.0,6.3,93.8,0.0,11.8,5.9,82.4
122000000,"Bucks",22,"BUCKS COUNTY IU 22     ",11,0.0,5.6,0.0,0.0,0.0,100.0,0.0,5.6,0.0,94.4
122090001,"Bucks",22,"CTR STUDENT LEARNING CS",11,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
122091002,"Bucks",22,"BENSALEM TOWNSHIP SD   ",5,58.9,59.9,28.4,30.5,21.2,20.0,24.7,35.2,24.7,15.4
122091002,"Bucks",22,"BENSALEM TOWNSHIP SD   ",8,46.4,61.5,14.9,31.5,28.6,25.0,22.4,39.1,24.1,14.4
122091002,"Bucks",22,"BENSALEM TOWNSHIP SD   ",11,36.3,46.8,13.9,22.4,23.3,40.4,12.3,34.5,20.3,32.8
122091303,"Bucks",22,"BRISTOL BOROUGH SD     ",5,57.7,47.8,24.4,33.3,25.6,16.7,16.7,31.1,21.1,31.1
122091303,"Bucks",22,"BRISTOL BOROUGH SD     ",8,45.1,59.8,13.7,31.4,27.5,27.5,19.6,40.2,17.6,22.5
122091303,"Bucks",22,"BRISTOL BOROUGH SD     ",11,35.7,42.1,9.5,26.2,28.6,35.7,10.8,31.3,32.5,25.3
122091352,"Bucks",22,"BRISTOL TOWNSHIP SD **  ",5,44.1,51.8,16.6,27.5,28.1,27.9,19.1,32.7,26.2,21.9
122091352,"Bucks",22,"BRISTOL TOWNSHIP SD    ",8,26.3,49.2,3.9,22.4,33.0,40.6,15.5,33.7,27.1,23.7
122091352,"Bucks",22,"BRISTOL TOWNSHIP SD    ",11,34.8,46.8,10.8,24.0,23.3,42.0,10.6,36.2,24.9,28.2
122091457,"Bucks",22,"BUCKS CO TECHNICAL HS  ",11,20.5,32.4,5.1,15.4,29.3,50.1,3.4,29.0,27.3,40.3
122092002,"Bucks",22,"CENTENNIAL SD          ",5,75.9,73.0,42.1,33.8,16.7,7.4,40.7,32.3,18.9,8.0
122092002,"Bucks",22,"CENTENNIAL SD          ",8,64.0,77.1,30.3,33.7,22.5,13.5,34.7,42.4,15.2,7.7
122092002,"Bucks",22,"CENTENNIAL SD          ",11,42.2,56.2,17.3,24.9,25.2,32.6,16.6,39.6,16.6,27.1
122092102,"Bucks",22,"CENTRAL BUCKS SD       ",5,87.3,83.6,60.9,26.4,8.0,4.7,53.3,30.3,11.2,5.2
122092102,"Bucks",22,"CENTRAL BUCKS SD       ",8,82.0,91.6,42.4,39.6,12.7,5.4,58.4,33.2,6.2,2.1
122092102,"Bucks",22,"CENTRAL BUCKS SD       ",11,69.0,83.1,37.4,31.6,17.2,13.8,41.2,41.9,10.7,6.1
122092353,"Bucks",22,"COUNCIL ROCK SD        ",5,80.9,78.4,46.5,34.4,13.3,5.8,43.6,34.8,15.5,6.1
122092353,"Bucks",22,"COUNCIL ROCK SD        ",8,87.4,88.1,51.3,36.1,7.5,5.1,49.2,38.9,8.7,3.2
122092353,"Bucks",22,"COUNCIL ROCK SD        ",11,74.8,77.0,48.7,26.1,11.1,14.1,34.4,42.6,11.9,11.0
122093140,"Bucks",22,"SCHOOL LANE CS         ",5,38.0,45.1,18.3,19.7,25.4,36.6,14.1,31.0,23.9,31.0
122093140,"Bucks",22,"SCHOOL LANE CS         ",8,37.5,54.1,4.2,33.3,27.1,35.4,8.3,45.8,16.7,29.2
122093460,"Bucks",22,"BUCKS CO MONTESSORI CS ",5,70.6,64.7,41.2,29.4,0.0,29.4,41.2,23.5,35.3,0.0
122097203,"Bucks",22,"MORRISVILLE BOROUGH SD ",5,60.0,65.3,33.3,26.7,24.0,16.0,29.3,36.0,18.7,16.0
122097203,"Bucks",22,"MORRISVILLE BOROUGH SD ",8,38.7,43.6,12.9,25.8,29.0,32.3,22.6,21.0,37.1,19.4
122097203,"Bucks",22,"MORRISVILLE BOROUGH SD ",11,12.0,42.7,3.0,9.0,22.4,65.7,5.9,36.8,29.4,27.9
122097502,"Bucks",22,"NESHAMINY SD           ",5,67.6,68.6,35.3,32.3,18.4,14.1,35.3,33.3,17.5,13.9
122097502,"Bucks",22,"NESHAMINY SD           ",8,71.6,73.5,28.7,42.9,17.1,11.3,31.5,42.0,16.8,9.7
122097502,"Bucks",22,"NESHAMINY SD           ",11,47.0,62.2,19.3,27.7,23.7,29.3,16.2,46.0,18.1,19.7
122097604,"Bucks",22,"NEW HOPE-SOLEBURY SD   ",5,75.8,78.8,40.4,35.4,14.1,10.1,41.4,37.4,15.2,6.1
122097604,"Bucks",22,"NEW HOPE-SOLEBURY SD   ",8,79.8,87.8,45.5,34.3,14.1,6.1,54.5,33.3,10.1,2.0
122097604,"Bucks",22,"NEW HOPE-SOLEBURY SD   ",11,82.2,81.2,40.5,41.7,13.1,4.8,45.9,35.3,14.1,4.7
122098003,"Bucks",22,"PALISADES SD           ",5,85.7,76.2,57.1,28.6,11.6,2.7,38.8,37.4,14.3,9.5
122098003,"Bucks",22,"PALISADES SD           ",8,74.3,82.6,31.6,42.7,15.2,10.5,37.8,44.8,10.5,7.0
122098003,"Bucks",22,"PALISADES SD           ",11,65.1,71.4,31.2,33.9,21.2,13.8,29.6,41.8,14.3,14.3
122098103,"Bucks",22,"PENNRIDGE SD           ",5,64.6,73.2,32.8,31.8,22.6,12.8,37.9,35.3,17.2,9.6
122098103,"Bucks",22,"PENNRIDGE SD           ",8,65.5,81.6,25.9,39.6,21.1,13.4,40.0,41.6,13.0,5.4
122098103,"Bucks",22,"PENNRIDGE SD           ",11,68.0,74.0,34.7,33.3,17.1,14.9,26.2,47.8,15.0,11.0
122098202,"Bucks",22,"PENNSBURY SD           ",5,69.8,74.1,36.1,33.7,19.5,10.8,37.5,36.6,17.0,8.9
