"AUN Number","County","IU","District Name","Grade","% Advanced/Proficient Math","% Advanced/Proficient Reading","% Advanced Math","% Proficient Math","% Basic Math","% Below Basic Math","% Advanced Reading","% Proficient Reading","% Basic Reading","% Below Basic Reading"
122098202,"Bucks",22,"PENNSBURY SD           ",8,61.6,75.6,26.5,35.1,22.0,16.4,38.5,37.1,15.4,9.0
122098202,"Bucks",22,"PENNSBURY SD           ",11,59.3,64.0,34.7,24.6,20.0,20.7,24.0,40.0,17.2,18.8
122098403,"Bucks",22,"QUAKERTOWN COMMUNITY SD",5,81.8,71.8,53.9,27.9,9.9,8.3,39.5,32.3,16.0,12.2
122098403,"Bucks",22,"QUAKERTOWN COMMUNITY SD",8,62.1,71.0,17.5,44.6,22.0,15.9,29.4,41.6,19.4,9.6
122098403,"Bucks",22,"QUAKERTOWN COMMUNITY SD",11,51.7,59.1,22.7,29.0,24.0,24.3,15.0,44.1,23.0,17.9
104101252,"Butler",4,"BUTLER AREA SD         ",5,74.7,71.2,43.7,31.0,17.0,8.2,33.6,37.6,19.3,9.5
104101252,"Butler",4,"BUTLER AREA SD         ",8,57.0,65.8,19.2,37.8,20.1,22.9,23.3,42.5,22.5,11.8
104101252,"Butler",4,"BUTLER AREA SD         ",11,48.3,50.0,21.8,26.5,18.8,32.9,16.0,34.0,19.8,30.2
104103603,"Butler",4,"KARNS CITY AREA SD     ",5,66.2,62.5,31.6,34.6,16.9,16.9,25.0,37.5,19.1,18.4
104103603,"Butler",4,"KARNS CITY AREA SD     ",8,51.3,54.5,22.8,28.5,26.8,22.0,17.1,37.4,29.3,16.3
104103603,"Butler",4,"KARNS CITY AREA SD     ",11,42.1,51.9,17.3,24.8,24.1,33.8,9.8,42.1,30.1,18.0
104105003,"Butler",4,"MARS AREA SD           ",5,76.5,80.8,31.7,44.8,19.1,4.4,40.4,40.4,14.8,4.4
104105003,"Butler",4,"MARS AREA SD           ",8,72.4,79.7,31.6,40.8,18.4,9.2,39.1,40.6,13.5,6.8
104105003,"Butler",4,"MARS AREA SD           ",11,53.9,68.3,27.7,26.2,28.2,17.8,21.3,47.0,17.3,14.4
104105353,"Butler",4,"MONITEAU SD            ",5,58.0,59.5,24.4,33.6,24.4,17.6,22.1,37.4,24.4,16.0
104105353,"Butler",4,"MONITEAU SD            ",8,29.0,50.7,9.4,19.6,24.6,46.4,18.8,31.9,18.8,30.4
104105353,"Butler",4,"MONITEAU SD            ",11,34.3,41.4,7.4,26.9,18.5,47.2,10.8,30.6,18.9,39.6
104107503,"Butler",4,"SLIPPERY ROCK AREA SD  ",5,58.7,65.4,25.1,33.6,25.1,16.1,30.3,35.1,20.4,14.2
104107503,"Butler",4,"SLIPPERY ROCK AREA SD  ",8,62.7,64.6,18.4,44.3,19.3,17.9,26.4,38.2,19.8,15.6
104107503,"Butler",4,"SLIPPERY ROCK AREA SD  ",11,51.2,59.8,21.6,29.6,21.6,27.1,21.6,38.2,21.6,18.6
104107803,"Butler",4,"SOUTH BUTLER COUNTY SD ",5,59.7,71.0,24.8,34.9,28.6,11.8,34.9,36.1,18.9,10.1
104107803,"Butler",4,"SOUTH BUTLER COUNTY SD ",8,63.2,75.8,24.6,38.6,23.7,13.1,34.3,41.5,15.7,8.5
104107803,"Butler",4,"SOUTH BUTLER COUNTY SD ",11,56.1,60.9,22.9,33.2,22.5,21.4,17.0,43.9,20.7,18.5
104107903,"Butler",4,"SENECA VALLEY SD       ",5,57.1,63.1,26.2,30.9,23.3,19.5,28.8,34.3,21.8,15.0
104107903,"Butler",4,"SENECA VALLEY SD       ",8,67.6,75.0,26.3,41.3,21.2,11.2,34.7,40.3,15.8,9.2
104107903,"Butler",4,"SENECA VALLEY SD       ",11,55.8,63.3,25.8,30.0,20.9,23.3,22.2,41.1,18.3,18.5
108110603,"Cambria",8,"BLACKLICK VALLEY SD    ",5,61.5,64.3,38.6,22.9,21.4,17.1,34.3,30.0,17.1,18.6
108110603,"Cambria",8,"BLACKLICK VALLEY SD    ",8,48.1,59.6,23.1,25.0,19.2,32.7,26.9,32.7,23.1,17.3
108110603,"Cambria",8,"BLACKLICK VALLEY SD    ",11,66.0,48.9,27.7,38.3,14.9,19.1,19.1,29.8,42.6,8.5
108111203,"Cambria",8,"CAMBRIA HEIGHTS SD     ",5,63.6,54.2,26.3,37.3,20.3,16.1,17.8,36.4,22.9,22.9
108111203,"Cambria",8,"CAMBRIA HEIGHTS SD     ",8,55.5,67.3,12.6,42.9,17.6,26.9,34.5,32.8,13.4,19.3
108111203,"Cambria",8,"CAMBRIA HEIGHTS SD     ",11,42.6,63.8,12.1,30.5,27.0,30.5,16.3,47.5,22.0,14.2
108111303,"Cambria",8,"CENTRAL CAMBRIA SD  ** ",5,68.3,66.7,38.9,29.4,19.8,11.9,29.4,37.3,15.9,17.5
108111303,"Cambria",8,"CENTRAL CAMBRIA SD     ",8,58.7,66.9,23.1,35.6,21.9,19.4,24.4,42.5,17.5,15.6
108111303,"Cambria",8,"CENTRAL CAMBRIA SD     ",11,59.2,72.3,18.5,40.7,21.0,19.8,27.2,45.1,17.3,10.5
108111403,"Cambria",8,"CONEMAUGH VALLEY SD    ",5,68.3,85.3,23.2,45.1,24.4,7.3,52.4,32.9,6.1,8.5
108111403,"Cambria",8,"CONEMAUGH VALLEY SD    ",8,40.8,53.1,13.6,27.2,29.6,29.6,13.6,39.5,30.9,16.0
108111403,"Cambria",8,"CONEMAUGH VALLEY SD    ",11,47.9,66.2,19.7,28.2,31.0,21.1,25.4,40.8,15.5,18.3
108112003,"Cambria",8,"FERNDALE AREA SD       ",5,62.9,72.6,25.8,37.1,27.4,9.7,24.2,48.4,21.0,6.5
108112003,"Cambria",8,"FERNDALE AREA SD       ",8,61.1,73.3,13.6,47.5,27.1,11.9,23.3,50.0,15.0,11.7
108112003,"Cambria",8,"FERNDALE AREA SD       ",11,63.4,80.8,28.8,34.6,25.0,11.5,21.2,59.6,17.3,1.9
108112203,"Cambria",8,"FOREST HILLS SD        ",5,57.0,63.1,23.1,33.9,24.7,18.3,31.0,32.1,22.5,14.4
108112203,"Cambria",8,"FOREST HILLS SD        ",8,47.4,64.6,12.6,34.8,24.2,28.3,23.7,40.9,21.2,14.1
108112203,"Cambria",8,"FOREST HILLS SD        ",11,63.3,71.3,26.5,36.8,20.6,16.2,18.4,52.9,16.9,11.8
108112502,"Cambria",8,"GREATER JOHNSTOWN SD   ",5,61.3,69.0,39.5,21.8,18.8,19.9,39.2,29.8,14.0,17.0
108112502,"Cambria",8,"GREATER JOHNSTOWN SD   ",8,44.1,45.3,9.0,35.1,25.7,30.2,10.9,34.4,22.7,32.0
108112502,"Cambria",8,"GREATER JOHNSTOWN SD   ",11,21.2,42.5,8.9,12.3,29.1,49.7,8.4,34.1,21.2,36.3
108112607,"Cambria",8,"GREATER JOHNSTOWN AVTS ",11,6.2,12.8,0.0,6.2,14.4,79.4,1.0,11.8,12.7,74.5
108114503,"Cambria",8,"NORTHERN CAMBRIA SD    ",5,55.1,62.6,29.9,25.2,25.2,19.6,32.7,29.9,20.6,16.8
108114503,"Cambria",8,"NORTHERN CAMBRIA SD    ",8,58.0,61.3,24.7,33.3,17.2,24.7,12.9,48.4,23.7,15.1
108114503,"Cambria",8,"NORTHERN CAMBRIA SD    ",11,54.3,59.0,19.4,34.9,24.8,20.9,20.2,38.8,24.0,17.1
108116003,"Cambria",8,"PENN CAMBRIA SD        ",5,59.4,59.4,28.5,30.9,25.2,15.4,24.4,35.0,20.3,20.3
108116003,"Cambria",8,"PENN CAMBRIA SD        ",8,63.4,67.9,21.4,42.0,17.6,19.1,22.1,45.8,20.6,11.5
108116003,"Cambria",8,"PENN CAMBRIA SD        ",11,49.4,63.1,17.6,31.8,27.3,23.3,16.5,46.6,19.3,17.6
108116303,"Cambria",8,"PORTAGE AREA SD        ",5,50.7,64.4,17.8,32.9,27.4,21.9,26.0,38.4,26.0,9.6
108116303,"Cambria",8,"PORTAGE AREA SD        ",8,53.3,65.2,20.7,32.6,26.1,20.7,22.8,42.4,16.3,18.5
108116303,"Cambria",8,"PORTAGE AREA SD        ",11,54.6,70.1,20.8,33.8,22.1,23.4,16.9,53.2,20.8,9.1
108116503,"Cambria",8,"RICHLAND SD            ",5,83.2,80.8,44.0,39.2,13.6,3.2,48.8,32.0,10.4,8.8
108116503,"Cambria",8,"RICHLAND SD            ",8,70.4,84.4,31.1,39.3,18.0,11.5,45.9,38.5,8.2,7.4
108116503,"Cambria",8,"RICHLAND SD            ",11,78.8,90.2,40.7,38.1,13.3,8.0,39.8,50.4,5.3,4.4
108118503,"Cambria",8,"WESTMONT HILLTOP SD    ",5,67.3,64.4,26.0,41.3,25.0,7.7,28.8,35.6,23.1,12.5
108118503,"Cambria",8,"WESTMONT HILLTOP SD    ",8,72.2,79.5,36.1,36.1,18.9,9.0,44.3,35.2,13.1,7.4
108118503,"Cambria",8,"WESTMONT HILLTOP SD    ",11,63.0,69.0,23.8,39.2,25.9,11.2,15.9,53.1,20.7,10.3
109122703,"Cameron",9,"CAMERON COUNTY SD      ",5,61.3,70.7,29.3,32.0,25.3,13.3,30.7,40.0,12.0,17.3
109122703,"Cameron",9,"CAMERON COUNTY SD      ",8,36.1,59.7,4.2,31.9,29.2,34.7,12.5,47.2,26.4,13.9
109122703,"Cameron",9,"CAMERON COUNTY SD      ",11,45.7,57.2,20.0,25.7,15.7,38.6,8.6,48.6,22.9,20.0
121000000,"Carbon",21,"CARBON-LEHIGH IU 21    ",5,,,".",".",".",".",".",".",".","."
121000000,"Carbon",21,"CARBON-LEHIGH IU 21    ",8,7.1,21.4,7.1,0.0,14.3,78.6,0.0,21.4,14.3,64.3
121000000,"Carbon",21,"CARBON-LEHIGH IU 21    ",11,14.3,33.4,14.3,0.0,14.3,71.4,16.7,16.7,33.3,33.3
121131507,"Carbon",21,"CARBON CO AVTS         ",11,9.7,25.0,1.1,8.6,23.7,66.7,0.0,25.0,33.7,41.3
121135003,"Carbon",21,"JIM THORPE AREA SD     ",5,46.4,53.5,18.1,28.3,31.5,22.0,17.3,36.2,25.2,21.3
121135003,"Carbon",21,"JIM THORPE AREA SD     ",8,45.0,60.5,6.6,38.4,25.8,29.1,20.4,40.1,21.7,17.8
121135003,"Carbon",21,"JIM THORPE AREA SD     ",11,54.7,67.0,18.9,35.8,17.9,27.4,23.9,43.1,19.3,13.8
121135503,"Carbon",21,"LEHIGHTON AREA SD      ",5,63.5,69.1,29.8,33.7,21.5,14.9,35.4,33.7,15.5,15.5
121135503,"Carbon",21,"LEHIGHTON AREA SD      ",8,54.3,70.3,14.1,40.2,28.6,17.1,21.6,48.7,18.6,11.1
121135503,"Carbon",21,"LEHIGHTON AREA SD      ",11,46.9,56.5,20.0,26.9,25.6,27.5,6.8,49.7,26.7,16.8
121136503,"Carbon",21,"PALMERTON AREA SD      ",5,50.6,56.5,16.2,34.4,34.4,14.9,25.3,31.2,20.8,22.7
121136503,"Carbon",21,"PALMERTON AREA SD      ",8,43.8,84.5,18.5,25.3,29.0,27.2,43.8,40.7,9.3,6.2
121136503,"Carbon",21,"PALMERTON AREA SD      ",11,50.3,55.8,22.2,28.1,23.7,25.9,13.2,42.6,27.2,16.9
121136603,"Carbon",21,"PANTHER VALLEY SD      ",5,59.2,55.7,18.3,40.9,21.7,19.1,23.5,32.2,27.8,16.5
121136603,"Carbon",21,"PANTHER VALLEY SD      ",8,31.3,50.0,3.7,27.6,37.3,31.3,12.7,37.3,30.6,19.4
121136603,"Carbon",21,"PANTHER VALLEY SD      ",11,29.2,40.2,11.5,17.7,26.5,44.2,9.8,30.4,30.4,29.5
121139004,"Carbon",21,"WEATHERLY AREA SD      ",5,77.4,52.8,47.2,30.2,11.3,11.3,30.2,22.6,26.4,20.8
121139004,"Carbon",21,"WEATHERLY AREA SD      ",8,68.3,74.6,30.2,38.1,17.5,14.3,39.7,34.9,11.1,14.3
121139004,"Carbon",21,"WEATHERLY AREA SD      ",11,64.1,68.7,29.7,34.4,21.9,14.1,35.9,32.8,18.8,12.5
110141003,"Centre",10,"BALD EAGLE AREA SD     ",5,71.0,65.0,35.5,35.5,14.5,14.5,31.3,33.7,16.3,18.7
110141003,"Centre",10,"BALD EAGLE AREA SD     ",8,57.9,69.9,15.8,42.1,18.6,23.5,26.2,43.7,16.4,13.7
110141003,"Centre",10,"BALD EAGLE AREA SD     ",11,42.8,55.5,13.3,29.5,28.3,28.9,15.0,40.5,17.3,27.2
110141103,"Centre",10,"BELLEFONTE AREA SD     ",5,67.8,67.5,34.7,33.1,19.0,13.2,37.9,29.6,18.5,14.0
110141103,"Centre",10,"BELLEFONTE AREA SD     ",8,61.5,70.8,21.2,40.3,21.7,16.8,30.1,40.7,13.3,15.9
110141103,"Centre",10,"BELLEFONTE AREA SD     ",11,46.1,57.5,20.8,25.3,23.1,30.8,17.2,40.3,14.5,28.1
110143060,"Centre",10,"CENTRE LEARNING COMM CS",5,66.7,81.8,25.0,41.7,25.0,8.3,27.3,54.5,18.2,0.0
110143060,"Centre",10,"CENTRE LEARNING COMM CS",8,69.2,61.6,15.4,53.8,23.1,7.7,23.1,38.5,23.1,15.4
110143120,"Centre",10,"NITTANY VALLEY CS      ",5,62.5,87.5,50.0,12.5,25.0,12.5,50.0,37.5,12.5,0.0
110143120,"Centre",10,"NITTANY VALLEY CS      ",8,75.0,100.0,50.0,25.0,25.0,0.0,75.0,25.0,0.0,0.0
110147003,"Centre",10,"PENNS VALLEY AREA SD   ",5,71.7,60.6,40.4,31.3,16.2,12.1,26.3,34.3,21.2,18.2
110147003,"Centre",10,"PENNS VALLEY AREA SD   ",8,62.2,80.0,23.7,38.5,25.2,12.6,34.8,45.2,10.4,9.6
110147003,"Centre",10,"PENNS VALLEY AREA SD   ",11,53.0,53.8,21.2,31.8,21.2,25.8,14.4,39.4,25.8,20.5
110148002,"Centre",10,"STATE COLLEGE AREA SD  ",5,73.4,75.7,42.3,31.1,16.9,9.8,39.8,35.9,13.9,10.5
110148002,"Centre",10,"STATE COLLEGE AREA SD  ",8,71.3,82.5,37.1,34.2,17.5,11.2,48.3,34.2,11.8,5.7
110148002,"Centre",10,"STATE COLLEGE AREA SD  ",11,78.1,75.8,48.2,29.9,10.4,11.4,34.9,40.9,12.4,11.7
124000000,"Chester",24,"CHESTER CO IU 24       ",5,7.1,6.7,0.0,7.1,0.0,92.9,0.0,6.7,0.0,93.3
124000000,"Chester",24,"CHESTER CO IU 24       ",8,0.0,13.1,0.0,0.0,11.1,88.9,2.6,10.5,2.6,84.2
124000000,"Chester",24,"CHESTER CO IU 24       ",11,6.4,18.8,2.1,4.3,6.4,87.2,2.1,16.7,4.2,77.1
124150002,"Chester",24,"21ST CENTURY CYBER CS  ",8,60.0,60.0,10.0,50.0,10.0,30.0,40.0,20.0,30.0,10.0
124150002,"Chester",24,"21ST CENTURY CYBER CS  ",11,55.5,77.8,11.1,44.4,30.6,13.9,22.2,55.6,16.7,5.6
124150003,"Chester",24,"AVON GROVE CS          ",5,68.2,75.0,36.4,31.8,22.7,9.1,38.6,36.4,13.6,11.4
124150503,"Chester",24,"AVON GROVE SD          ",5,55.5,64.0,28.0,27.5,22.0,22.5,33.0,31.0,15.1,20.9
124150503,"Chester",24,"AVON GROVE SD          ",8,65.2,68.9,25.4,39.8,14.9,19.9,34.1,34.8,18.2,12.9
124150503,"Chester",24,"AVON GROVE SD          ",11,60.5,67.0,34.4,26.1,17.2,22.3,27.3,39.7,14.9,18.1
124151607,"Chester",24,"CTR FOR ARTS AND TECHNO",11,19.5,30.0,1.3,18.2,19.5,61.0,2.5,27.5,23.8,46.3
124151902,"Chester",24,"COATESVILLE AREA SD    ",5,49.9,55.6,24.7,25.2,26.7,23.4,22.8,32.8,21.1,23.4
124151902,"Chester",24,"COATESVILLE AREA SD    ",8,45.1,60.1,18.9,26.2,27.0,27.9,23.8,36.3,24.1,15.8
124151902,"Chester",24,"COATESVILLE AREA SD    ",11,35.6,51.8,14.0,21.6,26.4,38.1,14.4,37.4,23.2,25.0
124152003,"Chester",24,"DOWNINGTOWN AREA SD    ",5,82.6,83.5,57.3,25.3,13.3,4.1,52.8,30.7,12.1,4.5
124152003,"Chester",24,"DOWNINGTOWN AREA SD    ",8,72.8,84.2,34.2,38.6,17.1,10.1,46.0,38.2,11.2,4.6
124152003,"Chester",24,"DOWNINGTOWN AREA SD    ",11,63.8,75.2,33.8,30.0,20.2,16.1,31.6,43.6,15.8,9.0
124153320,"Chester",24,"COLLEGIUM CS           ",5,47.5,53.3,21.3,26.2,16.4,36.1,25.0,28.3,18.3,28.3
124153320,"Chester",24,"COLLEGIUM CS           ",8,44.0,44.0,12.0,32.0,20.0,36.0,36.0,8.0,40.0,16.0
124153350,"Chester",24,"RENAISSANCE ACAD CS    ",5,49.3,68.7,23.9,25.4,31.3,19.4,25.4,43.3,13.4,17.9
124153350,"Chester",24,"RENAISSANCE ACAD CS    ",8,52.5,72.1,16.4,36.1,27.9,19.7,39.3,32.8,18.0,9.8
124153503,"Chester",24,"GREAT VALLEY SD        ",5,73.8,76.5,44.5,29.3,13.8,12.4,50.3,26.2,15.2,8.3
124153503,"Chester",24,"GREAT VALLEY SD        ",8,75.3,86.3,43.3,32.0,14.7,10.0,53.3,33.0,8.0,5.7
124153503,"Chester",24,"GREAT VALLEY SD        ",11,72.8,84.2,38.2,34.6,16.7,10.6,42.3,41.9,9.8,6.1
124153510,"Chester",24,"GRAYSTONE ACADEMY CS   ",5,19.2,22.7,3.8,15.4,21.2,59.6,3.8,18.9,24.5,52.8
124154003,"Chester",24,"KENNETT CONSOLIDATED SD",5,60.2,66.4,36.7,23.5,16.3,23.5,38.4,28.0,13.8,19.7
124154003,"Chester",24,"KENNETT CONSOLIDATED SD",8,56.8,67.6,32.8,24.0,17.6,25.6,38.2,29.4,11.1,21.4
124154003,"Chester",24,"KENNETT CONSOLIDATED SD",11,56.0,55.8,28.2,27.8,14.5,29.5,23.0,32.8,16.2,28.1
124156503,"Chester",24,"OCTORARA AREA SD       ",5,63.0,60.5,24.4,38.6,20.3,16.8,26.5,34.0,22.5,17.0
124156503,"Chester",24,"OCTORARA AREA SD       ",8,52.6,60.6,14.6,38.0,25.8,21.6,18.8,41.8,26.3,13.1
124156503,"Chester",24,"OCTORARA AREA SD       ",11,53.5,66.7,22.1,31.4,26.2,20.3,21.3,45.4,18.4,14.9
124156603,"Chester",24,"OWEN J ROBERTS SD      ",5,76.7,79.4,48.3,28.4,14.2,9.1,43.9,35.5,11.8,8.8
124156603,"Chester",24,"OWEN J ROBERTS SD      ",8,63.3,70.4,29.9,33.4,18.1,18.6,29.7,40.7,18.1,11.5
124156603,"Chester",24,"OWEN J ROBERTS SD      ",11,59.9,68.2,29.3,30.6,20.4,19.7,25.9,42.3,19.0,12.8
124156703,"Chester",24,"OXFORD AREA SD         ",5,48.2,58.6,22.1,26.1,20.7,31.1,31.1,27.5,18.6,22.9
124156703,"Chester",24,"OXFORD AREA SD **    ",8,40.1,63.2,12.5,27.6,27.2,32.6,28.9,34.3,20.7,16.1
124156703,"Chester",24,"OXFORD AREA SD         ",11,40.3,59.9,17.7,22.6,24.7,34.9,20.9,39.0,14.4,25.7
124157203,"Chester",24,"PHOENIXVILLE AREA SD   ",5,80.8,76.9,53.7,27.1,11.4,7.8,44.1,32.8,12.9,10.2
124157203,"Chester",24,"PHOENIXVILLE AREA SD   ",8,63.5,72.7,28.9,34.6,18.3,18.3,33.7,39.0,17.5,9.8
124157203,"Chester",24,"PHOENIXVILLE AREA SD   ",11,66.0,79.4,33.5,32.5,20.2,13.8,34.8,44.6,15.2,5.4
124157802,"Chester",24,"TREDYFFRIN-EASTTOWN SD ",5,82.5,85.7,54.5,28.0,12.5,5.0,56.2,29.5,10.1,4.2
124157802,"Chester",24,"TREDYFFRIN-EASTTOWN SD ",8,85.6,93.1,52.2,33.4,12.3,2.2,61.0,32.1,5.5,1.4
124157802,"Chester",24,"TREDYFFRIN-EASTTOWN SD ",11,82.5,91.4,56.4,26.1,11.0,6.5,52.0,39.4,5.3,3.3
124158503,"Chester",24,"UNIONVILLE-CHADDS FORD ",5,90.6,88.6,67.8,22.8,6.0,3.4,60.4,28.2,7.7,3.7
124158503,"Chester",24,"UNIONVILLE-CHADDS FORD ",8,79.7,88.5,48.0,31.7,11.6,8.8,48.6,39.9,9.0,2.5
124158503,"Chester",24,"UNIONVILLE-CHADDS FORD ",11,78.4,86.9,49.2,29.2,13.3,8.3,41.6,45.3,7.1,6.0
124159002,"Chester",24,"WEST CHESTER AREA SD   ",5,80.1,80.1,47.6,32.5,12.4,7.6,50.2,29.9,14.7,5.2
124159002,"Chester",24,"WEST CHESTER AREA SD   ",8,74.5,84.3,41.1,33.4,13.6,11.9,52.4,31.9,9.8,5.9
124159002,"Chester",24,"WEST CHESTER AREA SD   ",11,71.8,78.7,44.8,27.0,16.8,11.4,38.9,39.8,13.1,8.2
106000000,"Clarion",6,"RIVERVIEW IU 6         ",8,50.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,50.0,50.0
106000000,"Clarion",6,"RIVERVIEW IU 6         ",11,,,".",".",".",".",".",".",".","."
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLE",5,58.7,51.0,15.2,43.5,28.3,13.0,21.7,29.3,32.6,16.3
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLE",8,57.3,62.6,16.0,41.3,22.7,20.0,9.3,53.3,24.0,13.3
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLE",11,44.3,58.0,17.0,27.3,27.3,28.4,11.4,46.6,23.9,18.2
106161203,"Clarion",6,"CLARION AREA SD        ",5,68.3,46.7,18.3,50.0,13.3,18.3,5.0,41.7,31.7,21.7
106161203,"Clarion",6,"CLARION AREA SD        ",8,71.0,76.8,33.3,37.7,15.9,13.0,46.4,30.4,21.7,1.4
106161203,"Clarion",6,"CLARION AREA SD        ",11,54.8,76.2,29.0,25.8,16.1,29.0,30.2,46.0,11.1,12.7
106161703,"Clarion",6,"CLARION-LIMESTONE AREA ",5,55.5,80.3,14.8,40.7,37.0,7.4,38.3,42.0,16.0,3.7
106161703,"Clarion",6,"CLARION-LIMESTONE AREA ",8,65.5,70.1,31.0,34.5,17.2,17.2,26.4,43.7,14.9,14.9
106161703,"Clarion",6,"CLARION-LIMESTONE AREA ",11,60.6,73.3,28.2,32.4,18.3,21.1,31.0,42.3,19.7,7.0
106166503,"Clarion",6,"KEYSTONE  SD           ",5,64.0,69.0,34.0,30.0,20.0,16.0,28.0,41.0,22.0,9.0
106166503,"Clarion",6,"KEYSTONE  SD           ",8,64.2,67.9,25.9,38.3,16.0,19.8,18.5,49.4,16.0,16.0
106166503,"Clarion",6,"KEYSTONE  SD           ",11,43.0,65.3,20.8,22.2,31.9,25.0,12.5,52.8,19.4,15.3
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",5,70.9,75.0,41.7,29.2,20.8,8.3,27.1,47.9,12.5,12.5
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",8,42.3,54.3,16.9,25.4,25.4,32.2,8.5,45.8,32.2,13.6
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",11,41.2,45.6,16.2,25.0,23.5,35.3,14.7,30.9,32.4,22.1
106168003,"Clarion",6,"REDBANK VALLEY SD      ",5,51.8,54.3,25.9,25.9,32.8,15.5,23.3,31.0,33.6,12.1
106168003,"Clarion",6,"REDBANK VALLEY SD      ",8,64.6,73.7,18.0,46.6,21.8,13.5,28.6,45.1,19.5,6.8
106168003,"Clarion",6,"REDBANK VALLEY SD      ",11,46.9,60.2,19.5,27.4,23.9,29.2,18.6,41.6,21.2,18.6
106169003,"Clarion",6,"UNION  SD              ",5,54.8,49.3,23.3,31.5,24.7,20.5,19.2,30.1,31.5,19.2
106169003,"Clarion",6,"UNION  SD              ",8,30.0,61.4,5.7,24.3,41.4,28.6,15.7,45.7,24.3,14.3
106169003,"Clarion",6,"UNION  SD              ",11,53.4,60.0,26.7,26.7,18.3,28.3,16.7,43.3,23.3,16.7
106172003,"Clearfield",6,"DUBOIS AREA SD         ",5,70.9,71.2,46.1,24.8,17.0,12.1,34.8,36.4,13.3,15.5
106172003,"Clearfield",6,"DUBOIS AREA SD         ",8,56.6,64.5,22.8,33.8,22.3,21.1,24.1,40.4,20.6,15.0
106172003,"Clearfield",6,"DUBOIS AREA SD         ",11,45.4,52.4,15.6,29.8,26.0,28.7,12.4,40.0,24.8,22.8
110171003,"Clearfield",10,"CLEARFIELD AREA SD     ",5,56.4,56.3,31.6,24.8,20.9,22.8,30.6,25.7,21.4,22.3
110171003,"Clearfield",10,"CLEARFIELD AREA SD     ",8,51.1,65.5,16.2,34.9,20.3,28.6,19.9,45.6,19.5,14.9
110171003,"Clearfield",10,"CLEARFIELD AREA SD     ",11,46.4,52.8,17.1,29.3,21.5,32.1,12.5,40.3,23.8,23.4
110171803,"Clearfield",10,"CURWENSVILLE AREA SD   ",5,75.4,66.3,31.2,44.2,14.3,10.4,26.0,40.3,20.8,13.0
110171803,"Clearfield",10,"CURWENSVILLE AREA SD   ",8,51.9,66.4,18.9,33.0,26.4,21.7,21.5,44.9,16.8,16.8
110171803,"Clearfield",10,"CURWENSVILLE AREA SD   ",11,48.6,62.3,12.8,35.8,24.8,26.6,18.3,44.0,22.0,15.6
110173003,"Clearfield",10,"GLENDALE SD            ",5,57.4,55.9,20.6,36.8,22.1,20.6,19.1,36.8,20.6,23.5
110173003,"Clearfield",10,"GLENDALE SD            ",8,43.6,59.5,12.8,30.8,21.8,34.6,22.8,36.7,17.7,22.8
110173003,"Clearfield",10,"GLENDALE SD            ",11,50.7,63.7,15.9,34.8,30.4,18.8,18.8,44.9,17.4,18.8
110173504,"Clearfield",10,"HARMONY AREA SD        ",5,80.8,88.5,42.3,38.5,15.4,3.8,38.5,50.0,3.8,7.7
110173504,"Clearfield",10,"HARMONY AREA SD        ",8,16.0,40.0,4.0,12.0,32.0,52.0,8.0,32.0,28.0,32.0
110173504,"Clearfield",10,"HARMONY AREA SD        ",11,40.0,52.0,8.0,32.0,32.0,28.0,8.0,44.0,36.0,12.0
110175003,"Clearfield",10,"MOSHANNON VALLEY SD    ",5,50.0,52.1,23.9,26.1,20.7,29.3,21.7,30.4,26.1,21.7
110175003,"Clearfield",10,"MOSHANNON VALLEY SD    ",8,34.5,36.3,7.1,27.4,23.0,42.5,7.1,29.2,31.0,32.7
110175003,"Clearfield",10,"MOSHANNON VALLEY SD    ",11,29.5,49.6,4.3,25.2,30.4,40.0,7.0,42.6,20.9,29.6
110177003,"Clearfield",10,"PHILIPSBURG-OSCEOLA ARE",5,60.4,67.6,31.1,29.3,24.6,15.0,31.1,36.5,18.0,14.4
110177003,"Clearfield",10,"PHILIPSBURG-OSCEOLA ARE",8,49.7,59.8,13.2,36.5,32.1,18.2,20.8,39.0,25.2,15.1
110177003,"Clearfield",10,"PHILIPSBURG-OSCEOLA ARE",11,52.3,67.1,26.9,25.4,20.9,26.9,16.4,50.7,17.9,14.9
110179003,"Clearfield",10,"WEST BRANCH AREA SD    ",5,32.4,36.2,9.5,22.9,33.3,34.3,8.6,27.6,27.6,36.2
110179003,"Clearfield",10,"WEST BRANCH AREA SD    ",8,44.2,52.0,5.2,39.0,28.6,27.3,11.7,40.3,27.3,20.8
110179003,"Clearfield",10,"WEST BRANCH AREA SD    ",11,51.1,67.3,11.7,39.4,25.5,23.4,12.6,54.7,18.9,13.7
101833400,"Clinton",1,"SUGAR VALLEY RURAL CS  ",5,58.3,75.0,50.0,8.3,25.0,16.7,25.0,50.0,16.7,8.3
101833400,"Clinton",1,"SUGAR VALLEY RURAL CS  ",8,0.0,12.5,0.0,0.0,37.5,62.5,0.0,12.5,75.0,12.5
