"The 2008 PSSA Writing District Level Proficiency Results by Grade and District Total (Full Academic Year)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Groups that have less than 10 students assessed are noted by an asterisk (*). Performance level totals may not add up to 100 due to rounding. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"District total may include data from those grades that are represented by an asterisk.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AUN","County","IU Number","District Name","Grade","Number Scored Writing","% Advanced","% Proficient","% Basic","% Below Basic","Number Scored Writing                IEP","% Advanced IEP","% Proficient IEP","% Basic              IEP","% Below Basic             IEP","Number Scored Writing                ELL","% Advanced ELL","% Proficient ELL","% Basic             ELL","% Below Basic              ELL","Number Scored Writing Title I","% Advanced Title I","% Proficient Title I","% Basic             Title I","% Below Basic            Title I","Number Scored Writing Migrant","% Advanced Migrant","% Proficient Migrant","% Basic Migrant","% Below Basic Migrant","Number Scored Writing Econ. Disadv.","% Advanced Econ. Disadv.","% Proficient Econ. Disadv.","% Basic Econ. Disadv.","% Below Basic Econ. Disadv.","Number Scored Writing Male","% Advanced Male","% Proficient Male","% Basic              Male","% Below Basic             Male","Number Scored Writing Female","% Advanced Female","% Proficient Female","% Basic Female","% Below Basic Female","Number Scored Writing Title III","% Advanced Title III","% Proficient Title III","% Basic                 Title III","% Below Basic             Title III","Number Scored Writing  White","% Advanced  White","% Proficient  White","% Basic  White","% Below Basic  White","Number Scored Writing  Black","% Advanced  Black","% Proficient  Black","% Basic  Black","% Below Basic  Black","Number Scored Writing  Hispanic","% Advanced  Hispanic","% Proficient  Hispanic","% Basic  Hispanic","% Below Basic  Hispanic","Number Scored Writing  Asian","% Advanced  Asian","% Proficient  Asian","% Basic Asian","% Below Basic  Asian","Number Scored Writing  Native American","% Advanced  Native American","% Proficient  Native American","% Basic  Native American","% Below Basic  Native American","Number Scored Writing  Multi-ethnic","% Advanced  Multi-ethnic","% Proficient  Multi-ethnic","% Basic  Multi-ethnic","% Below Basic      Multi-ethnic"
111343603,"Juniata                         ",11,"JUNIATA COUNTY SD",11,224,7.6,78.6,11.6,2.2,23,0.0,39.1,43.5,17.4,2,"*","*","*","*",1,"*","*","*","*",1,"*","*","*","*",54,1.9,72.2,22.2,3.7,123,4.1,75.6,16.3,4.1,101,11.9,82.2,5.9,0.0,0,"*","*","*","*",214,7.9,79.4,10.3,2.3,2,"*","*","*","*",7,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
111343603,"Juniata                         ",11,"JUNIATA COUNTY SD","Distict total",666,3.2,61.4,33.5,2.0,67,0.0,19.4,68.7,11.9,7,"*","*","*","*",7,"*","*","*","*",1,"*","*","*","*",197,0.5,45.7,51.3,2.5,350,2.0,50.6,43.7,3.7,316,4.4,73.4,22.2,0.0,1,"*","*","*","*",631,3.3,62.4,32.2,2.1,7,"*","*","*","*",25,0.0,32.0,68.0,0.0,3,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
119350303,"Lackawanna                      ",19,"ABINGTON HEIGHTS SD",5,246,6.9,66.7,26.4,0.0,37,0.0,21.6,78.4,0.0,2,"*","*","*","*",10,0.0,60.0,40.0,0.0,0,"*","*","*","*",8,"*","*","*","*",135,3.7,60.0,36.3,0.0,111,10.8,74.8,14.4,0.0,2,"*","*","*","*",231,6.9,66.2,26.8,0.0,2,"*","*","*","*",3,"*","*","*","*",10,10.0,80.0,10.0,0.0,0,"*","*","*","*",0,"*","*","*","*"
119350303,"Lackawanna                      ",19,"ABINGTON HEIGHTS SD",8,300,11.7,84.0,4.3,0.0,25,0.0,64.0,36.0,0.0,2,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",26,7.7,88.5,3.8,0.0,164,4.9,88.4,6.7,0.0,136,19.9,78.7,1.5,0.0,2,"*","*","*","*",281,11.7,84.3,3.9,0.0,6,"*","*","*","*",4,"*","*","*","*",9,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
119350303,"Lackawanna                      ",19,"ABINGTON HEIGHTS SD",11,297,28.3,67.0,4.4,0.3,35,0.0,80.0,20.0,0.0,2,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",2,"*","*","*","*",154,20.8,72.1,6.5,0.6,139,36.7,61.9,1.4,0.0,0,"*","*","*","*",283,29.3,66.1,4.2,0.4,2,"*","*","*","*",2,"*","*","*","*",6,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
119350303,"Lackawanna                      ",19,"ABINGTON HEIGHTS SD","Distict total",843,16.1,73.0,10.8,0.1,97,0.0,53.6,46.4,0.0,6,"*","*","*","*",10,0.0,60.0,40.0,0.0,0,"*","*","*","*",36,5.6,77.8,13.9,2.8,453,9.9,74.4,15.5,0.2,386,23.3,71.5,5.2,0.0,4,"*","*","*","*",795,16.6,72.6,10.7,0.1,10,0.0,100.0,0.0,0.0,9,"*","*","*","*",25,12.0,84.0,4.0,0.0,0,"*","*","*","*",0,"*","*","*","*"
119351303,"Lackawanna                      ",19,"CARBONDALE AREA SD",5,102,0.0,34.3,64.7,1.0,20,0.0,0.0,100.0,0.0,0,"*","*","*","*",38,0.0,21.1,76.3,2.6,0,"*","*","*","*",52,0.0,28.8,69.2,1.9,45,0.0,24.4,75.6,0.0,57,0.0,42.1,56.1,1.8,0,"*","*","*","*",95,0.0,34.7,64.2,1.1,3,"*","*","*","*",3,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
119351303,"Lackawanna                      ",19,"CARBONDALE AREA SD",8,108,2.8,75.0,18.5,3.7,22,0.0,13.6,68.2,18.2,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",52,0.0,65.4,26.9,7.7,58,5.2,72.4,20.7,1.7,50,0.0,78.0,16.0,6.0,0,"*","*","*","*",101,3.0,74.3,18.8,4.0,1,"*","*","*","*",4,"*","*","*","*",1,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*"
119351303,"Lackawanna                      ",19,"CARBONDALE AREA SD",11,108,10.2,77.8,12.0,0.0,15,0.0,26.7,73.3,0.0,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",35,2.9,71.4,25.7,0.0,56,3.6,78.6,17.9,0.0,52,17.3,76.9,5.8,0.0,0,"*","*","*","*",105,10.5,79.0,10.5,0.0,2,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
119351303,"Lackawanna                      ",19,"CARBONDALE AREA SD","Distict total",318,4.4,62.9,31.1,1.6,57,0.0,12.3,80.7,7.0,0,"*","*","*","*",38,0.0,21.1,76.3,2.6,0,"*","*","*","*",139,0.7,53.2,42.4,3.6,159,3.1,61.0,35.2,0.6,159,5.7,64.8,27.0,2.5,0,"*","*","*","*",301,4.7,63.5,30.2,1.7,6,"*","*","*","*",8,"*","*","*","*",2,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*"
119352203,"Lackawanna                      ",19,"DUNMORE SD",5,114,1.8,66.7,31.6,0.0,12,0.0,50.0,50.0,0.0,1,"*","*","*","*",5,"*","*","*","*",0,"*","*","*","*",26,3.8,65.4,30.8,0.0,54,0.0,57.4,42.6,0.0,60,3.3,75.0,21.7,0.0,0,"*","*","*","*",108,1.9,68.5,29.6,0.0,1,"*","*","*","*",2,"*","*","*","*",3,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
119352203,"Lackawanna                      ",19,"DUNMORE SD",8,122,3.3,82.8,13.9,0.0,10,0.0,70.0,30.0,0.0,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",22,0.0,81.8,18.2,0.0,66,3.0,77.3,19.7,0.0,56,3.6,89.3,7.1,0.0,0,"*","*","*","*",117,3.4,84.6,12.0,0.0,2,"*","*","*","*",2,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
119352203,"Lackawanna                      ",19,"DUNMORE SD",11,163,17.2,74.2,8.6,0.0,23,0.0,60.9,39.1,0.0,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",26,11.5,73.1,15.4,0.0,72,13.9,75.0,11.1,0.0,91,19.8,73.6,6.6,0.0,0,"*","*","*","*",159,17.6,73.6,8.8,0.0,3,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
119352203,"Lackawanna                      ",19,"DUNMORE SD","Distict total",399,8.5,74.7,16.8,0.0,45,0.0,60.0,40.0,0.0,1,"*","*","*","*",5,"*","*","*","*",0,"*","*","*","*",74,5.4,73.0,21.6,0.0,192,6.3,70.8,22.9,0.0,207,10.6,78.3,11.1,0.0,0,"*","*","*","*",384,8.9,75.5,15.6,0.0,6,"*","*","*","*",5,"*","*","*","*",4,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
119354603,"Lackawanna                      ",19,"LAKELAND SD",5,115,0.9,45.2,53.0,0.9,24,0.0,37.5,62.5,0.0,0,"*","*","*","*",21,0.0,9.5,85.7,4.8,0,"*","*","*","*",28,0.0,32.1,64.3,3.6,75,1.3,34.7,62.7,1.3,40,0.0,65.0,35.0,0.0,0,"*","*","*","*",113,0.9,45.1,53.1,0.9,0,"*","*","*","*",1,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
119354603,"Lackawanna                      ",19,"LAKELAND SD",8,136,16.9,75.0,6.6,1.5,20,0.0,55.0,35.0,10.0,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",18,11.1,66.7,16.7,5.6,62,14.5,79.0,3.2,3.2,74,18.9,71.6,9.5,0.0,0,"*","*","*","*",135,17.0,74.8,6.7,1.5,0,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
119354603,"Lackawanna                      ",19,"LAKELAND SD",11,162,25.3,67.9,6.2,0.6,21,0.0,57.1,38.1,4.8,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",17,23.5,64.7,11.8,0.0,89,22.5,68.5,7.9,1.1,73,28.8,67.1,4.1,0.0,0,"*","*","*","*",157,26.1,67.5,5.7,0.6,2,"*","*","*","*",0,"*","*","*","*",2,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*"
119354603,"Lackawanna                      ",19,"LAKELAND SD","Distict total",413,15.7,63.9,19.4,1.0,65,0.0,49.2,46.2,4.6,0,"*","*","*","*",21,0.0,9.5,85.7,4.8,0,"*","*","*","*",63,9.5,50.8,36.5,3.2,226,13.3,60.2,24.8,1.8,187,18.7,68.4,12.8,0.0,0,"*","*","*","*",405,16.0,63.7,19.3,1.0,2,"*","*","*","*",2,"*","*","*","*",3,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*"
119355503,"Lackawanna                      ",19,"MID VALLEY SD",5,114,0.0,47.4,52.6,0.0,13,0.0,7.7,92.3,0.0,1,"*","*","*","*",25,0.0,28.0,72.0,0.0,0,"*","*","*","*",43,0.0,32.6,67.4,0.0,56,0.0,33.9,66.1,0.0,58,0.0,60.3,39.7,0.0,1,"*","*","*","*",100,0.0,49.0,51.0,0.0,4,"*","*","*","*",9,"*","*","*","*",0,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*"
119355503,"Lackawanna                      ",19,"MID VALLEY SD",8,126,1.6,75.4,21.4,1.6,14,0.0,14.3,78.6,7.1,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",48,0.0,64.6,33.3,2.1,67,0.0,80.6,16.4,3.0,59,3.4,69.5,27.1,0.0,0,"*","*","*","*",118,1.7,76.3,20.3,1.7,1,"*","*","*","*",6,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
119355503,"Lackawanna                      ",19,"MID VALLEY SD",11,124,7.3,74.2,18.5,0.0,17,0.0,17.6,82.4,0.0,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",33,3.0,69.7,27.3,0.0,64,4.7,70.3,25.0,0.0,60,10.0,78.3,11.7,0.0,0,"*","*","*","*",117,7.7,73.5,18.8,0.0,1,"*","*","*","*",4,"*","*","*","*",1,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*"
119355503,"Lackawanna                      ",19,"MID VALLEY SD","Distict total",364,3.0,66.2,30.2,0.5,44,0.0,13.6,84.1,2.3,1,"*","*","*","*",25,0.0,28.0,72.0,0.0,0,"*","*","*","*",124,0.8,54.8,43.5,0.8,187,1.6,63.1,34.2,1.1,177,4.5,69.5,26.0,0.0,1,"*","*","*","*",335,3.3,67.2,29.0,0.6,6,"*","*","*","*",19,0.0,52.6,47.4,0.0,2,"*","*","*","*",2,"*","*","*","*",0,"*","*","*","*"
119356503,"Lackawanna                      ",19,"NORTH POCONO SD",5,238,3.4,59.7,36.6,0.4,50,2.0,28.0,68.0,2.0,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",62,1.6,38.7,58.1,1.6,126,2.4,51.6,45.2,0.8,107,4.7,68.2,27.1,0.0,0,"*","*","*","*",226,3.5,59.3,36.7,0.4,3,"*","*","*","*",2,"*","*","*","*",2,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
119356503,"Lackawanna                      ",19,"NORTH POCONO SD",8,273,4.4,81.3,11.7,2.6,36,0.0,47.2,33.3,19.4,0,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*",57,1.8,68.4,22.8,7.0,125,1.6,78.4,16.0,4.0,146,6.8,84.9,6.8,1.4,0,"*","*","*","*",257,3.9,82.9,10.5,2.7,3,"*","*","*","*",3,"*","*","*","*",5,"*","*","*","*",3,"*","*","*","*",0,"*","*","*","*"
119356503,"Lackawanna                      ",19,"NORTH POCONO SD",11,255,13.7,78.4,7.1,0.8,28,10.7,60.7,25.0,3.6,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",43,9.3,79.1,9.3,2.3,125,11.2,76.0,11.2,1.6,127,15.7,81.1,3.1,0.0,0,"*","*","*","*",244,13.9,78.7,6.6,0.8,3,"*","*","*","*",3,"*","*","*","*",1,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*"
119356503,"Lackawanna                      ",19,"NORTH POCONO SD","Distict total",766,7.2,73.6,17.9,1.3,114,3.5,42.1,46.5,7.9,0,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*",162,3.7,59.9,32.7,3.7,376,5.1,68.6,24.2,2.1,380,9.2,78.9,11.3,0.5,0,"*","*","*","*",727,7.2,74.1,17.3,1.4,9,"*","*","*","*",8,"*","*","*","*",8,"*","*","*","*",4,"*","*","*","*",0,"*","*","*","*"
119356603,"Lackawanna                      ",19,"OLD FORGE SD",5,53,0.0,28.3,71.7,0.0,11,0.0,0.0,100.0,0.0,1,"*","*","*","*",8,"*","*","*","*",0,"*","*","*","*",22,0.0,18.2,81.8,0.0,25,0.0,20.0,80.0,0.0,28,0.0,35.7,64.3,0.0,0,"*","*","*","*",47,0.0,27.7,72.3,0.0,2,"*","*","*","*",4,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
119356603,"Lackawanna                      ",19,"OLD FORGE SD",8,84,1.2,73.8,25.0,0.0,6,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",25,0.0,64.0,36.0,0.0,41,0.0,70.7,29.3,0.0,43,2.3,76.7,20.9,0.0,0,"*","*","*","*",82,1.2,73.2,25.6,0.0,0,"*","*","*","*",2,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
119356603,"Lackawanna                      ",19,"OLD FORGE SD",11,71,4.2,73.2,18.3,4.2,8,"*","*","*","*",0,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*",14,7.1,64.3,21.4,7.1,40,2.5,60.0,32.5,5.0,31,6.5,90.3,0.0,3.2,0,"*","*","*","*",67,4.5,74.6,16.4,4.5,0,"*","*","*","*",2,"*","*","*","*",2,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
119356603,"Lackawanna                      ",19,"OLD FORGE SD","Distict total",208,1.9,62.0,34.6,1.4,25,0.0,4.0,88.0,8.0,1,"*","*","*","*",9,"*","*","*","*",0,"*","*","*","*",61,1.6,47.5,49.2,1.6,106,0.9,54.7,42.5,1.9,102,2.9,69.6,26.5,1.0,0,"*","*","*","*",196,2.0,62.8,33.7,1.5,2,"*","*","*","*",8,"*","*","*","*",2,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
119357003,"Lackawanna                      ",19,"RIVERSIDE  SD",5,110,16.4,64.5,19.1,0.0,19,5.3,47.4,47.4,0.0,1,"*","*","*","*",26,0.0,53.8,46.2,0.0,0,"*","*","*","*",41,14.6,56.1,29.3,0.0,57,8.8,64.9,26.3,0.0,53,24.5,64.2,11.3,0.0,1,"*","*","*","*",105,17.1,64.8,18.1,0.0,1,"*","*","*","*",3,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
119357003,"Lackawanna                      ",19,"RIVERSIDE  SD",8,123,1.6,70.7,24.4,3.3,18,0.0,11.1,72.2,16.7,1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",45,0.0,55.6,35.6,8.9,52,0.0,46.2,46.2,7.7,71,2.8,88.7,8.5,0.0,0,"*","*","*","*",114,1.8,74.6,20.2,3.5,3,"*","*","*","*",4,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
119357003,"Lackawanna                      ",19,"RIVERSIDE  SD",11,110,2.7,89.1,8.2,0.0,12,0.0,58.3,41.7,0.0,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",23,0.0,87.0,13.0,0.0,57,0.0,87.7,12.3,0.0,53,5.7,90.6,3.8,0.0,0,"*","*","*","*",107,2.8,89.7,7.5,0.0,1,"*","*","*","*",1,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
119357003,"Lackawanna                      ",19,"RIVERSIDE  SD","Distict total",343,6.7,74.6,17.5,1.2,49,2.0,36.7,55.1,6.1,2,"*","*","*","*",26,0.0,53.8,46.2,0.0,0,"*","*","*","*",109,5.5,62.4,28.4,3.7,166,3.0,66.9,27.7,2.4,177,10.2,81.9,7.9,0.0,1,"*","*","*","*",326,7.1,76.4,15.3,1.2,5,"*","*","*","*",8,"*","*","*","*",3,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
119357402,"Lackawanna                      ",19,"SCRANTON SD",5,635,0.8,40.2,58.3,0.8,112,0.0,15.2,81.3,3.6,19,0.0,5.3,89.5,5.3,61,0.0,14.8,85.2,0.0,0,"*","*","*","*",392,0.8,33.4,64.5,1.3,312,0.0,37.8,60.9,1.3,320,1.6,42.8,55.3,0.3,18,0.0,5.6,88.9,5.6,444,0.9,43.2,55.4,0.5,76,0.0,39.5,60.5,0.0,96,0.0,27.1,69.8,3.1,14,7.1,50.0,42.9,0.0,0,"*","*","*","*",2,"*","*","*","*"
119357402,"Lackawanna                      ",19,"SCRANTON SD",8,672,1.8,76.9,19.2,2.1,105,0.0,43.8,47.6,8.6,20,0.0,20.0,65.0,15.0,0,"*","*","*","*",2,"*","*","*","*",367,1.1,72.8,23.4,2.7,325,1.2,70.2,25.5,3.1,347,2.3,83.3,13.3,1.2,20,0.0,20.0,65.0,15.0,503,2.0,79.7,17.1,1.2,61,0.0,75.4,21.3,3.3,80,2.5,62.5,30.0,5.0,14,0.0,64.3,28.6,7.1,0,"*","*","*","*",13,0.0,84.6,7.7,7.7
119357402,"Lackawanna                      ",19,"SCRANTON SD",11,681,8.8,83.1,7.2,0.9,87,1.1,78.2,16.1,4.6,0,"*","*","*","*",0,"*","*","*","*",1,"*","*","*","*",312,5.8,82.4,10.6,1.3,341,7.9,83.0,7.3,1.8,339,9.7,83.2,7.1,0.0,0,"*","*","*","*",541,9.8,83.4,5.7,1.1,36,2.8,91.7,5.6,0.0,70,4.3,81.4,14.3,0.0,26,11.5,76.9,11.5,0.0,0,"*","*","*","*",7,"*","*","*","*"
119357402,"Lackawanna                      ",19,"SCRANTON SD","Distict total",1988,3.9,67.3,27.6,1.3,304,0.3,43.1,51.0,5.6,39,0.0,12.8,76.9,10.3,61,0.0,14.8,85.2,0.0,3,"*","*","*","*",1071,2.3,61.2,34.7,1.8,978,3.2,64.3,30.5,2.0,1006,4.6,70.4,24.6,0.5,38,0.0,13.2,76.3,10.5,1488,4.5,70.2,24.4,0.9,173,0.6,63.0,35.3,1.2,246,2.0,54.1,41.1,2.8,54,7.4,66.7,24.1,1.9,0,"*","*","*","*",22,0.0,68.2,27.3,4.5
119358403,"Lackawanna                      ",19,"VALLEY VIEW SD",5,206,1.0,48.5,50.0,0.5,21,0.0,9.5,90.5,0.0,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",54,0.0,35.2,63.0,1.9,100,0.0,36.0,63.0,1.0,106,1.9,60.4,37.7,0.0,0,"*","*","*","*",197,1.0,48.7,49.7,0.5,3,"*","*","*","*",3,"*","*","*","*",3,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
119358403,"Lackawanna                      ",19,"VALLEY VIEW SD",8,204,0.5,70.1,28.4,1.0,28,0.0,35.7,60.7,3.6,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",41,0.0,39.0,58.5,2.4,83,0.0,66.3,31.3,2.4,121,0.8,72.7,26.4,0.0,0,"*","*","*","*",193,0.5,70.5,28.0,1.0,4,"*","*","*","*",6,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
119358403,"Lackawanna                      ",19,"VALLEY VIEW SD",11,209,15.8,78.9,4.8,0.5,27,0.0,77.8,18.5,3.7,0,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*",21,0.0,81.0,19.0,0.0,100,14.0,80.0,5.0,1.0,109,17.4,78.0,4.6,0.0,0,"*","*","*","*",204,15.7,79.4,4.4,0.5,2,"*","*","*","*",3,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
119358403,"Lackawanna                      ",19,"VALLEY VIEW SD","Distict total",619,5.8,65.9,27.6,0.6,76,0.0,43.4,53.9,2.6,0,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*",116,0.0,44.8,53.4,1.7,283,4.9,60.4,33.2,1.4,336,6.5,70.5,22.9,0.0,0,"*","*","*","*",594,5.9,66.3,27.1,0.7,9,"*","*","*","*",12,8.3,75.0,16.7,0.0,3,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
113361303,"Lancaster                       ",13,"COCALICO SD",5,261,2.3,44.1,52.1,1.5,51,0.0,9.8,82.4,7.8,4,"*","*","*","*",19,0.0,15.8,84.2,0.0,0,"*","*","*","*",40,0.0,32.5,65.0,2.5,119,2.5,31.1,63.9,2.5,142,2.1,54.9,42.3,0.7,4,"*","*","*","*",242,2.1,43.4,53.7,0.8,1,"*","*","*","*",5,"*","*","*","*",12,8.3,41.7,41.7,8.3,1,"*","*","*","*",0,"*","*","*","*"
113361303,"Lancaster                       ",13,"COCALICO SD",8,277,6.9,74.0,18.8,0.4,42,0.0,21.4,78.6,0.0,3,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",48,2.1,60.4,35.4,2.1,147,3.4,70.7,25.2,0.7,130,10.8,77.7,11.5,0.0,3,"*","*","*","*",254,7.1,73.6,18.9,0.4,4,"*","*","*","*",9,"*","*","*","*",10,0.0,90.0,10.0,0.0,0,"*","*","*","*",0,"*","*","*","*"
113361303,"Lancaster                       ",13,"COCALICO SD",11,277,23.8,66.1,9.7,0.4,39,0.0,51.3,46.2,2.6,1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",29,31.0,55.2,13.8,0.0,144,14.6,71.5,13.2,0.7,133,33.8,60.2,6.0,0.0,1,"*","*","*","*",263,25.1,65.8,8.7,0.4,2,"*","*","*","*",5,"*","*","*","*",7,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
113361303,"Lancaster                       ",13,"COCALICO SD","Distict total",815,11.2,61.7,26.4,0.7,132,0.0,25.8,70.5,3.8,8,"*","*","*","*",19,0.0,15.8,84.2,0.0,0,"*","*","*","*",117,8.5,49.6,40.2,1.7,410,7.1,59.5,32.2,1.2,405,15.3,64.0,20.5,0.2,8,"*","*","*","*",759,11.7,61.3,26.5,0.5,7,"*","*","*","*",19,0.0,68.4,26.3,5.3,29,3.4,69.0,24.1,3.4,1,"*","*","*","*",0,"*","*","*","*"
113361503,"Lancaster                       ",13,"COLUMBIA BOROUGH SD",5,99,2.0,64.6,29.3,4.0,22,0.0,27.3,54.5,18.2,3,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*",53,1.9,60.4,32.1,5.7,52,1.9,46.2,44.2,7.7,47,2.1,85.1,12.8,0.0,3,"*","*","*","*",75,0.0,69.3,28.0,2.7,8,"*","*","*","*",14,7.1,50.0,35.7,7.1,2,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
113361503,"Lancaster                       ",13,"COLUMBIA BOROUGH SD",8,93,0.0,48.4,49.5,2.2,22,0.0,22.7,68.2,9.1,3,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",38,0.0,39.5,57.9,2.6,49,0.0,38.8,57.1,4.1,44,0.0,59.1,40.9,0.0,0,"*","*","*","*",73,0.0,47.9,50.7,1.4,11,0.0,54.5,45.5,0.0,7,"*","*","*","*",2,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
113361503,"Lancaster                       ",13,"COLUMBIA BOROUGH SD",11,103,9.7,68.9,18.4,2.9,15,0.0,33.3,60.0,6.7,2,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",37,2.7,70.3,21.6,5.4,47,6.4,68.1,19.1,6.4,56,12.5,69.6,17.9,0.0,0,"*","*","*","*",82,12.2,65.9,18.3,3.7,9,"*","*","*","*",11,0.0,72.7,27.3,0.0,0,"*","*","*","*",0,"*","*","*","*",1,"*","*","*","*"
113361503,"Lancaster                       ",13,"COLUMBIA BOROUGH SD","Distict total",295,4.1,61.0,31.9,3.1,59,0.0,27.1,61.0,11.9,8,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*",128,1.6,57.0,36.7,4.7,148,2.7,50.7,40.5,6.1,147,5.4,71.4,23.1,0.0,3,"*","*","*","*",230,4.3,61.3,31.7,2.6,28,0.0,64.3,32.1,3.6,32,3.1,56.3,34.4,6.3,4,"*","*","*","*",0,"*","*","*","*",1,"*","*","*","*"
113361703,"Lancaster                       ",13,"CONESTOGA VALLEY SD",5,280,2.5,61.1,35.7,0.7,32,0.0,18.8,75.0,6.3,8,"*","*","*","*",71,0.0,26.8,70.4,2.8,0,"*","*","*","*",67,0.0,50.7,47.8,1.5,154,1.9,50.0,46.8,1.3,125,3.2,75.2,21.6,0.0,8,"*","*","*","*",229,3.1,63.3,32.8,0.9,12,0.0,75.0,25.0,0.0,19,0.0,47.4,52.6,0.0,19,0.0,42.1,57.9,0.0,0,"*","*","*","*",0,"*","*","*","*"
