"The 2008 PSSA Writing District Level Proficiency Results by Grade and District Total (Full Academic Year)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Groups that have less than 10 students assessed are noted by an asterisk (*). Performance level totals may not add up to 100 due to rounding. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"District total may include data from those grades that are represented by an asterisk.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AUN","County","IU Number","District Name","Grade","Number Scored Writing","% Advanced","% Proficient","% Basic","% Below Basic","Number Scored Writing                IEP","% Advanced IEP","% Proficient IEP","% Basic              IEP","% Below Basic             IEP","Number Scored Writing                ELL","% Advanced ELL","% Proficient ELL","% Basic             ELL","% Below Basic              ELL","Number Scored Writing Title I","% Advanced Title I","% Proficient Title I","% Basic             Title I","% Below Basic            Title I","Number Scored Writing Migrant","% Advanced Migrant","% Proficient Migrant","% Basic Migrant","% Below Basic Migrant","Number Scored Writing Econ. Disadv.","% Advanced Econ. Disadv.","% Proficient Econ. Disadv.","% Basic Econ. Disadv.","% Below Basic Econ. Disadv.","Number Scored Writing Male","% Advanced Male","% Proficient Male","% Basic              Male","% Below Basic             Male","Number Scored Writing Female","% Advanced Female","% Proficient Female","% Basic Female","% Below Basic Female","Number Scored Writing Title III","% Advanced Title III","% Proficient Title III","% Basic                 Title III","% Below Basic             Title III","Number Scored Writing  White","% Advanced  White","% Proficient  White","% Basic  White","% Below Basic  White","Number Scored Writing  Black","% Advanced  Black","% Proficient  Black","% Basic  Black","% Below Basic  Black","Number Scored Writing  Hispanic","% Advanced  Hispanic","% Proficient  Hispanic","% Basic  Hispanic","% Below Basic  Hispanic","Number Scored Writing  Asian","% Advanced  Asian","% Proficient  Asian","% Basic Asian","% Below Basic  Asian","Number Scored Writing  Native American","% Advanced  Native American","% Proficient  Native American","% Basic  Native American","% Below Basic  Native American","Number Scored Writing  Multi-ethnic","% Advanced  Multi-ethnic","% Proficient  Multi-ethnic","% Basic  Multi-ethnic","% Below Basic      Multi-ethnic"
110141003,"Centre                          ",10,"BALD EAGLE AREA SD","Distict total",408,7.4,76.7,15.2,0.7,51,2.0,35.3,56.9,5.9,0,"*","*","*","*",13,0.0,76.9,23.1,0.0,0,"*","*","*","*",128,5.5,71.9,21.9,0.8,216,3.7,76.9,18.5,0.9,192,11.5,76.6,11.5,0.5,0,"*","*","*","*",401,7.5,76.6,15.2,0.7,2,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*",4,"*","*","*","*",0,"*","*","*","*"
110141103,"Centre                          ",10,"BELLEFONTE AREA SD",5,194,8.2,61.3,29.9,0.5,34,0.0,23.5,73.5,2.9,0,"*","*","*","*",32,0.0,59.4,40.6,0.0,0,"*","*","*","*",64,1.6,51.6,45.3,1.6,103,5.8,58.3,35.0,1.0,91,11.0,64.8,24.2,0.0,0,"*","*","*","*",185,8.1,61.1,30.3,0.5,4,"*","*","*","*",1,"*","*","*","*",3,"*","*","*","*",0,"*","*","*","*",1,"*","*","*","*"
110141103,"Centre                          ",10,"BELLEFONTE AREA SD",8,215,0.9,64.7,32.1,2.3,34,0.0,17.6,70.6,11.8,2,"*","*","*","*",7,"*","*","*","*",0,"*","*","*","*",50,0.0,48.0,50.0,2.0,109,0.0,49.5,47.7,2.8,106,1.9,80.2,16.0,1.9,1,"*","*","*","*",209,1.0,64.6,32.1,2.4,4,"*","*","*","*",0,"*","*","*","*",2,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
110141103,"Centre                          ",10,"BELLEFONTE AREA SD",11,243,13.2,77.0,9.1,0.8,39,0.0,53.8,41.0,5.1,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",63,7.9,71.4,19.0,1.6,122,8.2,77.9,13.1,0.8,121,18.2,76.0,5.0,0.8,0,"*","*","*","*",238,13.4,76.5,9.2,0.8,5,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
110141103,"Centre                          ",10,"BELLEFONTE AREA SD","Distict total",652,7.7,68.3,22.9,1.2,107,0.0,32.7,60.7,6.5,2,"*","*","*","*",39,0.0,53.8,46.2,0.0,0,"*","*","*","*",177,3.4,57.6,37.3,1.7,334,4.8,62.6,31.1,1.5,318,10.7,74.2,14.2,0.9,1,"*","*","*","*",632,7.8,68.0,22.9,1.3,13,0.0,76.9,23.1,0.0,1,"*","*","*","*",5,"*","*","*","*",0,"*","*","*","*",1,"*","*","*","*"
110147003,"Centre                          ",10,"PENNS VALLEY AREA SD",5,107,1.9,39.3,58.9,0.0,15,0.0,6.7,93.3,0.0,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",21,0.0,23.8,76.2,0.0,57,0.0,26.3,73.7,0.0,50,4.0,54.0,42.0,0.0,0,"*","*","*","*",106,1.9,39.6,58.5,0.0,0,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
110147003,"Centre                          ",10,"PENNS VALLEY AREA SD",8,105,0.0,60.0,37.1,2.9,20,0.0,25.0,65.0,10.0,0,"*","*","*","*",43,0.0,41.9,55.8,2.3,0,"*","*","*","*",17,0.0,47.1,47.1,5.9,53,0.0,43.4,50.9,5.7,52,0.0,76.9,23.1,0.0,0,"*","*","*","*",103,0.0,60.2,36.9,2.9,1,"*","*","*","*",0,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
110147003,"Centre                          ",10,"PENNS VALLEY AREA SD",11,126,5.6,69.8,22.2,2.4,26,3.8,34.6,50.0,11.5,1,"*","*","*","*",31,0.0,45.2,45.2,9.7,0,"*","*","*","*",23,0.0,47.8,47.8,4.3,62,3.2,59.7,33.9,3.2,64,7.8,79.7,10.9,1.6,1,"*","*","*","*",124,5.6,69.4,22.6,2.4,0,"*","*","*","*",0,"*","*","*","*",2,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
110147003,"Centre                          ",10,"PENNS VALLEY AREA SD","Distict total",338,2.7,57.1,38.5,1.8,61,1.6,24.6,65.6,8.2,1,"*","*","*","*",74,0.0,43.2,51.4,5.4,0,"*","*","*","*",61,0.0,39.3,57.4,3.3,172,1.2,43.6,52.3,2.9,166,4.2,71.1,24.1,0.6,1,"*","*","*","*",333,2.7,57.1,38.4,1.8,1,"*","*","*","*",1,"*","*","*","*",3,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
110148002,"Centre                          ",10,"STATE COLLEGE AREA SD",5,475,9.7,69.7,19.4,1.3,85,2.4,45.9,44.7,7.1,7,"*","*","*","*",38,0.0,55.3,44.7,0.0,0,"*","*","*","*",78,3.8,56.4,38.5,1.3,245,7.3,64.1,26.5,2.0,230,12.2,75.7,11.7,0.4,7,"*","*","*","*",406,8.4,73.2,17.2,1.2,18,5.6,44.4,50.0,0.0,17,11.8,58.8,29.4,0.0,24,29.2,50.0,20.8,0.0,3,"*","*","*","*",7,"*","*","*","*"
110148002,"Centre                          ",10,"STATE COLLEGE AREA SD",8,532,2.8,83.5,13.0,0.8,69,0.0,53.6,40.6,5.8,5,"*","*","*","*",0,"*","*","*","*",1,"*","*","*","*",67,0.0,67.2,29.9,3.0,260,2.3,79.6,17.3,0.8,272,3.3,87.1,8.8,0.7,5,"*","*","*","*",477,2.7,84.1,12.6,0.6,11,0.0,81.8,18.2,0.0,17,5.9,82.4,11.8,0.0,22,4.5,77.3,18.2,0.0,2,"*","*","*","*",3,"*","*","*","*"
110148002,"Centre                          ",10,"STATE COLLEGE AREA SD",11,610,24.6,68.5,6.6,0.3,68,4.4,67.6,25.0,2.9,7,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",83,8.4,72.3,18.1,1.2,316,20.6,69.3,9.8,0.3,294,28.9,67.7,3.1,0.3,7,"*","*","*","*",527,24.9,68.9,6.1,0.2,22,4.5,72.7,18.2,4.5,18,16.7,72.2,11.1,0.0,35,40.0,54.3,5.7,0.0,3,"*","*","*","*",5,"*","*","*","*"
110148002,"Centre                          ",10,"STATE COLLEGE AREA SD","Distict total",1617,13.0,73.8,12.4,0.7,222,2.3,55.0,37.4,5.4,19,5.3,42.1,52.6,0.0,38,0.0,55.3,44.7,0.0,1,"*","*","*","*",228,4.4,65.4,28.5,1.8,821,10.8,71.0,17.2,1.0,796,15.3,76.6,7.5,0.5,19,5.3,42.1,52.6,0.0,1410,12.6,75.2,11.5,0.6,51,3.9,64.7,29.4,2.0,52,11.5,71.2,17.3,0.0,81,27.2,59.3,13.6,0.0,8,"*","*","*","*",15,13.3,73.3,6.7,6.7
124150503,"Chester                         ",24,"AVON GROVE SD",5,387,9.3,59.7,30.5,0.5,53,0.0,22.6,73.6,3.8,14,0.0,7.1,92.9,0.0,1,"*","*","*","*",0,"*","*","*","*",58,5.2,34.5,60.3,0.0,191,3.1,57.6,38.2,1.0,196,15.3,61.7,23.0,0.0,14,0.0,7.1,92.9,0.0,314,10.8,63.7,25.5,0.0,13,0.0,69.2,30.8,0.0,53,1.9,32.1,62.3,3.8,7,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
124150503,"Chester                         ",24,"AVON GROVE SD",8,435,3.0,72.4,22.1,2.5,54,0.0,13.0,68.5,18.5,12,0.0,0.0,75.0,25.0,1,"*","*","*","*",0,"*","*","*","*",54,0.0,42.6,50.0,7.4,222,1.4,61.7,32.0,5.0,213,4.7,83.6,11.7,0.0,11,0.0,0.0,81.8,18.2,362,3.3,77.9,17.7,1.1,10,0.0,70.0,30.0,0.0,59,1.7,37.3,49.2,11.9,4,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
124150503,"Chester                         ",24,"AVON GROVE SD",11,391,9.2,72.6,15.9,2.3,51,0.0,43.1,47.1,9.8,5,"*","*","*","*",2,"*","*","*","*",0,"*","*","*","*",37,5.4,40.5,43.2,10.8,200,6.0,67.5,23.0,3.5,191,12.6,78.0,8.4,1.0,5,"*","*","*","*",330,10.3,74.8,13.0,1.8,15,6.7,73.3,20.0,0.0,45,0.0,57.8,35.6,6.7,1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
124150503,"Chester                         ",24,"AVON GROVE SD","Distict total",1213,7.0,68.4,22.8,1.8,158,0.0,25.9,63.3,10.8,31,0.0,3.2,80.6,16.1,4,"*","*","*","*",0,"*","*","*","*",149,3.4,38.9,52.3,5.4,613,3.4,62.3,31.0,3.3,600,10.7,74.7,14.3,0.3,30,0.0,3.3,83.3,13.3,1006,8.0,72.5,18.6,1.0,38,2.6,71.1,26.3,0.0,157,1.3,41.4,49.7,7.6,12,16.7,75.0,8.3,0.0,0,"*","*","*","*",0,"*","*","*","*"
124151902,"Chester                         ",24,"COATESVILLE AREA SD",5,445,3.6,47.0,48.3,1.1,64,0.0,10.9,82.8,6.3,11,0.0,9.1,90.9,0.0,68,0.0,13.2,82.4,4.4,0,"*","*","*","*",158,1.3,34.2,61.4,3.2,227,1.8,37.4,58.6,2.2,218,5.5,56.9,37.6,0.0,10,0.0,10.0,90.0,0.0,247,5.3,55.1,38.9,0.8,145,1.4,33.1,64.1,1.4,45,0.0,40.0,57.8,2.2,7,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*"
124151902,"Chester                         ",24,"COATESVILLE AREA SD",8,508,1.0,55.1,40.2,3.7,81,0.0,19.8,63.0,17.3,16,0.0,25.0,68.8,6.3,59,0.0,30.5,54.2,15.3,0,"*","*","*","*",183,0.5,42.6,52.5,4.4,258,0.4,48.8,45.0,5.8,250,1.6,61.6,35.2,1.6,16,0.0,25.0,68.8,6.3,258,0.8,64.0,32.6,2.7,197,1.0,47.2,46.7,5.1,47,0.0,38.3,57.4,4.3,4,"*","*","*","*",1,"*","*","*","*",1,"*","*","*","*"
124151902,"Chester                         ",24,"COATESVILLE AREA SD",11,459,6.8,66.4,23.7,3.1,74,0.0,29.7,58.1,12.2,6,"*","*","*","*",11,0.0,9.1,63.6,27.3,0,"*","*","*","*",102,1.0,57.8,35.3,5.9,242,5.0,61.6,28.5,5.0,217,8.8,71.9,18.4,0.9,6,"*","*","*","*",290,10.3,68.3,20.0,1.4,129,0.8,58.9,33.3,7.0,27,0.0,70.4,29.6,0.0,11,0.0,100.0,0.0,0.0,2,"*","*","*","*",0,"*","*","*","*"
124151902,"Chester                         ",24,"COATESVILLE AREA SD","Distict total",1412,3.7,56.2,37.4,2.7,219,0.0,20.5,67.1,12.3,33,0.0,30.3,66.7,3.0,138,0.0,20.3,68.8,10.9,0,"*","*","*","*",443,0.9,43.1,51.7,4.3,727,2.3,49.5,43.7,4.4,685,5.1,63.4,30.7,0.9,32,0.0,31.3,65.6,3.1,795,5.7,62.8,29.9,1.6,471,1.1,46.1,48.4,4.5,119,0.0,46.2,51.3,2.5,22,9.1,90.9,0.0,0.0,4,"*","*","*","*",1,"*","*","*","*"
124152003,"Chester                         ",24,"DOWNINGTOWN AREA SD",5,859,7.1,70.2,22.1,0.6,125,0.8,33.6,61.6,4.0,5,"*","*","*","*",3,"*","*","*","*",0,"*","*","*","*",34,0.0,47.1,50.0,2.9,447,3.8,66.7,28.4,1.1,412,10.7,74.0,15.3,0.0,5,"*","*","*","*",752,6.6,71.8,21.1,0.4,28,0.0,46.4,53.6,0.0,18,0.0,61.1,33.3,5.6,59,18.6,66.1,15.3,0.0,0,"*","*","*","*",2,"*","*","*","*"
124152003,"Chester                         ",24,"DOWNINGTOWN AREA SD",8,860,5.9,82.1,11.3,0.7,125,0.0,64.0,32.0,4.0,5,"*","*","*","*",4,"*","*","*","*",0,"*","*","*","*",30,0.0,73.3,26.7,0.0,484,4.5,78.7,15.5,1.2,376,7.7,86.4,5.9,0.0,5,"*","*","*","*",775,5.4,83.5,10.5,0.6,25,4.0,60.0,32.0,4.0,13,0.0,53.8,46.2,0.0,47,17.0,78.7,4.3,0.0,0,"*","*","*","*",0,"*","*","*","*"
124152003,"Chester                         ",24,"DOWNINGTOWN AREA SD",11,916,23.4,69.8,6.7,0.2,143,4.2,71.3,23.1,1.4,4,"*","*","*","*",7,"*","*","*","*",0,"*","*","*","*",26,11.5,80.8,7.7,0.0,468,18.8,72.4,8.5,0.2,448,28.1,67.0,4.7,0.2,4,"*","*","*","*",843,23.7,70.1,6.0,0.1,35,11.4,65.7,20.0,2.9,9,"*","*","*","*",27,37.0,59.3,3.7,0.0,0,"*","*","*","*",2,"*","*","*","*"
124152003,"Chester                         ",24,"DOWNINGTOWN AREA SD","Distict total",2635,12.4,73.9,13.2,0.5,393,1.8,57.0,38.2,3.1,14,0.0,57.1,42.9,0.0,14,0.0,28.6,64.3,7.1,0,"*","*","*","*",90,3.3,65.6,30.0,1.1,1399,9.1,72.8,17.3,0.9,1236,16.1,75.2,8.6,0.1,14,0.0,57.1,42.9,0.0,2370,12.3,75.0,12.3,0.4,88,5.7,58.0,34.1,2.3,40,0.0,65.0,32.5,2.5,133,21.8,69.2,9.0,0.0,0,"*","*","*","*",4,"*","*","*","*"
124153503,"Chester                         ",24,"GREAT VALLEY SD",5,320,16.3,68.8,14.7,0.3,44,4.5,59.1,36.4,0.0,5,"*","*","*","*",45,4.4,55.6,37.8,2.2,0,"*","*","*","*",16,12.5,62.5,25.0,0.0,164,9.1,72.6,18.3,0.0,156,23.7,64.7,10.9,0.6,5,"*","*","*","*",274,17.2,70.1,12.4,0.4,11,0.0,36.4,63.6,0.0,7,"*","*","*","*",27,18.5,74.1,7.4,0.0,1,"*","*","*","*",0,"*","*","*","*"
124153503,"Chester                         ",24,"GREAT VALLEY SD",8,299,7.4,87.0,4.7,1.0,46,0.0,78.3,17.4,4.3,5,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",17,5.9,64.7,23.5,5.9,147,4.8,87.1,6.8,1.4,152,9.9,86.8,2.6,0.7,5,"*","*","*","*",267,6.7,88.0,4.5,0.7,9,"*","*","*","*",7,"*","*","*","*",16,12.5,81.3,0.0,6.3,0,"*","*","*","*",0,"*","*","*","*"
124153503,"Chester                         ",24,"GREAT VALLEY SD",11,316,42.4,55.4,1.3,0.9,60,10.0,80.0,5.0,5.0,3,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*",10,30.0,60.0,10.0,0.0,165,37.0,59.4,1.8,1.8,151,48.3,51.0,0.7,0.0,3,"*","*","*","*",285,43.2,54.7,1.1,1.1,8,"*","*","*","*",5,"*","*","*","*",17,47.1,47.1,5.9,0.0,0,"*","*","*","*",0,"*","*","*","*"
124153503,"Chester                         ",24,"GREAT VALLEY SD","Distict total",935,22.2,70.1,7.0,0.7,150,5.3,73.3,18.0,3.3,13,0.0,46.2,38.5,15.4,46,4.3,56.5,37.0,2.2,0,"*","*","*","*",43,14.0,62.8,20.9,2.3,476,17.4,72.5,9.0,1.1,459,27.2,67.5,4.8,0.4,13,0.0,46.2,38.5,15.4,826,22.8,70.6,5.9,0.7,28,10.7,60.7,28.6,0.0,19,10.5,68.4,21.1,0.0,60,25.0,68.3,5.0,1.7,1,"*","*","*","*",0,"*","*","*","*"
124154003,"Chester                         ",24,"KENNETT CONSOLIDATED SD",5,277,13.0,64.3,22.4,0.4,50,4.0,38.0,56.0,2.0,0,"*","*","*","*",52,5.8,59.6,32.7,1.9,5,"*","*","*","*",84,2.4,57.1,39.3,1.2,137,5.8,64.2,29.2,0.7,140,20.0,64.3,15.7,0.0,0,"*","*","*","*",147,19.0,68.7,12.2,0.0,21,0.0,57.1,42.9,0.0,97,1.0,61.9,36.1,1.0,12,58.3,41.7,0.0,0.0,0,"*","*","*","*",0,"*","*","*","*"
124154003,"Chester                         ",24,"KENNETT CONSOLIDATED SD",8,281,4.6,77.9,17.1,0.4,38,0.0,52.6,47.4,0.0,0,"*","*","*","*",6,"*","*","*","*",3,"*","*","*","*",69,0.0,62.3,37.7,0.0,144,2.1,73.6,23.6,0.7,137,7.3,82.5,10.2,0.0,0,"*","*","*","*",189,5.3,85.2,9.5,0.0,9,"*","*","*","*",74,0.0,62.2,36.5,1.4,9,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
124154003,"Chester                         ",24,"KENNETT CONSOLIDATED SD",11,233,24.0,70.4,5.2,0.4,30,3.3,66.7,26.7,3.3,0,"*","*","*","*",2,"*","*","*","*",0,"*","*","*","*",36,8.3,80.6,11.1,0.0,100,20.0,69.0,10.0,1.0,128,28.1,70.3,1.6,0.0,0,"*","*","*","*",157,32.5,64.3,3.2,0.0,10,10.0,70.0,10.0,10.0,57,3.5,86.0,10.5,0.0,4,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
124154003,"Chester                         ",24,"KENNETT CONSOLIDATED SD","Distict total",791,13.3,70.9,15.4,0.4,118,2.5,50.0,45.8,1.7,0,"*","*","*","*",60,5.0,56.7,36.7,1.7,8,"*","*","*","*",189,2.6,63.5,33.3,0.5,381,8.1,69.0,22.0,0.8,405,18.3,72.3,9.4,0.0,0,"*","*","*","*",493,18.1,73.6,8.3,0.0,40,2.5,62.5,32.5,2.5,228,1.3,68.0,29.8,0.9,25,48.0,52.0,0.0,0.0,0,"*","*","*","*",0,"*","*","*","*"
124156503,"Chester                         ",24,"OCTORARA AREA SD",5,195,2.6,47.2,50.3,0.0,31,0.0,9.7,90.3,0.0,2,"*","*","*","*",68,0.0,22.1,77.9,0.0,0,"*","*","*","*",39,0.0,35.9,64.1,0.0,91,0.0,39.6,60.4,0.0,104,4.8,53.8,41.3,0.0,0,"*","*","*","*",168,3.0,50.0,47.0,0.0,12,0.0,16.7,83.3,0.0,14,0.0,42.9,57.1,0.0,1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
124156503,"Chester                         ",24,"OCTORARA AREA SD",8,216,0.9,70.8,27.3,0.9,46,0.0,21.7,76.1,2.2,2,"*","*","*","*",48,0.0,27.1,70.8,2.1,0,"*","*","*","*",45,0.0,60.0,37.8,2.2,121,0.0,65.3,33.9,0.8,95,2.1,77.9,18.9,1.1,1,"*","*","*","*",175,1.1,72.0,25.7,1.1,24,0.0,58.3,41.7,0.0,17,0.0,76.5,23.5,0.0,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
124156503,"Chester                         ",24,"OCTORARA AREA SD",11,218,5.5,69.7,23.4,1.4,36,0.0,38.9,58.3,2.8,0,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*",27,0.0,59.3,37.0,3.7,102,5.9,59.8,32.4,2.0,116,5.2,78.4,15.5,0.9,0,"*","*","*","*",194,5.7,71.1,21.6,1.5,10,0.0,50.0,50.0,0.0,13,0.0,69.2,30.8,0.0,1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
124156503,"Chester                         ",24,"OCTORARA AREA SD","Distict total",629,3.0,63.1,33.1,0.8,113,0.0,23.9,74.3,1.8,4,"*","*","*","*",117,0.0,23.9,75.2,0.9,0,"*","*","*","*",111,0.0,51.4,46.8,1.8,314,1.9,56.1,41.1,1.0,315,4.1,70.2,25.1,0.6,1,"*","*","*","*",537,3.4,64.8,30.9,0.9,46,0.0,45.7,54.3,0.0,44,0.0,63.6,36.4,0.0,2,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
124156603,"Chester                         ",24,"OWEN J ROBERTS SD",5,350,6.3,70.6,22.6,0.6,55,0.0,34.5,61.8,3.6,1,"*","*","*","*",29,0.0,37.9,58.6,3.4,0,"*","*","*","*",26,0.0,50.0,50.0,0.0,180,1.7,72.2,25.0,1.1,170,11.2,68.8,20.0,0.0,0,"*","*","*","*",341,6.5,71.0,22.0,0.6,5,"*","*","*","*",1,"*","*","*","*",3,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
124156603,"Chester                         ",24,"OWEN J ROBERTS SD",8,363,2.2,80.7,16.8,0.3,74,1.4,63.5,33.8,1.4,0,"*","*","*","*",12,0.0,75.0,25.0,0.0,0,"*","*","*","*",44,0.0,65.9,34.1,0.0,184,0.5,78.3,20.7,0.5,175,4.0,84.0,12.0,0.0,0,"*","*","*","*",346,2.3,81.5,15.9,0.3,8,"*","*","*","*",2,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*",2,"*","*","*","*"
124156603,"Chester                         ",24,"OWEN J ROBERTS SD",11,291,23.0,67.7,8.9,0.3,55,1.8,63.6,32.7,1.8,1,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*",13,7.7,61.5,23.1,7.7,152,11.8,73.7,13.8,0.7,138,35.5,60.9,3.6,0.0,0,"*","*","*","*",277,23.8,67.5,8.7,0.0,9,"*","*","*","*",3,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",1,"*","*","*","*"
124156603,"Chester                         ",24,"OWEN J ROBERTS SD","Distict total",1004,9.7,73.4,16.5,0.4,184,1.1,54.9,41.8,2.2,2,"*","*","*","*",42,0.0,50.0,47.6,2.4,0,"*","*","*","*",83,1.2,60.2,37.3,1.2,516,4.3,74.8,20.2,0.8,483,15.5,72.0,12.4,0.0,0,"*","*","*","*",964,10.0,73.8,16.0,0.3,22,4.5,68.2,27.3,0.0,6,"*","*","*","*",4,"*","*","*","*",0,"*","*","*","*",3,"*","*","*","*"
124156703,"Chester                         ",24,"OXFORD AREA SD",5,241,7.5,58.1,32.4,2.1,51,2.0,29.4,62.7,5.9,5,"*","*","*","*",30,0.0,33.3,63.3,3.3,0,"*","*","*","*",64,1.6,40.6,53.1,4.7,111,5.4,50.5,40.5,3.6,130,9.2,64.6,25.4,0.8,5,"*","*","*","*",198,9.1,60.1,29.8,1.0,7,"*","*","*","*",34,0.0,47.1,47.1,5.9,2,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
124156703,"Chester                         ",24,"OXFORD AREA SD",8,277,2.9,71.5,23.8,1.8,51,0.0,25.5,64.7,9.8,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",82,1.2,54.9,41.5,2.4,145,2.1,62.8,32.4,2.8,132,3.8,81.1,14.4,0.8,0,"*","*","*","*",216,3.7,75.9,19.0,1.4,18,0.0,50.0,44.4,5.6,43,0.0,58.1,39.5,2.3,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
124156703,"Chester                         ",24,"OXFORD AREA SD",11,267,14.6,70.4,13.9,1.1,42,4.8,42.9,45.2,7.1,4,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",53,7.5,64.2,24.5,3.8,138,12.3,68.1,17.4,2.2,129,17.1,72.9,10.1,0.0,4,"*","*","*","*",217,16.1,71.4,11.5,0.9,13,15.4,69.2,7.7,7.7,35,5.7,68.6,25.7,0.0,1,"*","*","*","*",0,"*","*","*","*",1,"*","*","*","*"
124156703,"Chester                         ",24,"OXFORD AREA SD","Distict total",785,8.3,67.0,23.1,1.7,144,2.1,31.9,58.3,7.6,9,"*","*","*","*",30,0.0,33.3,63.3,3.3,0,"*","*","*","*",199,3.0,52.8,40.7,3.5,394,6.6,61.2,29.4,2.8,391,10.0,72.9,16.6,0.5,9,"*","*","*","*",631,9.7,69.4,19.8,1.1,38,5.3,57.9,28.9,7.9,112,1.8,58.0,37.5,2.7,3,"*","*","*","*",0,"*","*","*","*",1,"*","*","*","*"
124157203,"Chester                         ",24,"PHOENIXVILLE AREA SD",5,266,7.9,62.8,29.3,0.0,42,2.4,23.8,73.8,0.0,6,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",55,3.6,47.3,49.1,0.0,138,5.1,59.4,35.5,0.0,128,10.9,66.4,22.7,0.0,6,"*","*","*","*",221,8.1,66.1,25.8,0.0,21,0.0,57.1,42.9,0.0,12,16.7,25.0,58.3,0.0,12,8.3,50.0,41.7,0.0,0,"*","*","*","*",0,"*","*","*","*"
124157203,"Chester                         ",24,"PHOENIXVILLE AREA SD",8,253,2.8,84.2,11.9,1.2,43,0.0,60.5,32.6,7.0,7,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",35,2.9,57.1,37.1,2.9,143,0.0,81.8,16.1,2.1,110,6.4,87.3,6.4,0.0,4,"*","*","*","*",209,2.9,88.0,7.7,1.4,28,0.0,67.9,32.1,0.0,13,0.0,61.5,38.5,0.0,3,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
124157203,"Chester                         ",24,"PHOENIXVILLE AREA SD",11,224,17.0,77.2,5.4,0.4,30,3.3,83.3,10.0,3.3,6,"*","*","*","*",2,"*","*","*","*",0,"*","*","*","*",25,4.0,88.0,4.0,4.0,120,8.3,82.5,8.3,0.8,104,26.9,71.2,1.9,0.0,1,"*","*","*","*",190,19.5,75.3,4.7,0.5,21,4.8,85.7,9.5,0.0,9,"*","*","*","*",4,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
124157203,"Chester                         ",24,"PHOENIXVILLE AREA SD","Distict total",743,8.9,74.4,16.2,0.5,115,1.7,53.0,41.7,3.5,19,0.0,42.1,57.9,0.0,2,"*","*","*","*",0,"*","*","*","*",115,3.5,59.1,35.7,1.7,401,4.2,74.3,20.4,1.0,342,14.3,74.6,11.1,0.0,11,0.0,9.1,90.9,0.0,620,9.8,76.3,13.2,0.6,70,1.4,70.0,28.6,0.0,34,5.9,58.8,35.3,0.0,19,10.5,57.9,31.6,0.0,0,"*","*","*","*",0,"*","*","*","*"
