"The 2006 District PSSA Writing Scores: % Students at Each Performance Level (Full Academic Year)",,,,,,,,,
"Performance level totals may not add up to 100 due to rounding.",,,,,,,,,
,,,,,,,,,
"AUN","County","IU","District Name","Grade","Number of students","%Advanced Writing","%Proficient Writing","%Basic Writing","%Below Basic Writing"
123468402,"MONTGOMERY",23,"UPPER MERION AREA SD",5,234,1.7,56.4,41.9,0.0
123468402,"MONTGOMERY",23,"UPPER MERION AREA SD",8,265,8.3,62.6,27.9,1.1
123468402,"MONTGOMERY",23,"UPPER MERION AREA SD",11,262,19.1,74.4,6.1,0.4
123468503,"MONTGOMERY",23,"UPPER MORELAND TOWNSHIP SD",5,231,5.6,78.4,16.0,0.0
123468503,"MONTGOMERY",23,"UPPER MORELAND TOWNSHIP SD",8,242,2.9,70.7,26.4,0.0
123468503,"MONTGOMERY",23,"UPPER MORELAND TOWNSHIP SD",11,278,6.8,73.0,19.4,0.7
123468603,"MONTGOMERY",23,"UPPER PERKIOMEN SD",5,255,2.7,61.6,35.3,0.4
123468603,"MONTGOMERY",23,"UPPER PERKIOMEN SD",8,240,10.0,70.8,18.3,0.8
123468603,"MONTGOMERY",23,"UPPER PERKIOMEN SD",11,185,17.8,75.1,5.9,1.1
123469303,"MONTGOMERY",23,"WISSAHICKON SD",5,341,4.1,65.4,30.5,0.0
123469303,"MONTGOMERY",23,"WISSAHICKON SD",8,368,9.8,73.1,16.3,0.8
123469303,"MONTGOMERY",23,"WISSAHICKON SD",11,355,22.3,71.3,6.5,0.0
116471803,"MONTOUR",16,"DANVILLE AREA SD",5,164,4.9,65.9,29.3,0.0
116471803,"MONTOUR",16,"DANVILLE AREA SD",8,231,7.8,70.6,18.2,3.5
116471803,"MONTOUR",16,"DANVILLE AREA SD",11,192,29.2,62.5,6.8,1.6
120480803,"NORTHAMPTON",20,"BANGOR AREA SD",5,269,1.5,43.9,54.6,0.0
120480803,"NORTHAMPTON",20,"BANGOR AREA SD",8,300,2.3,53.7,40.7,3.3
120480803,"NORTHAMPTON",20,"BANGOR AREA SD",11,259,6.9,73.0,18.5,1.5
120481002,"NORTHAMPTON",20,"BETHLEHEM AREA SD",5,"1,051",2.3,55.9,41.4,0.5
120481002,"NORTHAMPTON",20,"BETHLEHEM AREA SD",8,"1,262",6.1,66.0,25.6,2.3
120481002,"NORTHAMPTON",20,"BETHLEHEM AREA SD",11,"1,031",11.0,67.1,19.8,2.1
120483302,"NORTHAMPTON",20,"EASTON AREA SD",5,588,0.7,70.2,28.9,0.2
120483302,"NORTHAMPTON",20,"EASTON AREA SD",8,679,5.3,62.2,28.1,4.4
120483302,"NORTHAMPTON",20,"EASTON AREA SD",11,594,13.6,71.2,14.0,1.2
120484803,"NORTHAMPTON",20,"NAZARETH AREA SD",5,310,4.8,75.2,19.7,0.3
120484803,"NORTHAMPTON",20,"NAZARETH AREA SD",8,383,6.0,67.9,24.8,1.3
120484803,"NORTHAMPTON",20,"NAZARETH AREA SD",11,380,14.7,76.6,7.4,1.3
120484903,"NORTHAMPTON",20,"NORTHAMPTON AREA SD",5,442,1.8,62.9,34.6,0.7
120484903,"NORTHAMPTON",20,"NORTHAMPTON AREA SD",8,447,3.8,50.6,40.9,4.7
120484903,"NORTHAMPTON",20,"NORTHAMPTON AREA SD",11,499,10.0,74.1,13.8,2.0
120485603,"NORTHAMPTON",20,"PEN ARGYL AREA SD",5,152,0.7,52.6,45.4,1.3
120485603,"NORTHAMPTON",20,"PEN ARGYL AREA SD",8,168,6.0,75.0,18.5,0.6
120485603,"NORTHAMPTON",20,"PEN ARGYL AREA SD",11,153,19.6,70.6,9.8,0.0
120486003,"NORTHAMPTON",20,"SAUCON VALLEY SD",5,161,5.0,63.4,31.1,0.6
120486003,"NORTHAMPTON",20,"SAUCON VALLEY SD",8,185,10.3,71.4,17.8,0.5
120486003,"NORTHAMPTON",20,"SAUCON VALLEY SD",11,182,22.0,69.8,6.0,2.2
120488603,"NORTHAMPTON",20,"WILSON AREA SD",5,151,0.7,64.9,34.4,0.0
120488603,"NORTHAMPTON",20,"WILSON AREA SD",8,186,4.3,73.7,21.5,0.5
120488603,"NORTHAMPTON",20,"WILSON AREA SD",11,183,10.4,74.3,14.2,1.1
116493503,"NORTHUMBERLAND",16,"LINE MOUNTAIN SD",5,80,2.5,61.3,35.0,1.3
116493503,"NORTHUMBERLAND",16,"LINE MOUNTAIN SD",8,94,6.4,44.7,43.6,5.3
116493503,"NORTHUMBERLAND",16,"LINE MOUNTAIN SD",11,113,10.6,65.5,23.0,0.9
116495003,"NORTHUMBERLAND",16,"MILTON AREA SD",5,159,1.9,56.6,40.3,1.3
116495003,"NORTHUMBERLAND",16,"MILTON AREA SD",8,174,4.6,67.2,26.4,1.7
116495003,"NORTHUMBERLAND",16,"MILTON AREA SD",11,170,6.5,75.9,15.3,2.4
116495103,"NORTHUMBERLAND",16,"MOUNT CARMEL AREA SD",5,116,0.0,46.6,53.4,0.0
116495103,"NORTHUMBERLAND",16,"MOUNT CARMEL AREA SD",8,128,5.5,72.7,21.1,0.8
116495103,"NORTHUMBERLAND",16,"MOUNT CARMEL AREA SD",11,170,6.5,81.8,10.0,1.8
116496503,"NORTHUMBERLAND",16,"SHAMOKIN AREA SD",5,168,0.0,28.6,70.8,0.6
116496503,"NORTHUMBERLAND",16,"SHAMOKIN AREA SD",8,190,0.5,66.8,31.1,1.6
116496503,"NORTHUMBERLAND",16,"SHAMOKIN AREA SD",11,147,4.1,85.7,7.5,2.7
116496603,"NORTHUMBERLAND",16,"SHIKELLAMY SD",5,216,0.5,44.9,54.2,0.5
116496603,"NORTHUMBERLAND",16,"SHIKELLAMY SD",8,245,6.9,66.1,24.1,2.9
116496603,"NORTHUMBERLAND",16,"SHIKELLAMY SD",11,262,10.7,77.1,9.5,2.7
116498003,"NORTHUMBERLAND",16,"WARRIOR RUN SD",5,131,2.3,61.8,35.9,0.0
116498003,"NORTHUMBERLAND",16,"WARRIOR RUN SD",8,127,3.1,67.7,26.8,2.4
116498003,"NORTHUMBERLAND",16,"WARRIOR RUN SD",11,136,11.0,80.9,8.1,0.0
115503004,"PERRY",15,"GREENWOOD SD",5,60,0.0,56.7,43.3,0.0
115503004,"PERRY",15,"GREENWOOD SD",8,62,1.6,72.6,25.8,0.0
115503004,"PERRY",15,"GREENWOOD SD",11,68,4.4,88.2,7.4,0.0
115504003,"PERRY",15,"NEWPORT SD",5,82,0.0,47.6,52.4,0.0
115504003,"PERRY",15,"NEWPORT SD",8,93,5.4,58.1,32.3,4.3
115504003,"PERRY",15,"NEWPORT SD",11,82,9.8,79.3,11.0,0.0
115506003,"PERRY",15,"SUSQUENITA SD",5,170,0.0,33.5,65.3,1.2
115506003,"PERRY",15,"SUSQUENITA SD",8,193,7.3,71.0,20.7,1.0
115506003,"PERRY",15,"SUSQUENITA SD",11,156,11.5,67.3,16.7,4.5
115508003,"PERRY",15,"WEST PERRY SD",5,200,0.5,48.5,51.0,0.0
115508003,"PERRY",15,"WEST PERRY SD",8,243,4.1,53.5,38.7,3.7
115508003,"PERRY",15,"WEST PERRY SD",11,225,14.2,68.9,13.3,3.6
126515001,"PHILADELPHIA",26,"PHILADELPHIA CITY SD",5,"12,280",0.5,31.2,66.2,2.1
126515001,"PHILADELPHIA",26,"PHILADELPHIA CITY SD",8,"12,412",1.7,39.5,50.0,8.8
126515001,"PHILADELPHIA",26,"PHILADELPHIA CITY SD",11,"8,517",5.0,62.7,28.9,3.4
120522003,"PIKE",20,"DELAWARE VALLEY SD",5,446,2.9,63.9,33.0,0.2
120522003,"PIKE",20,"DELAWARE VALLEY SD",8,465,12.3,74.8,12.3,0.6
120522003,"PIKE",20,"DELAWARE VALLEY SD",11,443,16.3,80.8,2.9,0.0
109530304,"POTTER",9,"AUSTIN AREA SD",5,14,0.0,50.0,50.0,0.0
109530304,"POTTER",9,"AUSTIN AREA SD",8,15,0.0,13.3,66.7,20.0
109530304,"POTTER",9,"AUSTIN AREA SD",11,22,4.5,40.9,54.5,0.0
109531304,"POTTER",9,"COUDERSPORT AREA SD",5,63,1.6,52.4,46.0,0.0
109531304,"POTTER",9,"COUDERSPORT AREA SD",8,82,0.0,56.1,42.7,1.2
109531304,"POTTER",9,"COUDERSPORT AREA SD",11,62,8.1,85.5,6.5,0.0
109532804,"POTTER",9,"GALETON AREA SD",5,25,0.0,24.0,76.0,0.0
109532804,"POTTER",9,"GALETON AREA SD",8,30,0.0,33.3,66.7,0.0
109532804,"POTTER",9,"GALETON AREA SD",11,32,9.4,65.6,25.0,0.0
109535504,"POTTER",9,"NORTHERN POTTER SD",5,42,0.0,54.8,45.2,0.0
109535504,"POTTER",9,"NORTHERN POTTER SD",8,42,0.0,83.3,16.7,0.0
109535504,"POTTER",9,"NORTHERN POTTER SD",11,47,14.9,80.9,4.3,0.0
109537504,"POTTER",9,"OSWAYO VALLEY SD",5,40,0.0,50.0,50.0,0.0
109537504,"POTTER",9,"OSWAYO VALLEY SD",8,35,0.0,8.6,88.6,2.9
109537504,"POTTER",9,"OSWAYO VALLEY SD",11,39,5.1,76.9,17.9,0.0
129540803,"SCHUYLKILL",29,"BLUE MOUNTAIN SD",5,199,4.0,64.3,31.7,0.0
129540803,"SCHUYLKILL",29,"BLUE MOUNTAIN SD",8,229,11.8,69.9,17.9,0.4
129540803,"SCHUYLKILL",29,"BLUE MOUNTAIN SD",11,239,18.8,68.2,11.7,1.3
129544503,"SCHUYLKILL",29,"MAHANOY AREA SD",5,75,2.7,58.7,37.3,1.3
129544503,"SCHUYLKILL",29,"MAHANOY AREA SD",8,91,4.4,71.4,20.9,3.3
129544503,"SCHUYLKILL",29,"MAHANOY AREA SD",11,95,6.3,81.1,12.6,0.0
129544703,"SCHUYLKILL",29,"MINERSVILLE AREA SD",5,85,1.2,68.2,30.6,0.0
129544703,"SCHUYLKILL",29,"MINERSVILLE AREA SD",8,84,0.0,52.4,44.0,3.6
129544703,"SCHUYLKILL",29,"MINERSVILLE AREA SD",11,85,8.2,71.8,18.8,1.2
129545003,"SCHUYLKILL",29,"NORTH SCHUYLKILL SD",5,152,0.7,49.3,50.0,0.0
129545003,"SCHUYLKILL",29,"NORTH SCHUYLKILL SD",8,184,6.0,74.5,18.5,1.1
129545003,"SCHUYLKILL",29,"NORTH SCHUYLKILL SD",11,142,19.0,78.2,2.8,0.0
129546003,"SCHUYLKILL",29,"PINE GROVE AREA SD",5,122,0.0,51.6,48.4,0.0
129546003,"SCHUYLKILL",29,"PINE GROVE AREA SD",8,135,3.0,60.0,34.8,2.2
129546003,"SCHUYLKILL",29,"PINE GROVE AREA SD",11,125,12.8,66.4,16.8,4.0
129546103,"SCHUYLKILL",29,"POTTSVILLE AREA SD",5,182,2.2,52.7,45.1,0.0
129546103,"SCHUYLKILL",29,"POTTSVILLE AREA SD",8,201,0.5,70.1,27.4,2.0
129546103,"SCHUYLKILL",29,"POTTSVILLE AREA SD",11,253,12.6,74.7,12.6,0.0
129546803,"SCHUYLKILL",29,"SAINT CLAIR AREA SD",5,67,0.0,65.7,31.3,3.0
129546803,"SCHUYLKILL",29,"SAINT CLAIR AREA SD",8,71,0.0,12.7,77.5,9.9
129547303,"SCHUYLKILL",29,"SCHUYLKILL HAVEN AREA SD",5,102,2.9,75.5,21.6,0.0
129547303,"SCHUYLKILL",29,"SCHUYLKILL HAVEN AREA SD",8,96,27.1,57.3,15.6,0.0
129547303,"SCHUYLKILL",29,"SCHUYLKILL HAVEN AREA SD",11,101,5.9,71.3,21.8,1.0
129547203,"SCHUYLKILL",29,"SHENANDOAH VALLEY SD",5,84,2.4,82.1,15.5,0.0
129547203,"SCHUYLKILL",29,"SHENANDOAH VALLEY SD",8,87,0.0,63.2,34.5,2.3
129547203,"SCHUYLKILL",29,"SHENANDOAH VALLEY SD",11,81,3.7,65.4,25.9,4.9
129547603,"SCHUYLKILL",29,"TAMAQUA AREA SD",5,140,2.1,59.3,38.6,0.0
129547603,"SCHUYLKILL",29,"TAMAQUA AREA SD",8,159,1.3,46.5,49.7,2.5
129547603,"SCHUYLKILL",29,"TAMAQUA AREA SD",11,179,9.5,73.7,14.5,2.2
129547803,"SCHUYLKILL",29,"TRI-VALLEY SD",5,77,1.3,76.6,22.1,0.0
129547803,"SCHUYLKILL",29,"TRI-VALLEY SD",8,81,2.5,77.8,18.5,1.2
129547803,"SCHUYLKILL",29,"TRI-VALLEY SD",11,74,17.6,73.0,9.5,0.0
129548803,"SCHUYLKILL",29,"WILLIAMS VALLEY SD",5,79,0.0,24.1,75.9,0.0
129548803,"SCHUYLKILL",29,"WILLIAMS VALLEY SD",8,91,6.6,61.5,30.8,1.1
129548803,"SCHUYLKILL",29,"WILLIAMS VALLEY SD",11,82,3.7,74.4,18.3,3.7
116555003,"SNYDER",16,"MIDD-WEST SD",5,176,0.0,40.9,59.1,0.0
116555003,"SNYDER",16,"MIDD-WEST SD",8,186,2.7,53.2,40.3,3.8
116555003,"SNYDER",16,"MIDD-WEST SD",11,171,17.0,73.1,9.4,0.6
116557103,"SNYDER",16,"SELINSGROVE AREA SD",5,192,0.0,54.2,45.8,0.0
116557103,"SNYDER",16,"SELINSGROVE AREA SD",8,231,12.1,72.7,14.3,0.9
116557103,"SNYDER",16,"SELINSGROVE AREA SD",11,240,22.1,67.9,9.6,0.4
108561003,"SOMERSET",8,"BERLIN BROTHERSVALLEY SD",5,73,1.4,49.3,49.3,0.0
108561003,"SOMERSET",8,"BERLIN BROTHERSVALLEY SD",8,74,2.7,75.7,21.6,0.0
108561003,"SOMERSET",8,"BERLIN BROTHERSVALLEY SD",11,78,23.1,74.4,2.6,0.0
108561803,"SOMERSET",8,"CONEMAUGH TOWNSHIP AREA SD",5,65,3.1,64.6,32.3,0.0
108561803,"SOMERSET",8,"CONEMAUGH TOWNSHIP AREA SD",8,78,1.3,83.3,14.1,1.3
108561803,"SOMERSET",8,"CONEMAUGH TOWNSHIP AREA SD",11,83,2.4,90.4,7.2,0.0
108565203,"SOMERSET",8,"MEYERSDALE AREA SD",5,62,1.6,27.4,71.0,0.0
108565203,"SOMERSET",8,"MEYERSDALE AREA SD",8,79,1.3,70.9,25.3,2.5
108565203,"SOMERSET",8,"MEYERSDALE AREA SD",11,93,17.2,62.4,19.4,1.1
108565503,"SOMERSET",8,"NORTH STAR SD",5,92,1.1,37.0,62.0,0.0
108565503,"SOMERSET",8,"NORTH STAR SD",8,116,0.0,50.9,43.1,6.0
108565503,"SOMERSET",8,"NORTH STAR SD",11,99,20.2,71.7,8.1,0.0
108566303,"SOMERSET",8,"ROCKWOOD AREA SD",5,57,0.0,36.8,63.2,0.0
108566303,"SOMERSET",8,"ROCKWOOD AREA SD",8,78,1.3,66.7,29.5,2.6
108566303,"SOMERSET",8,"ROCKWOOD AREA SD",11,77,5.2,88.3,6.5,0.0
108567004,"SOMERSET",8,"SALISBURY-ELK LICK SD",5,17,0.0,52.9,47.1,0.0
108567004,"SOMERSET",8,"SALISBURY-ELK LICK SD",8,36,8.3,77.8,13.9,0.0
108567004,"SOMERSET",8,"SALISBURY-ELK LICK SD",11,28,14.3,85.7,0.0,0.0
108567204,"SOMERSET",8,"SHADE-CENTRAL CITY SD",5,51,0.0,39.2,60.8,0.0
108567204,"SOMERSET",8,"SHADE-CENTRAL CITY SD",8,44,4.5,65.9,27.3,2.3
108567204,"SOMERSET",8,"SHADE-CENTRAL CITY SD",11,46,4.3,78.3,17.4,0.0
108567404,"SOMERSET",8,"SHANKSVILLE-STONYCREEK SD",5,37,8.1,75.7,16.2,0.0
108567404,"SOMERSET",8,"SHANKSVILLE-STONYCREEK SD",8,35,0.0,60.0,40.0,0.0
108567404,"SOMERSET",8,"SHANKSVILLE-STONYCREEK SD",11,37,10.8,75.7,13.5,0.0
108567703,"SOMERSET",8,"SOMERSET AREA SD",5,158,1.3,34.8,63.3,0.6
108567703,"SOMERSET",8,"SOMERSET AREA SD",8,197,6.6,56.3,36.0,1.0
108567703,"SOMERSET",8,"SOMERSET AREA SD",11,217,21.2,66.8,11.5,0.5
108568404,"SOMERSET",8,"TURKEYFOOT VALLEY AREA SD",5,25,0.0,52.0,48.0,0.0
108568404,"SOMERSET",8,"TURKEYFOOT VALLEY AREA SD",8,25,0.0,12.0,72.0,16.0
108568404,"SOMERSET",8,"TURKEYFOOT VALLEY AREA SD",11,23,4.3,82.6,13.0,0.0
108569103,"SOMERSET",8,"WINDBER AREA SD",5,119,0.8,61.3,37.0,0.8
108569103,"SOMERSET",8,"WINDBER AREA SD",8,122,4.1,78.7,14.8,2.5
108569103,"SOMERSET",8,"WINDBER AREA SD",11,104,20.2,77.9,1.0,1.0
117576303,"SULLIVAN",17,"SULLIVAN COUNTY SD",5,63,0.0,61.9,38.1,0.0
117576303,"SULLIVAN",17,"SULLIVAN COUNTY SD",8,60,5.0,81.7,10.0,3.3
117576303,"SULLIVAN",17,"SULLIVAN COUNTY SD",11,68,11.8,77.9,10.3,0.0
119581003,"SUSQUEHANNA",19,"BLUE RIDGE SD",5,79,0.0,36.7,62.0,1.3
119581003,"SUSQUEHANNA",19,"BLUE RIDGE SD",8,107,0.0,21.5,76.6,1.9
119581003,"SUSQUEHANNA",19,"BLUE RIDGE SD",11,111,13.5,78.4,8.1,0.0
119582503,"SUSQUEHANNA",19,"ELK LAKE SD",5,114,1.8,58.8,39.5,0.0
119582503,"SUSQUEHANNA",19,"ELK LAKE SD",8,126,2.4,59.5,31.7,6.3
119582503,"SUSQUEHANNA",19,"ELK LAKE SD",11,104,7.7,76.0,16.3,0.0
119583003,"SUSQUEHANNA",19,"FOREST CITY REGIONAL SD",5,64,1.6,35.9,60.9,1.6
119583003,"SUSQUEHANNA",19,"FOREST CITY REGIONAL SD",8,78,0.0,65.4,32.1,2.6
119583003,"SUSQUEHANNA",19,"FOREST CITY REGIONAL SD",11,79,3.8,87.3,8.9,0.0
119584503,"SUSQUEHANNA",19,"MONTROSE AREA SD",5,117,0.9,45.3,53.8,0.0
119584503,"SUSQUEHANNA",19,"MONTROSE AREA SD",8,151,7.9,74.8,16.6,0.7
119584503,"SUSQUEHANNA",19,"MONTROSE AREA SD",11,147,12.2,83.7,4.1,0.0
119584603,"SUSQUEHANNA",19,"MOUNTAIN VIEW SD",5,102,0.0,19.6,77.5,2.9
119584603,"SUSQUEHANNA",19,"MOUNTAIN VIEW SD",8,89,0.0,49.4,47.2,3.4
119584603,"SUSQUEHANNA",19,"MOUNTAIN VIEW SD",11,114,1.8,81.6,15.8,0.9
119586503,"SUSQUEHANNA",19,"SUSQUEHANNA COMM SD",5,59,0.0,44.1,55.9,0.0
119586503,"SUSQUEHANNA",19,"SUSQUEHANNA COMM SD",8,71,2.8,70.4,25.4,1.4
119586503,"SUSQUEHANNA",19,"SUSQUEHANNA COMM SD",11,91,20.9,71.4,6.6,1.1
117596003,"TIOGA",17,"NORTHERN TIOGA SD",5,190,0.5,56.3,43.2,0.0
117596003,"TIOGA",17,"NORTHERN TIOGA SD",8,200,2.5,62.0,34.0,1.5
117596003,"TIOGA",17,"NORTHERN TIOGA SD",11,192,3.6,76.6,19.8,0.0
117597003,"TIOGA",17,"SOUTHERN TIOGA SD",5,183,0.5,56.3,43.2,0.0
117597003,"TIOGA",17,"SOUTHERN TIOGA SD",8,199,3.5,52.3,40.2,4.0
117597003,"TIOGA",17,"SOUTHERN TIOGA SD",11,192,12.0,72.9,14.6,0.5
117598503,"TIOGA",17,"WELLSBORO AREA SD",5,112,1.8,50.0,48.2,0.0
117598503,"TIOGA",17,"WELLSBORO AREA SD",8,131,6.9,68.7,22.1,2.3
117598503,"TIOGA",17,"WELLSBORO AREA SD",11,117,15.4,76.9,7.7,0.0
116604003,"UNION",16,"LEWISBURG AREA SD",5,115,1.7,42.6,54.8,0.9
116604003,"UNION",16,"LEWISBURG AREA SD",8,147,8.2,76.2,14.3,1.4
116604003,"UNION",16,"LEWISBURG AREA SD",11,146,27.4,69.9,2.7,0.0
116605003,"UNION",16,"MIFFLINBURG AREA SD",5,163,1.2,41.7,57.1,0.0
116605003,"UNION",16,"MIFFLINBURG AREA SD",8,214,7.5,62.1,26.2,4.2
116605003,"UNION",16,"MIFFLINBURG AREA SD",11,184,9.2,88.0,2.7,0.0
106611303,"VENANGO",6,"CRANBERRY AREA SD",5,91,1.1,59.3,39.6,0.0
106611303,"VENANGO",6,"CRANBERRY AREA SD",8,124,1.6,43.5,46.0,8.9
106611303,"VENANGO",6,"CRANBERRY AREA SD",11,105,9.5,80.0,10.5,0.0
106612203,"VENANGO",6,"FRANKLIN AREA SD",5,158,0.0,50.0,49.4,0.6
106612203,"VENANGO",6,"FRANKLIN AREA SD",8,193,4.1,65.3,24.4,6.2
106612203,"VENANGO",6,"FRANKLIN AREA SD",11,191,8.9,75.9,14.7,0.5
106616203,"VENANGO",6,"OIL CITY AREA SD",5,146,0.0,45.2,54.1,0.7
106616203,"VENANGO",6,"OIL CITY AREA SD",8,188,1.6,58.5,35.1,4.8
106616203,"VENANGO",6,"OIL CITY AREA SD",11,184,8.7,79.9,11.4,0.0
106617203,"VENANGO",6,"TITUSVILLE AREA SD",5,137,3.6,67.9,28.5,0.0
106617203,"VENANGO",6,"TITUSVILLE AREA SD",8,172,2.3,68.0,27.3,2.3
106617203,"VENANGO",6,"TITUSVILLE AREA SD",11,184,23.9,64.1,11.4,0.5
106618603,"VENANGO",6,"VALLEY GROVE SD",5,70,0.0,50.0,48.6,1.4
106618603,"VENANGO",6,"VALLEY GROVE SD",8,88,3.4,59.1,30.7,6.8
106618603,"VENANGO",6,"VALLEY GROVE SD",11,53,3.8,69.8,26.4,0.0
105628302,"WARREN",5,"WARREN COUNTY SD",5,363,1.4,50.4,47.9,0.3
105628302,"WARREN",5,"WARREN COUNTY SD",8,488,2.9,61.5,33.4,2.3
105628302,"WARREN",5,"WARREN COUNTY SD",11,427,20.1,67.9,10.3,1.6
101630504,"WASHINGTON",1,"AVELLA AREA SD",5,57,1.8,42.1,56.1,0.0
101630504,"WASHINGTON",1,"AVELLA AREA SD",8,62,0.0,32.3,62.9,4.8
101630504,"WASHINGTON",1,"AVELLA AREA SD",11,55,18.2,74.5,5.5,1.8
101630903,"WASHINGTON",1,"BENTWORTH SD",5,97,1.0,53.6,44.3,1.0
101630903,"WASHINGTON",1,"BENTWORTH SD",8,90,1.1,62.2,31.1,5.6
101630903,"WASHINGTON",1,"BENTWORTH SD",11,91,16.5,65.9,16.5,1.1
101631003,"WASHINGTON",1,"BETHLEHEM-CENTER SD",5,100,0.0,18.0,81.0,1.0
101631003,"WASHINGTON",1,"BETHLEHEM-CENTER SD",8,114,5.3,86.0,7.0,1.8
101631003,"WASHINGTON",1,"BETHLEHEM-CENTER SD",11,119,34.5,50.4,12.6,2.5
101631203,"WASHINGTON",1,"BURGETTSTOWN AREA SD",5,130,1.5,49.2,49.2,0.0
101631203,"WASHINGTON",1,"BURGETTSTOWN AREA SD",8,113,0.9,44.2,50.4,4.4
101631203,"WASHINGTON",1,"BURGETTSTOWN AREA SD",11,90,14.4,77.8,7.8,0.0
101631503,"WASHINGTON",1,"CALIFORNIA AREA SD",5,86,0.0,54.7,45.3,0.0
101631503,"WASHINGTON",1,"CALIFORNIA AREA SD",8,88,13.6,72.7,12.5,1.1
101631503,"WASHINGTON",1,"CALIFORNIA AREA SD",11,81,23.5,43.2,32.1,1.2
101631703,"WASHINGTON",1,"CANON-MCMILLAN SD",5,339,0.9,65.8,33.3,0.0
101631703,"WASHINGTON",1,"CANON-MCMILLAN SD",8,371,5.9,60.1,31.8,2.2
101631703,"WASHINGTON",1,"CANON-MCMILLAN SD",11,358,15.9,69.3,13.7,1.1
101631803,"WASHINGTON",1,"CHARLEROI SD",5,119,0.8,33.6,64.7,0.8
101631803,"WASHINGTON",1,"CHARLEROI SD",8,124,0.0,33.1,58.1,8.9
101631803,"WASHINGTON",1,"CHARLEROI SD",11,113,9.7,83.2,7.1,0.0
101631903,"WASHINGTON",1,"CHARTIERS-HOUSTON SD",5,94,1.1,78.7,18.1,2.1
101631903,"WASHINGTON",1,"CHARTIERS-HOUSTON SD",8,88,2.3,67.0,29.5,1.1
101631903,"WASHINGTON",1,"CHARTIERS-HOUSTON SD",11,98,11.2,71.4,16.3,1.0
101632403,"WASHINGTON",1,"FORT CHERRY SD",5,88,0.0,71.6,28.4,0.0
101632403,"WASHINGTON",1,"FORT CHERRY SD",8,110,8.2,68.2,21.8,1.8
101632403,"WASHINGTON",1,"FORT CHERRY SD",11,105,15.2,75.2,8.6,1.0
101633903,"WASHINGTON",1,"MCGUFFEY SD",5,158,1.9,51.9,44.9,1.3
101633903,"WASHINGTON",1,"MCGUFFEY SD",8,167,4.8,57.5,34.7,3.0
101633903,"WASHINGTON",1,"MCGUFFEY SD",11,188,5.3,71.8,20.7,2.1
101636503,"WASHINGTON",1,"PETERS TOWNSHIP SD",5,333,0.9,63.1,36.0,0.0
101636503,"WASHINGTON",1,"PETERS TOWNSHIP SD",8,319,10.0,85.0,4.7,0.3
101636503,"WASHINGTON",1,"PETERS TOWNSHIP SD",11,325,28.9,69.2,1.8,0.0
101637002,"WASHINGTON",1,"RINGGOLD SD",5,238,0.4,36.6,62.2,0.8
101637002,"WASHINGTON",1,"RINGGOLD SD",8,295,0.7,51.9,41.7,5.8
101637002,"WASHINGTON",1,"RINGGOLD SD",11,268,11.6,63.1,22.8,2.6
101638003,"WASHINGTON",1,"TRINITY AREA SD",5,260,0.4,44.6,54.6,0.4
101638003,"WASHINGTON",1,"TRINITY AREA SD",8,292,5.1,67.8,24.7,2.4
101638003,"WASHINGTON",1,"TRINITY AREA SD",11,308,17.5,68.2,14.3,0.0
101638803,"WASHINGTON",1,"WASHINGTON SD",5,139,0.0,37.4,61.9,0.7
101638803,"WASHINGTON",1,"WASHINGTON SD",8,144,3.5,69.4,25.0,2.1
101638803,"WASHINGTON",1,"WASHINGTON SD",11,128,25.8,64.1,9.4,0.8
119648303,"WAYNE",19,"WALLENPAUPACK AREA SD",5,273,2.6,59.7,37.0,0.7
119648303,"WAYNE",19,"WALLENPAUPACK AREA SD",8,356,4.2,65.7,28.4,1.7
119648303,"WAYNE",19,"WALLENPAUPACK AREA SD",11,317,12.0,77.0,10.7,0.3
119648703,"WAYNE",19,"WAYNE HIGHLANDS SD",5,238,0.4,51.3,48.3,0.0
119648703,"WAYNE",19,"WAYNE HIGHLANDS SD",8,249,5.6,54.2,39.0,1.2
119648703,"WAYNE",19,"WAYNE HIGHLANDS SD",11,250,7.2,76.4,16.4,0.0
119648903,"WAYNE",19,"WESTERN WAYNE SD",5,189,1.6,64.6,33.3,0.5
119648903,"WAYNE",19,"WESTERN WAYNE SD",8,212,1.9,78.3,18.9,0.9
119648903,"WAYNE",19,"WESTERN WAYNE SD",11,187,5.3,79.7,13.4,1.6
107650603,"WESTMORELAND",7,"BELLE VERNON AREA SD",5,206,1.9,47.6,50.5,0.0
107650603,"WESTMORELAND",7,"BELLE VERNON AREA SD",8,255,1.6,74.9,21.6,2.0
107650603,"WESTMORELAND",7,"BELLE VERNON AREA SD",11,233,27.9,60.9,9.4,1.7
107650703,"WESTMORELAND",7,"BURRELL SD",5,156,0.6,63.5,35.9,0.0
107650703,"WESTMORELAND",7,"BURRELL SD",8,179,14.5,69.8,14.5,1.1
107650703,"WESTMORELAND",7,"BURRELL SD",11,182,17.0,71.4,10.4,1.1
107651603,"WESTMORELAND",7,"DERRY AREA SD",5,175,2.3,60.6,37.1,0.0
107651603,"WESTMORELAND",7,"DERRY AREA SD",8,240,10.4,78.8,10.4,0.4
107651603,"WESTMORELAND",7,"DERRY AREA SD",11,221,18.1,76.5,5.4,0.0
107652603,"WESTMORELAND",7,"FRANKLIN REGIONAL SD",5,279,9.3,64.9,25.8,0.0
