"AUN Number","County","IU","District Name","Grade","% Advanced/Proficient Math","% Advanced/Proficient Reading","% Advanced Math","% Proficient Math","% Basic Math","% Below Basic Math","% Advanced Reading","% Proficient Reading","% Basic Reading","% Below Basic Reading"
103025002,"ALLEGHENY",3,"KEYSTONE OAKS SD","08",62.5,76.1,19.5,43.0,25.0,12.5,36.8,39.3,16.4,7.5
103025002,"ALLEGHENY",3,"KEYSTONE OAKS SD","11",44.6,62.1,19.0,25.6,31.8,23.6,23.2,38.9,17.2,20.7
103026002,"ALLEGHENY",3,"MCKEESPORT AREA SD","05",55.4,44.8,28.0,27.4,20.8,23.8,24.9,19.9,23.7,31.5
103026002,"ALLEGHENY",3,"MCKEESPORT AREA SD","08",26.8,46.2,4.2,22.6,26.5,46.8,12.9,33.3,24.3,29.5
103026002,"ALLEGHENY",3,"MCKEESPORT AREA SD","11",30.6,47.5,10.3,20.3,25.6,43.8,15.6,31.9,20.9,31.6
103026303,"ALLEGHENY",3,"MONTOUR SD","05",79.6,79.1,56.8,22.8,10.4,10.0,45.6,33.5,13.7,7.3
103026303,"ALLEGHENY",3,"MONTOUR SD","08",71.4,76.6,25.7,45.7,18.2,10.4,40.9,35.7,14.9,8.6
103026303,"ALLEGHENY",3,"MONTOUR SD","11",61.3,77.0,32.0,29.3,23.3,15.4,33.8,43.2,13.9,9.0
103026343,"ALLEGHENY",3,"MOON AREA SD","05",67.8,76.4,41.2,26.6,19.7,12.5,39.4,37.0,15.2,8.3
103026343,"ALLEGHENY",3,"MOON AREA SD","08",69.9,87.8,29.6,40.3,21.4,8.8,40.3,47.5,9.4,2.8
103026343,"ALLEGHENY",3,"MOON AREA SD","11",78.1,86.3,47.6,30.5,13.4,8.6,47.3,39.0,6.5,7.2
103026402,"ALLEGHENY",3,"MT LEBANON SD","05",92.1,90.3,75.7,16.4,6.0,1.8,70.2,20.1,7.3,2.3
103026402,"ALLEGHENY",3,"MT LEBANON SD","08",85.1,90.7,50.5,34.6,8.6,6.2,57.7,33.0,6.2,3.0
103026402,"ALLEGHENY",3,"MT LEBANON SD","11",83.8,89.8,55.9,27.9,8.7,7.5,56.2,33.6,5.9,4.3
103026852,"ALLEGHENY",3,"NORTH ALLEGHENY SD","05",80.6,84.4,52.3,28.3,13.1,6.3,55.1,29.3,12.0,3.6
103026852,"ALLEGHENY",3,"NORTH ALLEGHENY SD","08",86.1,88.9,54.1,32.0,9.2,4.7,58.6,30.3,6.8,4.4
103026852,"ALLEGHENY",3,"NORTH ALLEGHENY SD","11",77.9,84.5,55.6,22.3,14.3,7.8,52.7,31.8,11.7,3.8
103026902,"ALLEGHENY",3,"NORTH HILLS SD","05",85.8,87.2,61.6,24.2,11.1,3.0,48.8,38.4,10.4,2.4
103026902,"ALLEGHENY",3,"NORTH HILLS SD","08",76.8,78.0,36.9,39.9,14.1,9.2,39.6,38.4,15.6,6.4
103026902,"ALLEGHENY",3,"NORTH HILLS SD","11",72.4,78.0,41.1,31.3,15.9,11.7,42.3,35.7,13.7,8.3
103026873,"ALLEGHENY",3,"NORTHGATE SD","05",78.5,78.5,53.3,25.2,14.0,7.5,55.1,23.4,14.0,7.5
103026873,"ALLEGHENY",3,"NORTHGATE SD","08",48.8,69.8,10.1,38.7,31.1,20.2,26.1,43.7,16.8,13.4
103026873,"ALLEGHENY",3,"NORTHGATE SD","11",58.6,67.2,35.0,23.6,15.7,25.7,28.6,38.6,14.3,18.6
103027352,"ALLEGHENY",3,"PENN HILLS SD","05",56.8,52.5,31.2,25.6,18.9,24.3,21.1,31.4,22.9,24.6
103027352,"ALLEGHENY",3,"PENN HILLS SD","08",45.5,63.0,20.2,25.3,22.1,32.3,31.5,31.5,19.1,17.9
103027352,"ALLEGHENY",3,"PENN HILLS SD","11",34.1,51.8,16.4,17.7,17.3,48.6,16.6,35.2,23.0,25.2
103021003,"ALLEGHENY",3,"PINE-RICHLAND SD","05",76.5,78.8,46.5,30.0,14.5,9.1,43.4,35.4,14.5,6.7
103021003,"ALLEGHENY",3,"PINE-RICHLAND SD","08",84.3,85.0,54.0,30.3,8.3,7.3,44.7,40.3,7.7,7.3
103021003,"ALLEGHENY",3,"PINE-RICHLAND SD","11",77.0,83.6,44.0,33.0,16.1,7.0,37.4,46.2,11.4,5.1
102027451,"ALLEGHENY",2,"PITTSBURGH SD","05",41.4,43.0,20.3,21.1,22.0,36.6,19.7,23.3,24.8,32.2
102027451,"ALLEGHENY",2,"PITTSBURGH SD","08",38.2,54.3,13.1,25.1,24.3,37.5,22.4,31.9,21.1,24.6
102027451,"ALLEGHENY",2,"PITTSBURGH SD","11",37.8,49.1,20.0,17.8,18.9,43.4,20.6,28.5,21.3,29.5
103027503,"ALLEGHENY",3,"PLUM BOROUGH SD","05",64.9,73.8,39.4,25.5,22.2,12.9,41.5,32.3,17.8,8.3
103027503,"ALLEGHENY",3,"PLUM BOROUGH SD","08",70.8,87.8,28.9,41.9,17.8,11.4,49.9,37.9,8.1,4.2
103027503,"ALLEGHENY",3,"PLUM BOROUGH SD","11",58.5,76.7,31.5,27.0,20.8,20.8,34.0,42.7,12.9,10.4
103027753,"ALLEGHENY",3,"QUAKER VALLEY SD","05",79.3,80.7,53.3,26.0,9.3,11.3,50.7,30.0,10.0,9.3
103027753,"ALLEGHENY",3,"QUAKER VALLEY SD","08",79.1,85.2,42.0,37.1,14.7,6.3,56.3,28.9,9.2,5.6
103027753,"ALLEGHENY",3,"QUAKER VALLEY SD","11",66.9,82.8,44.1,22.8,13.8,19.3,46.9,35.9,9.0,8.3
103028203,"ALLEGHENY",3,"RIVERVIEW SD","05",78.7,77.7,57.4,21.3,11.7,9.6,53.2,24.5,13.8,8.5
103028203,"ALLEGHENY",3,"RIVERVIEW SD","08",63.0,74.7,28.8,34.2,20.7,16.2,34.2,40.5,17.1,8.1
103028203,"ALLEGHENY",3,"RIVERVIEW SD","11",68.7,74.7,33.0,35.7,15.2,16.1,36.0,38.7,17.1,8.1
103028302,"ALLEGHENY",3,"SHALER AREA SD","05",70.5,73.4,38.9,31.6,16.3,13.2,40.5,32.9,17.5,9.1
103028302,"ALLEGHENY",3,"SHALER AREA SD","08",69.7,79.9,26.9,42.8,16.8,13.5,38.6,41.3,12.1,8.0
103028302,"ALLEGHENY",3,"SHALER AREA SD","11",53.9,68.6,31.3,22.6,20.4,25.8,28.7,39.9,17.4,14.0
103028653,"ALLEGHENY",3,"SOUTH ALLEGHENY SD","05",57.5,56.9,41.1,16.4,22.6,19.9,24.0,32.9,20.5,22.6
103028653,"ALLEGHENY",3,"SOUTH ALLEGHENY SD","08",48.1,63.9,12.7,35.4,24.7,27.2,26.6,37.3,22.8,13.3
103028653,"ALLEGHENY",3,"SOUTH ALLEGHENY SD","11",25.4,62.2,7.5,17.9,31.3,43.3,18.5,43.7,11.1,26.7
103028703,"ALLEGHENY",3,"SOUTH FAYETTE TOWNSHIP","05",92.9,82.3,75.2,17.7,5.7,1.4,52.5,29.8,9.9,7.8
103028703,"ALLEGHENY",3,"SOUTH FAYETTE TOWNSHIP","08",80.5,88.3,43.0,37.5,11.7,7.8,50.0,38.3,4.7,7.0
103028703,"ALLEGHENY",3,"SOUTH FAYETTE TOWNSHIP","11",81.1,87.8,58.5,22.6,8.5,10.4,49.1,38.7,8.5,3.8
103028753,"ALLEGHENY",3,"SOUTH PARK SD","05",72.9,75.9,38.2,34.7,17.6,9.4,44.7,31.2,15.3,8.8
103028753,"ALLEGHENY",3,"SOUTH PARK SD","08",58.8,79.6,20.1,38.7,25.3,16.0,37.8,41.8,10.2,10.2
103028753,"ALLEGHENY",3,"SOUTH PARK SD","11",65.3,77.1,32.4,32.9,19.1,15.6,39.4,37.7,13.1,9.7
103028833,"ALLEGHENY",3,"STEEL VALLEY SD","05",56.0,58.6,27.7,28.3,22.0,22.0,26.4,32.2,20.1,21.3
103028833,"ALLEGHENY",3,"STEEL VALLEY SD","08",33.4,40.3,9.7,23.7,21.0,45.7,11.3,29.0,21.0,38.7
103028833,"ALLEGHENY",3,"STEEL VALLEY SD","11",40.2,42.0,14.8,25.4,18.3,41.5,16.1,25.9,23.8,34.3
103028853,"ALLEGHENY",3,"STO-ROX SD","05",28.4,23.0,9.8,18.6,32.4,39.2,6.7,16.3,42.3,34.6
103028853,"ALLEGHENY",3,"STO-ROX SD","08",29.9,47.2,4.7,25.2,24.3,45.8,18.5,28.7,21.3,31.5
103028853,"ALLEGHENY",3,"STO-ROX SD","11",30.1,31.4,15.5,14.6,19.4,50.5,5.9,25.5,22.5,46.1
103029203,"ALLEGHENY",3,"UPPER SAINT CLAIR SD","05",80.8,83.2,56.3,24.5,14.2,5.0,46.4,36.8,14.2,2.6
103029203,"ALLEGHENY",3,"UPPER SAINT CLAIR SD","08",84.4,88.8,55.4,29.0,11.1,4.5,55.7,33.1,8.9,2.2
103029203,"ALLEGHENY",3,"UPPER SAINT CLAIR SD","11",89.8,92.5,68.1,21.7,5.8,4.3,61.2,31.3,6.4,1.2
103029403,"ALLEGHENY",3,"WEST ALLEGHENY SD","05",77.1,73.9,56.7,20.4,10.6,12.2,48.6,25.3,16.7,9.4
103029403,"ALLEGHENY",3,"WEST ALLEGHENY SD","08",66.8,81.0,28.5,38.3,18.2,15.0,49.0,32.0,11.9,7.1
103029403,"ALLEGHENY",3,"WEST ALLEGHENY SD","11",67.2,77.6,37.2,30.0,16.1,16.6,41.7,35.9,13.9,8.5
103029553,"ALLEGHENY",3,"WEST JEFFERSON HILLS SD","05",82.0,80.1,60.2,21.8,12.6,5.3,54.9,25.2,13.6,6.3
103029553,"ALLEGHENY",3,"WEST JEFFERSON HILLS SD","08",76.4,85.1,33.1,43.3,15.6,8.0,48.9,36.2,8.7,6.2
103029553,"ALLEGHENY",3,"WEST JEFFERSON HILLS SD","11",59.6,78.2,29.8,29.8,25.0,15.5,40.9,37.3,13.5,8.3
103029603,"ALLEGHENY",3,"WEST MIFFLIN AREA SD","05",63.5,62.6,31.1,32.4,21.8,14.7,29.8,32.8,25.2,12.2
103029603,"ALLEGHENY",3,"WEST MIFFLIN AREA SD","08",60.4,72.3,19.1,41.3,21.7,17.9,27.2,45.1,15.3,12.3
103029603,"ALLEGHENY",3,"WEST MIFFLIN AREA SD","11",49.2,63.4,17.9,31.3,23.5,27.2,19.4,44.0,21.6,14.9
103029803,"ALLEGHENY",3,"WILKINSBURG BOROUGH SD","05",33.6,31.1,11.8,21.8,15.1,51.3,10.9,20.2,19.3,49.6
103029803,"ALLEGHENY",3,"WILKINSBURG BOROUGH SD","08",16.5,36.0,0.9,15.6,21.1,62.4,7.2,28.8,19.8,44.1
103029803,"ALLEGHENY",3,"WILKINSBURG BOROUGH SD","11",16.7,24.1,3.7,13.0,13.0,70.4,1.9,22.2,35.2,40.7
103029902,"ALLEGHENY",3,"WOODLAND HILLS SD","05",45.0,51.7,21.6,23.4,24.4,30.6,23.1,28.6,19.0,29.4
103029902,"ALLEGHENY",3,"WOODLAND HILLS SD","08",38.8,52.0,8.7,30.1,28.5,32.6,15.3,36.7,21.9,26.2
103029902,"ALLEGHENY",3,"WOODLAND HILLS SD","11",38.7,51.9,15.2,23.5,21.8,39.6,19.8,32.1,24.4,23.7
128030603,"ARMSTRONG",28,"APOLLO-RIDGE SD","05",66.9,64.8,39.0,27.9,21.3,11.8,32.4,32.4,20.6,14.7
128030603,"ARMSTRONG",28,"APOLLO-RIDGE SD","08",64.9,76.9,14.2,50.7,22.4,12.7,38.1,38.8,14.2,9.0
128030603,"ARMSTRONG",28,"APOLLO-RIDGE SD","11",61.6,64.1,37.2,24.4,16.7,21.8,23.1,41.0,21.8,14.1
128030852,"ARMSTRONG",28,"ARMSTRONG SD","05",61.4,62.6,29.5,31.9,22.0,16.6,30.7,31.9,24.0,13.5
128030852,"ARMSTRONG",28,"ARMSTRONG SD","08",55.1,65.0,17.9,37.2,23.3,21.6,26.6,38.4,19.5,15.5
128030852,"ARMSTRONG",28,"ARMSTRONG SD","11",46.4,65.6,18.1,28.3,27.4,26.2,26.6,39.0,19.9,14.5
128033053,"ARMSTRONG",28,"FREEPORT AREA SD","05",78.2,78.2,50.0,28.2,13.5,8.3,50.0,28.2,12.2,9.6
128033053,"ARMSTRONG",28,"FREEPORT AREA SD","08",81.5,84.4,34.9,46.6,13.0,5.5,45.6,38.8,10.9,4.8
128033053,"ARMSTRONG",28,"FREEPORT AREA SD","11",56.2,66.9,28.1,28.1,22.3,21.6,24.5,42.4,21.6,11.5
128034503,"ARMSTRONG",28,"LEECHBURG AREA SD","05",77.7,75.3,42.4,35.3,17.6,4.7,36.5,38.8,11.8,12.9
128034503,"ARMSTRONG",28,"LEECHBURG AREA SD","08",60.3,75.3,13.7,46.6,24.7,15.1,21.9,53.4,13.7,11.0
128034503,"ARMSTRONG",28,"LEECHBURG AREA SD","11",39.4,34.2,10.5,28.9,21.1,39.5,5.3,28.9,50.0,15.8
127040503,"BEAVER",27,"ALIQUIPPA SD","05",24.7,35.5,7.5,17.2,26.9,48.4,16.1,19.4,33.3,31.2
127040503,"BEAVER",27,"ALIQUIPPA SD","08",20.4,35.3,2.7,17.7,15.9,63.7,8.8,26.5,23.9,40.7
127040503,"BEAVER",27,"ALIQUIPPA SD","11",17.6,22.1,3.5,14.1,22.4,60.0,3.5,18.6,37.2,40.7
127040703,"BEAVER",27,"AMBRIDGE AREA SD","05",55.7,74.7,23.6,32.1,28.3,16.0,49.3,25.4,16.9,8.5
127040703,"BEAVER",27,"AMBRIDGE AREA SD","08",61.0,71.4,27.7,33.3,21.2,17.7,34.2,37.2,16.9,11.7
127040703,"BEAVER",27,"AMBRIDGE AREA SD","11",44.6,63.3,14.5,30.1,25.0,30.5,21.5,41.8,18.8,18.0
127041203,"BEAVER",27,"BEAVER AREA SD","05",85.0,81.0,64.1,20.9,9.2,5.9,47.7,33.3,13.1,5.9
127041203,"BEAVER",27,"BEAVER AREA SD","08",74.5,87.6,38.5,36.0,19.3,6.2,44.4,43.2,7.4,4.9
127041203,"BEAVER",27,"BEAVER AREA SD","11",72.4,77.5,46.5,25.9,18.8,8.8,37.3,40.2,14.8,7.7
127041503,"BEAVER",27,"BIG BEAVER FALLS AREA S","05",73.7,69.8,51.2,22.5,14.7,11.6,45.0,24.8,17.1,13.2
127041503,"BEAVER",27,"BIG BEAVER FALLS AREA S","08",55.6,64.8,21.0,34.6,20.4,24.1,21.6,43.2,15.4,19.8
127041503,"BEAVER",27,"BIG BEAVER FALLS AREA S","11",34.9,51.2,15.1,19.8,23.8,41.3,18.4,32.8,20.0,28.8
127041603,"BEAVER",27,"BLACKHAWK SD","05",80.9,77.1,58.5,22.4,13.2,5.9,42.0,35.1,17.1,5.9
127041603,"BEAVER",27,"BLACKHAWK SD","08",64.0,82.5,20.5,43.5,23.4,12.6,40.2,42.3,8.7,8.7
127041603,"BEAVER",27,"BLACKHAWK SD","11",59.7,72.7,29.6,30.1,21.8,18.5,26.4,46.3,17.6,9.7
127041903,"BEAVER",27,"CENTER AREA SD","05",70.9,75.6,45.9,25.0,18.0,11.0,35.5,40.1,15.1,9.3
127041903,"BEAVER",27,"CENTER AREA SD","08",77.1,88.6,34.4,42.7,17.2,5.7,51.0,37.6,7.6,3.8
127041903,"BEAVER",27,"CENTER AREA SD","11",80.1,72.6,47.8,32.3,12.4,7.5,30.4,42.2,21.1,6.2
127042853,"BEAVER",27,"FREEDOM AREA SD","05",54.9,69.1,18.3,36.6,27.5,17.6,26.1,43.0,19.0,12.0
127042853,"BEAVER",27,"FREEDOM AREA SD","08",73.1,75.9,32.8,40.3,14.2,12.7,35.3,40.6,15.0,9.0
127042853,"BEAVER",27,"FREEDOM AREA SD","11",47.8,56.6,15.9,31.9,23.9,28.3,15.9,40.7,31.9,11.5
127044103,"BEAVER",27,"HOPEWELL AREA SD","05",72.5,68.4,45.5,27.0,16.2,11.3,33.3,35.1,21.2,10.4
127044103,"BEAVER",27,"HOPEWELL AREA SD","08",58.9,69.5,21.2,37.7,27.5,13.6,29.2,40.3,19.5,11.0
127044103,"BEAVER",27,"HOPEWELL AREA SD","11",50.6,63.7,24.9,25.7,21.1,28.3,22.8,40.9,25.3,11.0
127045303,"BEAVER",27,"MIDLAND BOROUGH SD","05",44.1,58.8,17.6,26.5,32.4,23.5,23.5,35.3,23.5,17.6
127045303,"BEAVER",27,"MIDLAND BOROUGH SD","08",91.3,82.6,56.5,34.8,0.0,8.7,43.5,39.1,8.7,8.7
127045303,"BEAVER",27,"MIDLAND BOROUGH SD","11","*","*","*","*","*","*","*","*","*","*"
127045453,"BEAVER",27,"MONACA SD","05",64.3,63.3,35.7,28.6,24.3,11.4,22.5,40.8,25.4,11.3
127045453,"BEAVER",27,"MONACA SD","08",62.3,67.1,29.0,33.3,18.8,18.8,15.7,51.4,17.1,15.7
127045453,"BEAVER",27,"MONACA SD","11",37.5,51.6,9.4,28.1,28.1,34.4,20.3,31.3,25.0,23.4
127045653,"BEAVER",27,"NEW BRIGHTON AREA SD","05",77.0,73.7,50.7,26.3,13.2,9.9,42.8,30.9,15.1,11.2
127045653,"BEAVER",27,"NEW BRIGHTON AREA SD","08",60.9,72.2,20.5,40.4,28.5,10.6,28.5,43.7,17.9,9.9
127045653,"BEAVER",27,"NEW BRIGHTON AREA SD","11",47.5,51.7,25.8,21.7,30.0,22.5,14.2,37.5,29.2,19.2
127045853,"BEAVER",27,"RIVERSIDE BEAVER COUNTY","05",59.0,61.2,28.4,30.6,22.4,18.7,28.4,32.8,18.7,20.1
