"AUN Number","County","IU","District Name","Grade","% Advanced/Proficient Math","% Advanced/Proficient Reading","% Advanced Math","% Proficient Math","% Basic Math","% Below Basic Math","% Advanced Reading","% Proficient Reading","% Basic Reading","% Below Basic Reading"
127045853,"BEAVER",27,"RIVERSIDE BEAVER COUNTY","08",60.3,73.6,24.6,35.7,25.7,14.0,21.6,52.0,16.4,9.9
127045853,"BEAVER",27,"RIVERSIDE BEAVER COUNTY","11",52.5,71.4,22.6,29.9,22.0,25.6,35.4,36.0,16.5,12.2
127046903,"BEAVER",27,"ROCHESTER AREA SD","05",61.8,70.8,39.3,22.5,22.5,15.7,36.0,34.8,22.5,6.7
127046903,"BEAVER",27,"ROCHESTER AREA SD","08",60.5,72.3,31.6,28.9,26.3,13.2,43.4,28.9,15.8,11.8
127046903,"BEAVER",27,"ROCHESTER AREA SD","11",28.9,57.9,10.5,18.4,34.2,36.8,17.1,40.8,22.4,19.7
127047404,"BEAVER",27,"SOUTH SIDE AREA SD","05",79.7,72.3,57.4,22.3,14.9,5.3,45.7,26.6,17.0,10.6
127047404,"BEAVER",27,"SOUTH SIDE AREA SD","08",77.9,86.4,22.9,55.0,16.5,5.5,38.2,48.2,10.9,2.7
127047404,"BEAVER",27,"SOUTH SIDE AREA SD","11",43.0,56.2,24.0,19.0,24.0,33.1,23.1,33.1,20.7,23.1
127049303,"BEAVER",27,"WESTERN BEAVER COUNTY S","05",65.7,77.6,35.8,29.9,25.4,9.0,44.8,32.8,16.4,6.0
127049303,"BEAVER",27,"WESTERN BEAVER COUNTY S","08",75.0,64.7,27.9,47.1,17.6,7.4,20.6,44.1,20.6,14.7
127049303,"BEAVER",27,"WESTERN BEAVER COUNTY S","11",46.5,57.7,25.4,21.1,26.8,26.8,19.7,38.0,22.5,19.7
108051003,"BEDFORD",8,"BEDFORD AREA SD","05",63.1,58.5,34.2,28.9,19.7,17.1,32.5,26.0,21.4,20.1
108051003,"BEDFORD",8,"BEDFORD AREA SD","08",55.5,69.1,14.7,40.8,31.0,13.6,23.4,45.7,19.0,12.0
108051003,"BEDFORD",8,"BEDFORD AREA SD","11",57.7,76.0,26.3,31.4,23.4,18.9,30.9,45.1,14.3,9.7
108051503,"BEDFORD",8,"CHESTNUT RIDGE SD","05",71.4,67.7,39.1,32.3,15.8,12.8,45.1,22.6,16.5,15.8
108051503,"BEDFORD",8,"CHESTNUT RIDGE SD","08",61.3,71.3,24.4,36.9,22.5,16.3,36.3,35.0,15.6,13.1
108051503,"BEDFORD",8,"CHESTNUT RIDGE SD","11",48.0,61.1,14.9,33.1,27.9,24.0,19.5,41.6,22.1,16.9
108053003,"BEDFORD",8,"EVERETT AREA SD","05",81.2,73.3,55.3,25.9,8.2,10.6,59.3,14.0,14.0,12.8
108053003,"BEDFORD",8,"EVERETT AREA SD","08",59.0,63.8,22.8,36.2,19.7,21.3,27.6,36.2,20.5,15.7
108053003,"BEDFORD",8,"EVERETT AREA SD","11",38.3,50.4,20.0,18.3,22.6,39.1,17.4,33.0,22.6,27.0
108056004,"BEDFORD",8,"NORTHERN BEDFORD COUNTY","05",46.2,61.3,17.2,29.0,28.0,25.8,33.3,28.0,21.5,17.2
108056004,"BEDFORD",8,"NORTHERN BEDFORD COUNTY","08",56.3,67.9,17.5,38.8,25.2,18.4,32.0,35.9,16.5,15.5
108056004,"BEDFORD",8,"NORTHERN BEDFORD COUNTY","11",69.7,80.3,40.8,28.9,18.4,11.8,31.6,48.7,14.5,5.3
108058003,"BEDFORD",8,"TUSSEY MOUNTAIN SD","05",61.4,68.8,33.9,27.5,23.9,14.7,41.3,27.5,16.5,14.7
108058003,"BEDFORD",8,"TUSSEY MOUNTAIN SD","08",50.4,54.9,18.0,32.4,17.1,32.4,18.9,36.0,23.4,21.6
108058003,"BEDFORD",8,"TUSSEY MOUNTAIN SD","11",55.9,57.9,29.4,26.5,12.7,31.4,20.6,37.3,21.6,20.6
114060503,"BERKS",14,"ANTIETAM SD","05",62.8,63.9,31.4,31.4,24.3,12.9,37.5,26.4,25.0,11.1
114060503,"BERKS",14,"ANTIETAM SD","08",64.3,75.8,35.6,28.7,19.5,16.1,37.9,37.9,12.6,11.5
114060503,"BERKS",14,"ANTIETAM SD","11",50.0,63.3,23.3,26.7,25.6,24.4,32.2,31.1,17.8,18.9
114060753,"BERKS",14,"BOYERTOWN AREA SD","05",74.2,72.1,45.1,29.1,16.2,9.7,39.8,32.3,17.5,10.4
114060753,"BERKS",14,"BOYERTOWN AREA SD","08",77.8,83.2,35.4,42.4,14.7,7.5,44.1,39.1,11.6,5.3
114060753,"BERKS",14,"BOYERTOWN AREA SD","11",54.4,72.1,26.8,27.6,22.2,23.4,37.2,34.9,17.3,10.6
114060853,"BERKS",14,"BRANDYWINE HEIGHTS AREA","05",70.9,70.9,37.6,33.3,18.2,10.9,40.6,30.3,17.0,12.1
114060853,"BERKS",14,"BRANDYWINE HEIGHTS AREA","08",66.7,78.2,25.0,41.7,19.2,14.1,35.9,42.3,11.5,10.3
114060853,"BERKS",14,"BRANDYWINE HEIGHTS AREA","11",48.3,67.6,20.7,27.6,29.0,22.8,29.7,37.9,17.9,14.5
114061103,"BERKS",14,"CONRAD WEISER AREA SD","05",73.1,69.8,37.9,35.2,18.7,8.2,34.2,35.6,18.3,11.9
114061103,"BERKS",14,"CONRAD WEISER AREA SD","08",71.7,78.5,23.1,48.6,15.5,12.7,41.8,36.7,9.2,12.4
114061103,"BERKS",14,"CONRAD WEISER AREA SD","11",54.4,70.6,21.6,32.8,25.5,20.1,28.4,42.2,16.2,13.2
114061503,"BERKS",14,"DANIEL BOONE AREA SD","05",78.4,70.4,50.2,28.2,12.6,9.0,37.9,32.5,17.7,11.9
114061503,"BERKS",14,"DANIEL BOONE AREA SD","08",62.7,82.1,27.5,35.2,21.6,15.8,43.6,38.5,7.7,10.3
114061503,"BERKS",14,"DANIEL BOONE AREA SD","11",51.1,71.3,22.0,29.1,27.4,21.5,29.1,42.2,15.7,13.0
114062003,"BERKS",14,"EXETER TOWNSHIP SD","05",73.1,76.8,50.2,22.9,16.6,10.3,41.9,34.9,15.6,7.6
114062003,"BERKS",14,"EXETER TOWNSHIP SD","08",75.5,81.3,34.7,40.8,15.0,9.6,40.2,41.1,11.1,7.6
114062003,"BERKS",14,"EXETER TOWNSHIP SD","11",43.9,58.9,20.1,23.8,22.8,33.3,26.9,32.0,20.1,21.1
114062503,"BERKS",14,"FLEETWOOD AREA SD","05",74.9,67.2,46.2,28.7,17.9,7.2,34.4,32.8,25.6,7.2
114062503,"BERKS",14,"FLEETWOOD AREA SD","08",76.7,85.1,25.4,51.3,20.6,2.6,40.8,44.3,13.6,1.3
114062503,"BERKS",14,"FLEETWOOD AREA SD","11",46.8,73.3,21.9,24.9,27.2,26.0,33.7,39.6,13.6,13.0
114063003,"BERKS",14,"GOVERNOR MIFFLIN SD","05",71.1,65.5,44.9,26.2,15.1,13.8,33.8,31.7,21.8,12.6
114063003,"BERKS",14,"GOVERNOR MIFFLIN SD","08",66.0,74.7,24.4,41.6,20.3,13.7,33.9,40.8,16.1,9.2
114063003,"BERKS",14,"GOVERNOR MIFFLIN SD","11",55.5,71.6,24.5,31.0,24.2,20.3,29.0,42.6,16.5,11.9
114063503,"BERKS",14,"HAMBURG AREA SD","05",69.8,63.3,40.5,29.3,14.4,15.8,29.3,34.0,18.6,18.1
114063503,"BERKS",14,"HAMBURG AREA SD","08",55.6,69.4,19.0,36.6,19.8,24.6,26.3,43.1,14.7,15.9
114063503,"BERKS",14,"HAMBURG AREA SD","11",50.9,63.7,24.3,26.6,22.5,26.6,32.7,31.0,20.8,15.5
114064003,"BERKS",14,"KUTZTOWN AREA SD","05",78.9,77.7,49.3,29.6,13.8,7.2,42.8,34.9,15.8,6.6
114064003,"BERKS",14,"KUTZTOWN AREA SD","08",64.7,70.5,22.6,42.1,17.0,18.2,36.5,34.0,15.1,14.5
114064003,"BERKS",14,"KUTZTOWN AREA SD","11",67.8,78.9,34.2,33.6,16.4,15.8,32.2,46.7,9.9,11.2
114065503,"BERKS",14,"MUHLENBERG SD","05",66.2,62.9,37.1,29.1,22.1,11.7,33.3,29.6,23.9,13.1
114065503,"BERKS",14,"MUHLENBERG SD","08",61.9,75.1,19.3,42.6,25.8,12.3,38.8,36.3,11.8,13.1
114065503,"BERKS",14,"MUHLENBERG SD","11",48.1,66.8,24.6,23.5,20.9,31.0,36.9,29.9,18.7,14.4
114066503,"BERKS",14,"OLEY VALLEY SD","05",64.3,68.5,35.8,28.5,21.2,14.5,36.4,32.1,19.4,12.1
114066503,"BERKS",14,"OLEY VALLEY SD","08",58.6,77.8,22.2,36.4,22.7,18.8,47.7,30.1,13.6,8.5
114066503,"BERKS",14,"OLEY VALLEY SD","11",62.6,72.3,34.3,28.3,15.7,21.7,33.1,39.2,15.7,12.0
114067002,"BERKS",14,"READING SD","05",43.4,36.6,19.4,24.0,24.4,32.2,14.0,22.6,28.0,35.4
114067002,"BERKS",14,"READING SD","08",38.2,47.2,11.1,27.1,24.9,36.9,13.6,33.6,21.2,31.5
114067002,"BERKS",14,"READING SD","11",15.7,29.8,6.9,8.8,19.2,65.1,9.2,20.6,20.3,49.8
114067503,"BERKS",14,"SCHUYLKILL VALLEY SD","05",59.7,71.0,29.2,30.5,20.8,19.5,42.6,28.4,15.5,13.5
114067503,"BERKS",14,"SCHUYLKILL VALLEY SD","08",76.7,83.8,39.0,37.7,14.3,9.1,42.2,41.6,9.1,7.1
114067503,"BERKS",14,"SCHUYLKILL VALLEY SD","11",66.0,70.9,36.9,29.1,18.4,15.6,33.3,37.6,17.7,11.3
114068003,"BERKS",14,"TULPEHOCKEN AREA SD","05",65.9,62.1,36.4,29.5,12.1,22.0,32.6,29.5,16.7,21.2
114068003,"BERKS",14,"TULPEHOCKEN AREA SD","08",74.7,70.8,29.2,45.5,11.0,14.3,30.5,40.3,18.8,10.4
114068003,"BERKS",14,"TULPEHOCKEN AREA SD","11",48.2,52.5,16.3,31.9,22.0,29.8,24.1,28.4,19.1,28.4
114068103,"BERKS",14,"TWIN VALLEY SD","05",78.2,74.2,50.5,27.7,18.2,3.6,47.5,26.7,19.9,5.9
114068103,"BERKS",14,"TWIN VALLEY SD","08",74.8,78.5,38.7,36.1,16.0,9.3,44.1,34.4,13.7,7.8
114068103,"BERKS",14,"TWIN VALLEY SD","11",53.0,72.1,24.1,28.9,26.3,20.6,33.2,38.9,14.4,13.5
114069103,"BERKS",14,"WILSON  SD","05",77.9,65.8,51.5,26.4,10.8,11.3,32.9,32.9,22.4,11.8
114069103,"BERKS",14,"WILSON  SD","08",76.4,82.0,34.0,42.4,13.1,10.5,50.7,31.3,11.7,6.3
114069103,"BERKS",14,"WILSON  SD","11",57.3,76.1,25.6,31.7,20.1,22.6,38.8,37.3,11.8,12.0
114069353,"BERKS",14,"WYOMISSING AREA SD","05",68.1,68.6,45.4,22.7,16.0,16.0,44.9,23.7,17.8,13.6
114069353,"BERKS",14,"WYOMISSING AREA SD","08",67.9,80.3,35.8,32.1,16.7,15.4,42.6,37.7,9.9,9.9
114069353,"BERKS",14,"WYOMISSING AREA SD","11",68.9,81.7,51.2,17.7,18.3,12.8,53.0,28.7,11.0,7.3
108070502,"BLAIR",8,"ALTOONA AREA SD","05",71.0,66.7,47.6,23.4,15.2,13.8,39.5,27.2,16.7,16.6
108070502,"BLAIR",8,"ALTOONA AREA SD","08",58.2,69.0,26.1,32.1,20.9,20.9,30.6,38.4,14.4,16.6
108070502,"BLAIR",8,"ALTOONA AREA SD","11",52.3,64.4,25.1,27.2,20.1,27.7,29.4,35.0,18.1,17.4
108071003,"BLAIR",8,"BELLWOOD-ANTIS SD","05",70.0,76.6,48.9,21.1,13.3,16.7,33.3,43.3,17.8,5.6
108071003,"BLAIR",8,"BELLWOOD-ANTIS SD","08",74.8,84.6,21.4,53.4,16.5,8.7,47.1,37.5,12.5,2.9
108071003,"BLAIR",8,"BELLWOOD-ANTIS SD","11",60.2,75.5,28.6,31.6,20.4,19.4,26.5,49.0,16.3,8.2
108071504,"BLAIR",8,"CLAYSBURG-KIMMEL SD","05",71.2,64.2,36.4,34.8,19.7,9.1,26.9,37.3,13.4,22.4
108071504,"BLAIR",8,"CLAYSBURG-KIMMEL SD","08",66.6,77.7,19.0,47.6,17.5,15.9,33.3,44.4,6.3,15.9
108071504,"BLAIR",8,"CLAYSBURG-KIMMEL SD","11",36.8,48.5,10.3,26.5,25.0,38.2,23.5,25.0,26.5,25.0
108073503,"BLAIR",8,"HOLLIDAYSBURG AREA SD","05",69.9,75.3,43.0,26.9,17.6,12.5,45.2,30.1,14.3,10.4
108073503,"BLAIR",8,"HOLLIDAYSBURG AREA SD","08",61.8,69.1,24.6,37.2,19.3,18.9,26.9,42.2,16.3,14.6
108073503,"BLAIR",8,"HOLLIDAYSBURG AREA SD","11",65.1,71.6,41.4,23.7,14.0,20.9,40.6,31.0,12.7,15.8
108077503,"BLAIR",8,"SPRING COVE SD","05",70.8,63.7,39.6,31.2,17.5,11.7,36.4,27.3,27.3,9.1
108077503,"BLAIR",8,"SPRING COVE SD","08",65.6,72.3,33.8,31.8,14.2,20.3,42.6,29.7,15.5,12.2
108077503,"BLAIR",8,"SPRING COVE SD","11",49.6,55.6,21.8,27.8,20.3,30.1,21.8,33.8,19.5,24.8
108078003,"BLAIR",8,"TYRONE AREA SD","05",67.8,55.1,34.9,32.9,15.1,17.1,23.8,31.3,24.5,20.4
108078003,"BLAIR",8,"TYRONE AREA SD","08",65.2,72.8,31.0,34.2,18.4,16.5,41.8,31.0,12.0,15.2
108078003,"BLAIR",8,"TYRONE AREA SD","11",64.8,80.6,32.8,32.0,18.8,16.4,45.7,34.9,10.9,8.5
108079004,"BLAIR",8,"WILLIAMSBURG COMMUNITY","05",60.8,60.8,29.4,31.4,21.6,17.6,35.3,25.5,13.7,25.5
108079004,"BLAIR",8,"WILLIAMSBURG COMMUNITY","08",44.5,55.6,8.9,35.6,28.9,26.7,8.9,46.7,28.9,15.6
108079004,"BLAIR",8,"WILLIAMSBURG COMMUNITY","11",33.3,44.4,19.4,13.9,22.2,44.4,19.4,25.0,16.7,38.9
117080503,"BRADFORD",17,"ATHENS AREA SD","05",64.4,52.3,39.1,25.3,19.0,16.7,25.9,26.4,27.6,20.1
117080503,"BRADFORD",17,"ATHENS AREA SD","08",57.6,66.6,16.3,41.3,22.1,20.2,17.6,49.0,20.0,13.3
117080503,"BRADFORD",17,"ATHENS AREA SD","11",40.6,64.5,17.0,23.6,30.9,28.5,23.5,41.0,18.1,17.5
117081003,"BRADFORD",17,"CANTON AREA SD","05",56.2,53.4,27.4,28.8,20.5,23.3,21.9,31.5,34.2,12.3
117081003,"BRADFORD",17,"CANTON AREA SD","08",43.6,62.0,9.9,33.7,25.7,30.7,18.0,44.0,19.0,19.0
117081003,"BRADFORD",17,"CANTON AREA SD","11",38.2,61.8,12.4,25.8,19.1,42.7,19.1,42.7,25.8,12.4
117083004,"BRADFORD",17,"NORTHEAST BRADFORD SD","05",58.3,65.0,28.3,30.0,26.7,15.0,28.3,36.7,23.3,11.7
117083004,"BRADFORD",17,"NORTHEAST BRADFORD SD","08",36.5,56.7,13.5,23.0,23.0,40.5,24.3,32.4,29.7,13.5
117083004,"BRADFORD",17,"NORTHEAST BRADFORD SD","11",35.2,50.7,15.5,19.7,19.7,45.1,14.1,36.6,25.4,23.9
117086003,"BRADFORD",17,"SAYRE AREA SD","05",82.1,83.7,46.4,35.7,11.9,6.0,48.8,34.9,12.8,3.5
117086003,"BRADFORD",17,"SAYRE AREA SD","08",69.2,68.1,21.3,47.9,17.0,13.8,30.9,37.2,17.0,14.9
117086003,"BRADFORD",17,"SAYRE AREA SD","11",55.2,60.2,18.4,36.8,17.2,27.6,19.3,40.9,21.6,18.2
117086503,"BRADFORD",17,"TOWANDA AREA SD","05",52.5,51.4,24.3,28.2,24.3,23.3,22.3,29.1,19.4,29.1
117086503,"BRADFORD",17,"TOWANDA AREA SD","08",67.3,66.0,23.5,43.8,16.3,16.3,24.8,41.2,22.2,11.8
117086503,"BRADFORD",17,"TOWANDA AREA SD","11",41.8,56.8,17.3,24.5,27.3,30.9,19.4,37.4,21.6,21.6
117086653,"BRADFORD",17,"TROY AREA SD","05",44.3,60.6,20.4,23.9,27.5,28.2,26.8,33.8,16.2,23.2
117086653,"BRADFORD",17,"TROY AREA SD","08",47.5,59.0,13.5,34.0,22.4,30.1,18.6,40.4,17.9,23.1
117086653,"BRADFORD",17,"TROY AREA SD","11",40.7,57.3,19.7,21.0,21.7,37.6,22.3,35.0,19.1,23.6
117089003,"BRADFORD",17,"WYALUSING AREA SD","05",66.6,62.1,40.5,26.1,14.4,18.9,30.6,31.5,25.2,12.6
117089003,"BRADFORD",17,"WYALUSING AREA SD","08",68.4,72.0,28.8,39.6,17.1,14.4,28.8,43.2,20.7,7.2
117089003,"BRADFORD",17,"WYALUSING AREA SD","11",57.4,62.3,31.7,25.7,17.8,24.8,25.7,36.6,22.8,14.9
122091002,"BUCKS",22,"BENSALEM TOWNSHIP SD","05",68.0,63.2,42.7,25.3,18.3,13.7,27.9,35.3,21.1,15.7
122091002,"BUCKS",22,"BENSALEM TOWNSHIP SD","08",54.0,69.1,19.8,34.2,22.2,23.8,31.3,37.8,16.7,14.3
122091002,"BUCKS",22,"BENSALEM TOWNSHIP SD","11",37.8,51.2,17.1,20.7,22.1,40.2,17.3,33.9,17.5,31.3
122091303,"BUCKS",22,"BRISTOL BOROUGH SD","05",75.0,52.0,42.0,33.0,8.0,17.0,27.0,25.0,23.0,25.0
122091303,"BUCKS",22,"BRISTOL BOROUGH SD","08",45.4,66.0,15.5,29.9,24.7,29.9,25.8,40.2,20.6,13.4
122091303,"BUCKS",22,"BRISTOL BOROUGH SD","11",34.4,55.3,16.1,18.3,29.0,36.6,13.8,41.5,23.4,21.3
122091352,"BUCKS",22,"BRISTOL TOWNSHIP SD","05",48.0,50.4,23.0,25.0,24.8,27.3,18.3,32.1,28.5,21.2
122091352,"BUCKS",22,"BRISTOL TOWNSHIP SD","08",32.8,52.8,7.0,25.8,25.0,42.2,16.6,36.2,24.3,22.9
122091352,"BUCKS",22,"BRISTOL TOWNSHIP SD","11",30.2,46.6,11.0,19.2,23.4,46.5,11.6,35.0,25.2,28.2
122092002,"BUCKS",22,"CENTENNIAL SD","05",75.3,75.1,51.3,24.0,16.7,7.9,42.4,32.7,17.8,7.1
122092002,"BUCKS",22,"CENTENNIAL SD","08",66.2,81.7,31.0,35.2,20.3,13.5,45.7,36.0,9.5,8.7
122092002,"BUCKS",22,"CENTENNIAL SD","11",55.9,66.9,24.1,31.8,21.1,23.1,28.8,38.1,16.8,16.4
122092102,"BUCKS",22,"CENTRAL BUCKS SD","05",87.2,85.6,68.2,19.0,8.5,4.3,60.2,25.4,9.8,4.7
122092102,"BUCKS",22,"CENTRAL BUCKS SD","08",90.3,93.1,56.8,33.5,6.1,3.7,67.0,26.1,4.2,2.7
122092102,"BUCKS",22,"CENTRAL BUCKS SD","11",74.3,84.7,44.0,30.3,14.3,11.5,50.8,33.9,9.0,6.4
122092353,"BUCKS",22,"COUNCIL ROCK SD","05",84.1,82.6,58.8,25.3,11.4,4.5,50.0,32.6,12.0,5.4
122092353,"BUCKS",22,"COUNCIL ROCK SD","08",84.4,90.2,49.4,35.0,9.5,6.1,54.2,36.0,5.7,4.1
122092353,"BUCKS",22,"COUNCIL ROCK SD","11",74.2,77.4,50.8,23.4,13.1,12.8,41.8,35.6,12.3,10.4
122097203,"BUCKS",22,"MORRISVILLE BOROUGH SD","05",66.3,63.3,28.8,37.5,21.3,12.5,29.1,34.2,26.6,10.1
122097203,"BUCKS",22,"MORRISVILLE BOROUGH SD","08",41.6,49.4,11.7,29.9,19.5,39.0,18.2,31.2,24.7,26.0
122097203,"BUCKS",22,"MORRISVILLE BOROUGH SD","11",20.0,28.0,2.0,18.0,18.0,62.0,10.0,18.0,16.0,56.0
122097502,"BUCKS",22,"NESHAMINY SD","05",78.8,73.0,49.4,29.4,14.4,6.8,42.2,30.8,17.5,9.5
122097502,"BUCKS",22,"NESHAMINY SD","08",70.9,73.4,32.8,38.1,16.3,12.8,33.8,39.6,15.8,10.8
122097502,"BUCKS",22,"NESHAMINY SD","11",43.4,56.3,20.7,22.7,24.2,32.4,22.8,33.5,18.0,25.7
122097604,"BUCKS",22,"NEW HOPE-SOLEBURY SD","05",83.0,82.2,59.8,23.2,3.6,13.4,54.5,27.7,9.8,8.0
122097604,"BUCKS",22,"NEW HOPE-SOLEBURY SD","08",85.7,95.5,42.1,43.6,9.8,4.5,56.4,39.1,3.8,0.8
122097604,"BUCKS",22,"NEW HOPE-SOLEBURY SD","11",75.5,82.4,47.4,28.1,14.9,9.6,48.2,34.2,11.4,6.1
122098003,"BUCKS",22,"PALISADES SD","05",86.2,78.2,58.5,27.7,12.6,1.3,46.3,31.9,18.1,3.8
122098003,"BUCKS",22,"PALISADES SD","08",72.9,85.4,31.7,41.2,19.1,8.0,41.2,44.2,10.6,4.0
122098003,"BUCKS",22,"PALISADES SD","11",57.7,64.6,31.4,26.3,20.6,21.7,32.0,32.6,19.4,16.0
122098103,"BUCKS",22,"PENNRIDGE SD","05",74.4,74.8,42.9,31.5,14.8,10.8,43.6,31.2,16.4,8.8
122098103,"BUCKS",22,"PENNRIDGE SD","08",67.4,78.9,24.1,43.3,18.2,14.4,41.8,37.1,12.9,8.2
122098103,"BUCKS",22,"PENNRIDGE SD","11",67.5,77.6,38.5,29.0,15.6,16.9,37.9,39.7,11.7,10.6
122098202,"BUCKS",22,"PENNSBURY SD","05",78.4,81.0,48.3,30.1,12.8,8.7,46.7,34.3,11.5,7.5
122098202,"BUCKS",22,"PENNSBURY SD","08",69.3,79.4,33.5,35.8,17.7,13.0,44.1,35.3,12.2,8.4
122098202,"BUCKS",22,"PENNSBURY SD","11",58.1,66.3,31.5,26.6,17.4,24.6,33.6,32.7,12.5,21.1
122098403,"BUCKS",22,"QUAKERTOWN COMMUNITY SD","05",77.7,71.6,56.0,21.7,12.3,10.0,45.0,26.6,17.9,10.5
122098403,"BUCKS",22,"QUAKERTOWN COMMUNITY SD","08",68.2,78.8,28.0,40.2,20.9,10.8,34.4,44.4,12.4,8.7
122098403,"BUCKS",22,"QUAKERTOWN COMMUNITY SD","11",51.5,63.7,22.7,28.8,23.7,24.7,24.4,39.3,17.1,19.1
104101252,"BUTLER",4,"BUTLER AREA SD","05",77.3,72.5,49.5,27.8,15.9,6.9,39.7,32.8,17.6,9.9
104101252,"BUTLER",4,"BUTLER AREA SD","08",65.6,73.8,27.3,38.3,18.8,15.7,31.3,42.5,15.4,10.7
104101252,"BUTLER",4,"BUTLER AREA SD","11",48.7,58.4,25.0,23.7,17.4,34.0,24.0,34.4,18.2,23.4
104103603,"BUTLER",4,"KARNS CITY AREA SD","05",69.2,69.2,43.6,25.6,19.2,11.5,33.3,35.9,17.9,12.8
104103603,"BUTLER",4,"KARNS CITY AREA SD","08",56.1,64.7,15.8,40.3,22.3,21.6,18.7,46.0,21.6,13.7
104103603,"BUTLER",4,"KARNS CITY AREA SD","11",48.6,61.7,19.9,28.7,25.0,26.5,17.6,44.1,21.3,16.9
104105003,"BUTLER",4,"MARS AREA SD","05",78.7,69.8,45.5,33.2,12.8,8.5,31.5,38.3,18.3,11.9
104105003,"BUTLER",4,"MARS AREA SD","08",74.8,80.1,34.6,40.2,15.0,10.2,37.4,42.7,11.0,8.9
104105003,"BUTLER",4,"MARS AREA SD","11",61.1,76.8,27.1,34.0,18.7,20.2,31.5,45.3,11.3,11.8
104105353,"BUTLER",4,"MONITEAU SD","05",57.0,58.7,30.8,26.2,22.3,20.8,30.5,28.2,23.7,17.6
104105353,"BUTLER",4,"MONITEAU SD","08",40.3,62.8,9.3,31.0,27.1,32.6,20.9,41.9,19.4,17.8
104105353,"BUTLER",4,"MONITEAU SD","11",46.2,67.6,12.0,34.2,22.2,31.6,30.8,36.8,13.7,18.8
104107903,"BUTLER",4,"SENECA VALLEY SD","05",62.2,73.4,32.7,29.5,22.8,15.1,41.4,32.0,17.0,9.6
104107903,"BUTLER",4,"SENECA VALLEY SD","08",70.6,81.8,24.2,46.4,18.6,10.7,40.8,41.0,11.7,6.4
104107903,"BUTLER",4,"SENECA VALLEY SD","11",56.2,68.1,25.6,30.6,19.2,24.7,31.6,36.5,16.8,15.1
104107503,"BUTLER",4,"SLIPPERY ROCK AREA SD","05",60.7,64.2,35.3,25.4,22.9,16.4,36.3,27.9,22.4,13.4
104107503,"BUTLER",4,"SLIPPERY ROCK AREA SD","08",50.3,63.9,17.8,32.5,27.2,22.5,22.5,41.4,13.6,22.5
104107503,"BUTLER",4,"SLIPPERY ROCK AREA SD","11",50.3,61.2,21.3,29.0,21.3,28.4,29.0,32.2,18.6,20.2
104107803,"BUTLER",4,"SOUTH BUTLER COUNTY SD","05",78.0,78.5,45.5,32.5,12.0,10.0,48.0,30.5,13.0,8.5
104107803,"BUTLER",4,"SOUTH BUTLER COUNTY SD","08",70.3,83.2,33.6,36.7,19.1,10.5,44.1,39.1,10.5,6.3
104107803,"BUTLER",4,"SOUTH BUTLER COUNTY SD","11",54.1,67.2,22.7,31.4,20.1,25.8,26.2,41.0,18.3,14.4
108110603,"CAMBRIA",8,"BLACKLICK VALLEY SD","05",74.6,80.4,47.1,27.5,13.7,11.8,31.4,49.0,15.7,3.9
108110603,"CAMBRIA",8,"BLACKLICK VALLEY SD","08",69.2,73.0,19.2,50.0,15.4,15.4,28.8,44.2,15.4,11.5
108110603,"CAMBRIA",8,"BLACKLICK VALLEY SD","11",52.7,63.1,24.6,28.1,31.6,15.8,29.8,33.3,22.8,14.0
108111203,"CAMBRIA",8,"CAMBRIA HEIGHTS SD","05",70.3,71.9,40.5,29.8,24.8,5.0,36.4,35.5,14.9,13.2
108111203,"CAMBRIA",8,"CAMBRIA HEIGHTS SD","08",59.2,77.7,19.4,39.8,25.0,15.7,40.7,37.0,14.8,7.4
108111203,"CAMBRIA",8,"CAMBRIA HEIGHTS SD","11",46.2,67.1,14.9,31.3,31.3,22.4,20.1,47.0,19.4,13.4
108111303,"CAMBRIA",8,"CENTRAL CAMBRIA SD","05",70.8,65.4,46.2,24.6,13.1,16.2,24.6,40.8,22.3,12.3
108111303,"CAMBRIA",8,"CENTRAL CAMBRIA SD","08",69.8,73.7,30.1,39.7,15.4,14.7,42.3,31.4,14.1,12.2
108111303,"CAMBRIA",8,"CENTRAL CAMBRIA SD","11",59.3,77.3,21.5,37.8,25.6,15.1,33.7,43.6,15.7,7.0
108111403,"CAMBRIA",8,"CONEMAUGH VALLEY SD","05",71.7,83.3,41.7,30.0,16.7,11.7,58.3,25.0,8.3,8.3
108111403,"CAMBRIA",8,"CONEMAUGH VALLEY SD","08",65.7,79.1,23.9,41.8,23.9,10.4,31.3,47.8,10.4,10.4
108111403,"CAMBRIA",8,"CONEMAUGH VALLEY SD","11",41.7,61.6,21.7,20.0,25.0,33.3,18.3,43.3,25.0,13.3
108112003,"CAMBRIA",8,"FERNDALE AREA SD","05",63.9,57.3,39.3,24.6,24.6,11.5,26.2,31.1,32.8,9.8
108112003,"CAMBRIA",8,"FERNDALE AREA SD","08",71.7,83.0,22.6,49.1,24.5,3.8,43.4,39.6,13.2,3.8
108112003,"CAMBRIA",8,"FERNDALE AREA SD","11",56.6,77.3,20.8,35.8,24.5,18.9,35.8,41.5,15.1,7.5
108112203,"CAMBRIA",8,"FOREST HILLS SD","05",61.5,67.6,31.3,30.2,22.3,16.2,35.8,31.8,19.6,12.8
108112203,"CAMBRIA",8,"FOREST HILLS SD","08",55.8,82.2,19.0,36.8,28.1,16.1,35.1,47.1,8.7,9.1
