"The 2007 PSSA Writing District Level Proficiency Results by Grade and District Total (Full Academic Year)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Groups that have less than 10 students assessed are noted by an asterisk (*). Performance level totals may not add up to 100 due to rounding. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"District total may include data from those grades that are represented by an asterisk.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AUN","County","IU Number","District Name","Grade","Number scored Writing","Writing Advanced","Writing Proficient","Writing Basic","Writing Below Basic","Number scored Writing                IEP","Writing Advanced IEP","Writing Proficient IEP","Writing Basic              IEP","Writing Below Basic             IEP","Number scored Writing                ELL","Writing Advanced ELL","Writing Proficient ELL","Writing Basic             ELL","Writing Below Basic              ELL","Number scored Writing Title I","Writing Advanced Title I","Writing Proficient Title I","Writing Basic             Title I","Writing Below Basic            Title I","Number scored Writing Migrant","Writing Advanced Migrant","Writing Proficient Migrant","Writing Basic Migrant","Writing Below Basic Migrant","Number scored Writing Econ. Disadv.","Writing Advanced Econ. Disadv.","Writing Proficient Econ. Disadv.","Writing Basic Econ. Disadv.","Writing Below Basic Econ. Disadv.","Number scored Writing Male","Writing Advanced Male","Writing Proficient Male","Writing Basic              Male","Writing Below Basic             Male","Number scored Writing Female","Writing Advanced Female","Writing Proficient Female","Writing Basic Female","Writing Below Basic Female","Number scored Writing Title III","Writing Advanced Title III","Writing Proficient Title III","Writing Basic                 Title III","Writing Below Basic             Title III","Number scored Writing  White","Writing Advanced  White","Writing Proficient  White","Writing Basic  White","Writing Below Basic  White","Number scored Writing  Black","Writing Advanced  Black","Writing Proficient  Black","Writing Basic  Black","Writing Below Basic  Black","Number scored Writing  Hispanic","Writing Advanced  Hispanic","Writing Proficient  Hispanic","Writing Basic  Hispanic","Writing Below Basic  Hispanic","Number scored Writing  Asian","Writing Advanced  Asian","Writing Proficient  Asian","Writing Basic  Asian","Writing Below Basic  Asian","Number scored Writing  Native American","Writing Advanced  Native American","Writing Proficient  Native American","Writing Basic  Native American","Writing Below Basic  Native American","Number scored Writing  Multi-ethnic","Writing Advanced  Multi-ethnic","Writing Proficient  Multi-ethnic","Writing Basic  Multi-ethnic","Writing Below Basic  Multi-ethnic"
124156503,"Chester                         ",24,"OCTORARA AREA SD",11,190,4.7,81.6,12.1,1.6,37,2.7,51.4,37.8,8.1,0,"*","*","*","*",1,"*","*","*","*",1,"*","*","*","*",20,0.0,65.0,35.0,0.0,109,3.7,76.1,17.4,2.8,81,6.2,88.9,4.9,0.0,0,"*","*","*","*",171,5.3,82.5,10.5,1.8,10,0.0,90.0,10.0,0.0,9,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
124156503,"Chester                         ",24,"OCTORARA AREA SD","District Total",604,7.3,68.9,22.7,1.2,99,2.0,41.4,49.5,7.1,0,"*","*","*","*",113,2.7,52.2,45.1,0.0,1,"*","*","*","*",96,1.0,55.2,41.7,2.1,307,5.5,63.5,28.7,2.3,297,9.1,74.4,16.5,0.0,0,"*","*","*","*",539,7.8,70.5,20.6,1.1,33,3.0,57.6,36.4,3.0,31,3.2,54.8,41.9,0.0,1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
124156603,"Chester                         ",24,"OWEN J ROBERTS SD",5,352,2.3,75.0,22.4,0.3,47,0.0,23.4,74.5,2.1,0,"*","*","*","*",32,0.0,50.0,50.0,0.0,0,"*","*","*","*",22,4.5,59.1,31.8,4.5,191,1.6,67.5,30.9,0.0,161,3.1,83.9,12.4,0.6,0,"*","*","*","*",340,2.4,76.2,21.5,0.0,2,"*","*","*","*",2,"*","*","*","*",5,"*","*","*","*",2,"*","*","*","*",1,"*","*","*","*"
124156603,"Chester                         ",24,"OWEN J ROBERTS SD",8,367,13.6,68.4,16.9,1.1,68,0.0,50.0,44.1,5.9,1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",25,0.0,44.0,44.0,12.0,188,8.5,68.1,21.3,2.1,179,19.0,68.7,12.3,0.0,1,"*","*","*","*",349,14.3,69.1,16.0,0.6,13,0.0,53.8,38.5,7.7,4,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
124156603,"Chester                         ",24,"OWEN J ROBERTS SD",11,370,8.4,83.2,8.4,0.0,58,1.7,72.4,25.9,0.0,1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",11,0.0,90.9,9.1,0.0,200,7.0,83.0,10.0,0.0,169,10.1,83.4,6.5,0.0,1,"*","*","*","*",350,8.9,83.4,7.7,0.0,11,0.0,81.8,18.2,0.0,6,"*","*","*","*",2,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
124156603,"Chester                         ",24,"OWEN J ROBERTS SD","District Total",1089,8.2,75.6,15.8,0.5,173,0.6,50.3,46.2,2.9,2,"*","*","*","*",32,0.0,50.0,50.0,0.0,0,"*","*","*","*",58,1.7,58.6,32.8,6.9,579,5.7,73.1,20.6,0.7,509,11.0,78.4,10.4,0.2,2,"*","*","*","*",1039,8.6,76.2,15.0,0.2,26,0.0,69.2,26.9,3.8,12,0.0,75.0,16.7,8.3,8,"*","*","*","*",2,"*","*","*","*",1,"*","*","*","*"
124156703,"Chester                         ",24,"OXFORD AREA SD",5,237,2.1,66.7,30.8,0.4,43,0.0,16.3,81.4,2.3,26,0.0,34.6,65.4,0.0,22,0.0,40.9,59.1,0.0,3,"*","*","*","*",64,0.0,40.6,57.8,1.6,130,1.5,55.4,42.3,0.8,107,2.8,80.4,16.8,0.0,26,0.0,34.6,65.4,0.0,192,2.6,73.4,24.0,0.0,13,0.0,46.2,46.2,7.7,31,0.0,32.3,67.7,0.0,1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
124156703,"Chester                         ",24,"OXFORD AREA SD",8,249,20.9,59.0,15.7,4.4,59,1.7,45.8,33.9,18.6,27,3.7,51.9,37.0,7.4,0,"*","*","*","*",5,"*","*","*","*",73,5.5,67.1,24.7,2.7,125,7.2,64.0,23.2,5.6,124,34.7,54.0,8.1,3.2,27,3.7,51.9,37.0,7.4,178,25.8,56.7,12.4,5.1,21,19.0,66.7,14.3,0.0,50,4.0,64.0,28.0,4.0,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
124156703,"Chester                         ",24,"OXFORD AREA SD",11,274,9.5,79.9,8.8,1.8,35,0.0,68.6,25.7,5.7,9,"*","*","*","*",0,"*","*","*","*",1,"*","*","*","*",53,5.7,69.8,17.0,7.5,136,5.9,80.1,11.0,2.9,138,13.0,79.7,6.5,0.7,9,"*","*","*","*",216,11.1,82.4,6.0,0.5,22,0.0,95.5,4.5,0.0,32,3.1,53.1,31.3,12.5,3,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*"
124156703,"Chester                         ",24,"OXFORD AREA SD","District Total",760,10.9,68.9,17.9,2.2,137,0.7,42.3,46.7,10.2,62,1.6,40.3,50.0,8.1,22,0.0,40.9,59.1,0.0,9,"*","*","*","*",190,3.7,58.9,33.7,3.7,391,4.9,66.8,25.3,3.1,369,17.3,71.3,10.0,1.4,62,0.2,4.0,5.0,0.8,586,12.8,71.7,13.8,1.7,56,7.1,73.2,17.9,1.8,113,2.7,52.2,39.8,5.3,4,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*"
124157203,"Chester                         ",24,"PHOENIXVILLE AREA SD",5,247,2.0,72.5,25.1,0.4,49,0.0,38.8,59.2,2.0,1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",42,0.0,40.5,59.5,0.0,134,2.2,64.2,32.8,0.7,113,1.8,82.3,15.9,0.0,1,"*","*","*","*",203,2.5,77.8,19.7,0.0,32,0.0,34.4,62.5,3.1,8,"*","*","*","*",4,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
124157203,"Chester                         ",24,"PHOENIXVILLE AREA SD",8,256,12.5,62.9,22.7,2.0,53,1.9,45.3,45.3,7.5,2,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",50,4.0,58.0,30.0,8.0,130,11.5,57.7,28.5,2.3,126,13.5,68.3,16.7,1.6,0,"*","*","*","*",203,14.3,63.1,22.2,0.5,34,5.9,61.8,23.5,8.8,12,8.3,50.0,33.3,8.3,7,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
124157203,"Chester                         ",24,"PHOENIXVILLE AREA SD",11,256,9.4,84.0,6.3,0.4,27,0.0,55.6,40.7,3.7,1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",21,4.8,66.7,28.6,0.0,127,6.3,81.9,11.0,0.8,129,12.4,86.0,1.6,0.0,0,"*","*","*","*",223,9.9,84.8,4.9,0.4,21,4.8,71.4,23.8,0.0,4,"*","*","*","*",7,"*","*","*","*",0,"*","*","*","*",1,"*","*","*","*"
124157203,"Chester                         ",24,"PHOENIXVILLE AREA SD","District Total",759,8.0,73.1,17.9,0.9,129,0.8,45.0,49.6,4.7,4,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",113,2.7,53.1,40.7,3.5,391,6.6,67.8,24.3,1.3,368,9.5,78.8,11.1,0.5,1,"*","*","*","*",629,8.9,75.5,15.3,0.3,87,3.4,54.0,37.9,4.6,24,4.2,66.7,25.0,4.2,18,5.6,88.9,5.6,0.0,0,"*","*","*","*",1,"*","*","*","*"
124157802,"Chester                         ",24,"TREDYFFRIN-EASTTOWN SD",5,442,1.4,73.1,25.6,0.0,55,0.0,40.0,60.0,0.0,7,"*","*","*","*",18,0.0,22.2,77.8,0.0,0,"*","*","*","*",17,0.0,47.1,52.9,0.0,212,0.9,63.2,35.8,0.0,230,1.7,82.2,16.1,0.0,7,"*","*","*","*",357,1.4,72.3,26.3,0.0,20,0.0,50.0,50.0,0.0,9,"*","*","*","*",56,1.8,82.1,16.1,0.0,0,"*","*","*","*",0,"*","*","*","*"
124157802,"Chester                         ",24,"TREDYFFRIN-EASTTOWN SD",8,460,36.1,60.0,3.7,0.2,47,6.4,76.6,14.9,2.1,2,"*","*","*","*",11,0.0,90.9,9.1,0.0,0,"*","*","*","*",10,10.0,60.0,30.0,0.0,228,25.0,70.6,3.9,0.4,232,47.0,49.6,3.4,0.0,2,"*","*","*","*",394,35.3,62.4,2.0,0.3,18,11.1,55.6,33.3,0.0,9,"*","*","*","*",39,59.0,35.9,5.1,0.0,0,"*","*","*","*",0,"*","*","*","*"
124157802,"Chester                         ",24,"TREDYFFRIN-EASTTOWN SD",11,493,17.0,80.9,2.0,0.0,48,0.0,85.4,14.6,0.0,6,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",7,"*","*","*","*",253,13.0,83.4,3.6,0.0,239,21.3,78.2,0.4,0.0,6,"*","*","*","*",417,15.6,82.5,1.9,0.0,23,8.7,91.3,0.0,0.0,10,20.0,60.0,20.0,0.0,42,35.7,64.3,0.0,0.0,0,"*","*","*","*",0,"*","*","*","*"
124157802,"Chester                         ",24,"TREDYFFRIN-EASTTOWN SD","District Total",1395,18.4,71.5,10.0,0.1,150,2.0,66.0,31.3,0.7,15,6.7,46.7,46.7,0.0,29,0.0,48.3,51.7,0.0,0,"*","*","*","*",34,2.9,61.8,35.3,0.0,693,13.3,73.0,13.6,0.1,701,23.4,70.0,6.6,0.0,15,0.7,4.7,4.7,0.0,1168,17.9,72.6,9.4,0.1,61,6.6,67.2,26.2,0.0,28,14.3,75.0,10.7,0.0,137,28.5,63.5,8.0,0.0,0,"*","*","*","*",0,"*","*","*","*"
124158503,"Chester                         ",24,"UNIONVILLE-CHADDS FORD SD",5,305,2.3,87.2,10.2,0.3,49,0.0,55.1,42.9,2.0,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",7,"*","*","*","*",152,2.0,84.2,13.2,0.7,153,2.6,90.2,7.2,0.0,0,"*","*","*","*",288,1.7,87.8,10.1,0.3,2,"*","*","*","*",5,"*","*","*","*",10,20.0,80.0,0.0,0.0,0,"*","*","*","*",0,"*","*","*","*"
124158503,"Chester                         ",24,"UNIONVILLE-CHADDS FORD SD",8,358,20.7,72.3,7.0,0.0,43,0.0,76.7,23.3,0.0,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",3,"*","*","*","*",201,13.4,76.6,10.0,0.0,157,29.9,66.9,3.2,0.0,0,"*","*","*","*",340,20.6,72.6,6.8,0.0,4,"*","*","*","*",4,"*","*","*","*",10,20.0,80.0,0.0,0.0,0,"*","*","*","*",0,"*","*","*","*"
124158503,"Chester                         ",24,"UNIONVILLE-CHADDS FORD SD",11,316,14.2,81.6,4.1,0.0,45,0.0,82.2,17.8,0.0,1,"*","*","*","*",0,"*","*","*","*",1,"*","*","*","*",5,"*","*","*","*",162,8.6,85.8,5.6,0.0,154,20.1,77.3,2.6,0.0,0,"*","*","*","*",295,13.2,82.7,4.1,0.0,2,"*","*","*","*",6,"*","*","*","*",13,30.8,69.2,0.0,0.0,0,"*","*","*","*",0,"*","*","*","*"
124158503,"Chester                         ",24,"UNIONVILLE-CHADDS FORD SD","District Total",979,12.9,80.0,7.0,0.1,137,0.0,70.8,28.5,0.7,1,"*","*","*","*",0,"*","*","*","*",1,"*","*","*","*",15,0.0,86.7,13.3,0.0,515,8.5,81.7,9.5,0.2,464,17.7,78.0,4.3,0.0,0,"*","*","*","*",923,12.4,80.6,6.9,0.1,8,"*","*","*","*",15,13.3,73.3,13.3,0.0,33,24.2,75.8,0.0,0.0,0,"*","*","*","*",0,"*","*","*","*"
124159002,"Chester                         ",24,"WEST CHESTER AREA SD",5,920,3.9,74.8,21.3,0.0,121,0.0,43.8,56.2,0.0,26,0.0,19.2,80.8,0.0,29,0.0,58.6,41.4,0.0,0,"*","*","*","*",81,1.2,45.7,53.1,0.0,489,2.7,68.7,28.6,0.0,431,5.3,81.7,13.0,0.0,26,0.0,19.2,80.8,0.0,767,4.3,76.4,19.3,0.0,65,1.5,60.0,38.5,0.0,35,0.0,42.9,57.1,0.0,51,3.9,92.2,3.9,0.0,1,"*","*","*","*",1,"*","*","*","*"
124159002,"Chester                         ",24,"WEST CHESTER AREA SD",8,909,19.0,60.9,18.6,1.4,114,0.9,47.4,43.9,7.9,11,0.0,9.1,54.5,36.4,0,"*","*","*","*",1,"*","*","*","*",62,6.5,35.5,45.2,12.9,464,13.8,61.0,23.3,1.9,444,24.5,60.8,13.7,0.9,11,0.0,9.1,54.5,36.4,747,20.1,62.7,16.9,0.4,79,5.1,54.4,35.4,5.1,31,12.9,48.4,19.4,19.4,51,29.4,52.9,17.6,0.0,0,"*","*","*","*",0,"*","*","*","*"
124159002,"Chester                         ",24,"WEST CHESTER AREA SD",11,920,10.3,83.8,5.3,0.5,115,0.0,73.9,23.5,2.6,13,0.0,23.1,53.8,23.1,0,"*","*","*","*",0,"*","*","*","*",43,0.0,67.4,25.6,7.0,468,6.8,85.7,6.6,0.9,451,14.0,81.8,4.0,0.2,12,0.0,25.0,50.0,25.0,790,10.0,86.1,3.8,0.1,58,6.9,75.9,15.5,1.7,29,0.0,72.4,20.7,6.9,41,29.3,58.5,9.8,2.4,0,"*","*","*","*",1,"*","*","*","*"
124159002,"Chester                         ",24,"WEST CHESTER AREA SD","District Total",2749,11.1,73.2,15.1,0.7,350,0.3,54.9,41.4,3.4,50,0.0,18.0,68.0,14.0,29,0.0,58.6,41.4,0.0,1,"*","*","*","*",186,2.7,47.3,44.1,5.9,1421,7.7,71.8,19.6,0.9,1326,14.7,74.7,10.2,0.4,49,0.0,1.8,6.7,1.4,2304,11.4,75.3,13.2,0.2,202,4.5,62.4,30.7,2.5,95,4.2,53.7,33.7,8.4,143,20.3,68.5,10.5,0.7,1,"*","*","*","*",2,"*","*","*","*"
106160303,"Clarion                         ",6,"ALLEGHENY-CLARION VALLEY SD",5,59,0.0,50.8,49.2,0.0,11,0.0,18.2,81.8,0.0,0,"*","*","*","*",24,0.0,20.8,79.2,0.0,0,"*","*","*","*",21,0.0,52.4,47.6,0.0,29,0.0,34.5,65.5,0.0,30,0.0,66.7,33.3,0.0,0,"*","*","*","*",59,0.0,50.8,49.2,0.0,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
106160303,"Clarion                         ",6,"ALLEGHENY-CLARION VALLEY SD",8,77,1.3,74.0,23.4,1.3,8,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",30,3.3,63.3,30.0,3.3,43,0.0,65.1,32.6,2.3,34,2.9,85.3,11.8,0.0,0,"*","*","*","*",77,1.3,74.0,23.4,1.3,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
106160303,"Clarion                         ",6,"ALLEGHENY-CLARION VALLEY SD",11,87,0.0,83.9,16.1,0.0,23,0.0,56.5,43.5,0.0,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",40,0.0,82.5,17.5,0.0,47,0.0,78.7,21.3,0.0,40,0.0,90.0,10.0,0.0,0,"*","*","*","*",86,0.0,83.7,16.3,0.0,1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
106160303,"Clarion                         ",6,"ALLEGHENY-CLARION VALLEY SD","District Total",223,0.4,71.7,27.4,0.4,42,0.0,40.5,57.1,2.4,0,"*","*","*","*",24,0.0,20.8,79.2,0.0,0,"*","*","*","*",91,1.1,69.2,28.6,1.1,119,0.0,63.0,36.1,0.8,104,1.0,81.7,17.3,0.0,0,"*","*","*","*",222,0.5,71.6,27.5,0.5,1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
106161203,"Clarion                         ",6,"CLARION AREA SD",5,50,0.0,56.0,44.0,0.0,7,"*","*","*","*",0,"*","*","*","*",7,"*","*","*","*",0,"*","*","*","*",11,0.0,36.4,63.6,0.0,27,0.0,48.1,51.9,0.0,23,0.0,65.2,34.8,0.0,0,"*","*","*","*",47,0.0,57.4,42.6,0.0,3,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
106161203,"Clarion                         ",6,"CLARION AREA SD",8,65,16.9,61.5,21.5,0.0,5,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",17,5.9,47.1,47.1,0.0,31,9.7,61.3,29.0,0.0,34,23.5,61.8,14.7,0.0,0,"*","*","*","*",60,16.7,65.0,18.3,0.0,2,"*","*","*","*",2,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
106161203,"Clarion                         ",6,"CLARION AREA SD",11,72,9.7,84.7,5.6,0.0,10,0.0,80.0,20.0,0.0,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",12,16.7,66.7,16.7,0.0,37,2.7,89.2,8.1,0.0,35,17.1,80.0,2.9,0.0,0,"*","*","*","*",70,10.0,84.3,5.7,0.0,1,"*","*","*","*",0,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
106161203,"Clarion                         ",6,"CLARION AREA SD","District Total",187,9.6,69.0,21.4,0.0,22,0.0,36.4,63.6,0.0,0,"*","*","*","*",7,"*","*","*","*",0,"*","*","*","*",40,7.5,50.0,42.5,0.0,95,4.2,68.4,27.4,0.0,92,15.2,69.6,15.2,0.0,0,"*","*","*","*",177,9.6,70.6,19.8,0.0,6,"*","*","*","*",2,"*","*","*","*",2,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
106161703,"Clarion                         ",6,"CLARION-LIMESTONE AREA SD",5,110,0.9,73.6,24.5,0.9,16,0.0,18.8,75.0,6.3,0,"*","*","*","*",19,0.0,31.6,68.4,0.0,0,"*","*","*","*",36,0.0,47.2,50.0,2.8,51,0.0,68.6,29.4,2.0,59,1.7,78.0,20.3,0.0,0,"*","*","*","*",103,1.0,71.8,26.2,1.0,1,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",5,"*","*","*","*"
106161703,"Clarion                         ",6,"CLARION-LIMESTONE AREA SD",8,85,18.8,65.9,14.1,1.2,12,0.0,41.7,50.0,8.3,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",23,8.7,65.2,21.7,4.3,46,17.4,56.5,23.9,2.2,39,20.5,76.9,2.6,0.0,0,"*","*","*","*",81,18.5,65.4,14.8,1.2,1,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",2,"*","*","*","*"
106161703,"Clarion                         ",6,"CLARION-LIMESTONE AREA SD",11,74,10.8,78.4,9.5,1.4,8,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",12,8.3,58.3,33.3,0.0,46,10.9,78.3,8.7,2.2,28,10.7,78.6,10.7,0.0,0,"*","*","*","*",73,11.0,79.5,8.2,1.4,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",1,"*","*","*","*"
106161703,"Clarion                         ",6,"CLARION-LIMESTONE AREA SD","District Total",269,9.3,72.5,17.1,1.1,36,0.0,30.6,63.9,5.6,0,"*","*","*","*",19,0.0,31.6,68.4,0.0,0,"*","*","*","*",71,4.2,54.9,38.0,2.8,143,9.1,67.8,21.0,2.1,126,9.5,77.8,12.7,0.0,0,"*","*","*","*",257,9.3,72.0,17.5,1.2,2,"*","*","*","*",2,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",8,"*","*","*","*"
106166503,"Clarion                         ",6,"KEYSTONE SD",5,86,0.0,64.0,36.0,0.0,10,0.0,10.0,90.0,0.0,0,"*","*","*","*",30,0.0,46.7,53.3,0.0,0,"*","*","*","*",35,0.0,51.4,48.6,0.0,39,0.0,61.5,38.5,0.0,47,0.0,66.0,34.0,0.0,0,"*","*","*","*",85,0.0,63.5,36.5,0.0,1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
106166503,"Clarion                         ",6,"KEYSTONE SD",8,89,3.4,70.8,22.5,3.4,16,0.0,37.5,43.8,18.8,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",34,0.0,70.6,23.5,5.9,49,0.0,65.3,30.6,4.1,40,7.5,77.5,12.5,2.5,0,"*","*","*","*",88,3.4,70.5,22.7,3.4,0,"*","*","*","*",0,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
106166503,"Clarion                         ",6,"KEYSTONE SD",11,110,3.6,89.1,7.3,0.0,11,0.0,45.5,54.5,0.0,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",27,0.0,88.9,11.1,0.0,54,3.7,88.9,7.4,0.0,56,3.6,89.3,7.1,0.0,0,"*","*","*","*",110,3.6,89.1,7.3,0.0,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
106166503,"Clarion                         ",6,"KEYSTONE SD","District Total",285,2.5,75.8,20.7,1.1,37,0.0,32.4,59.5,8.1,0,"*","*","*","*",30,0.0,46.7,53.3,0.0,0,"*","*","*","*",96,0.0,68.8,29.2,2.1,142,1.4,73.2,23.9,1.4,143,3.5,78.3,17.5,0.7,0,"*","*","*","*",283,2.5,75.6,20.8,1.1,1,"*","*","*","*",0,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
106167504,"Clarion                         ",6,"NORTH CLARION COUNTY SD",5,45,0.0,64.4,35.6,0.0,10,0.0,10.0,90.0,0.0,0,"*","*","*","*",9,"*","*","*","*",0,"*","*","*","*",15,0.0,60.0,40.0,0.0,20,0.0,45.0,55.0,0.0,25,0.0,80.0,20.0,0.0,0,"*","*","*","*",43,0.0,62.8,37.2,0.0,0,"*","*","*","*",0,"*","*","*","*",2,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
106167504,"Clarion                         ",6,"NORTH CLARION COUNTY SD",8,61,23.0,70.5,6.6,0.0,10,0.0,70.0,30.0,0.0,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",15,26.7,60.0,13.3,0.0,27,14.8,77.8,7.4,0.0,34,29.4,64.7,5.9,0.0,0,"*","*","*","*",58,20.7,72.4,6.9,0.0,2,"*","*","*","*",0,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
106167504,"Clarion                         ",6,"NORTH CLARION COUNTY SD",11,58,1.7,86.2,12.1,0.0,10,0.0,40.0,60.0,0.0,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",13,0.0,76.9,23.1,0.0,27,0.0,77.8,22.2,0.0,31,3.2,93.5,3.2,0.0,0,"*","*","*","*",58,1.7,86.2,12.1,0.0,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
106167504,"Clarion                         ",6,"NORTH CLARION COUNTY SD","District Total",164,9.1,74.4,16.5,0.0,30,0.0,40.0,60.0,0.0,0,"*","*","*","*",9,"*","*","*","*",0,"*","*","*","*",43,9.3,65.1,25.6,0.0,74,5.4,68.9,25.7,0.0,90,12.2,78.9,8.9,0.0,0,"*","*","*","*",159,8.2,74.8,17.0,0.0,2,"*","*","*","*",0,"*","*","*","*",3,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
106168003,"Clarion                         ",6,"REDBANK VALLEY SD",5,101,1.0,75.2,23.8,0.0,20,0.0,40.0,60.0,0.0,0,"*","*","*","*",24,0.0,79.2,20.8,0.0,0,"*","*","*","*",35,0.0,68.6,31.4,0.0,48,0.0,68.8,31.3,0.0,53,1.9,81.1,17.0,0.0,0,"*","*","*","*",99,1.0,74.7,24.2,0.0,1,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
106168003,"Clarion                         ",6,"REDBANK VALLEY SD",8,90,25.6,68.9,5.6,0.0,7,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",16,12.5,75.0,12.5,0.0,44,15.9,77.3,6.8,0.0,46,34.8,60.9,4.3,0.0,0,"*","*","*","*",90,25.6,68.9,5.6,0.0,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
106168003,"Clarion                         ",6,"REDBANK VALLEY SD",11,87,9.2,83.9,6.9,0.0,7,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",16,0.0,87.5,12.5,0.0,48,6.3,87.5,6.3,0.0,39,12.8,79.5,7.7,0.0,0,"*","*","*","*",86,9.3,83.7,7.0,0.0,1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
106168003,"Clarion                         ",6,"REDBANK VALLEY SD","District Total",278,11.5,75.9,12.6,0.0,34,0.0,55.9,44.1,0.0,0,"*","*","*","*",24,0.0,79.2,20.8,0.0,0,"*","*","*","*",67,3.0,74.6,22.4,0.0,140,7.1,77.9,15.0,0.0,138,15.9,73.9,10.1,0.0,0,"*","*","*","*",275,11.6,75.6,12.7,0.0,2,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
