"The 2007 PSSA Writing District Level Proficiency Results by Grade and District Total (Full Academic Year)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Groups that have less than 10 students assessed are noted by an asterisk (*). Performance level totals may not add up to 100 due to rounding. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"District total may include data from those grades that are represented by an asterisk.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AUN","County","IU Number","District Name","Grade","Number scored Writing","Writing Advanced","Writing Proficient","Writing Basic","Writing Below Basic","Number scored Writing                IEP","Writing Advanced IEP","Writing Proficient IEP","Writing Basic              IEP","Writing Below Basic             IEP","Number scored Writing                ELL","Writing Advanced ELL","Writing Proficient ELL","Writing Basic             ELL","Writing Below Basic              ELL","Number scored Writing Title I","Writing Advanced Title I","Writing Proficient Title I","Writing Basic             Title I","Writing Below Basic            Title I","Number scored Writing Migrant","Writing Advanced Migrant","Writing Proficient Migrant","Writing Basic Migrant","Writing Below Basic Migrant","Number scored Writing Econ. Disadv.","Writing Advanced Econ. Disadv.","Writing Proficient Econ. Disadv.","Writing Basic Econ. Disadv.","Writing Below Basic Econ. Disadv.","Number scored Writing Male","Writing Advanced Male","Writing Proficient Male","Writing Basic              Male","Writing Below Basic             Male","Number scored Writing Female","Writing Advanced Female","Writing Proficient Female","Writing Basic Female","Writing Below Basic Female","Number scored Writing Title III","Writing Advanced Title III","Writing Proficient Title III","Writing Basic                 Title III","Writing Below Basic             Title III","Number scored Writing  White","Writing Advanced  White","Writing Proficient  White","Writing Basic  White","Writing Below Basic  White","Number scored Writing  Black","Writing Advanced  Black","Writing Proficient  Black","Writing Basic  Black","Writing Below Basic  Black","Number scored Writing  Hispanic","Writing Advanced  Hispanic","Writing Proficient  Hispanic","Writing Basic  Hispanic","Writing Below Basic  Hispanic","Number scored Writing  Asian","Writing Advanced  Asian","Writing Proficient  Asian","Writing Basic  Asian","Writing Below Basic  Asian","Number scored Writing  Native American","Writing Advanced  Native American","Writing Proficient  Native American","Writing Basic  Native American","Writing Below Basic  Native American","Number scored Writing  Multi-ethnic","Writing Advanced  Multi-ethnic","Writing Proficient  Multi-ethnic","Writing Basic  Multi-ethnic","Writing Below Basic  Multi-ethnic"
112282004,"Franklin                        ",12,"FANNETT-METAL SD",8,51,5.9,70.6,23.5,0.0,6,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",11,0.0,45.5,54.5,0.0,22,9.1,50.0,40.9,0.0,29,3.4,86.2,10.3,0.0,0,"*","*","*","*",51,5.9,70.6,23.5,0.0,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
112282004,"Franklin                        ",12,"FANNETT-METAL SD",11,48,2.1,79.2,18.8,0.0,10,0.0,60.0,40.0,0.0,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",10,0.0,70.0,30.0,0.0,28,0.0,71.4,28.6,0.0,20,5.0,90.0,5.0,0.0,0,"*","*","*","*",48,2.1,79.2,18.8,0.0,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
112282004,"Franklin                        ",12,"FANNETT-METAL SD","District Total",135,3.0,58.5,37.0,1.5,23,0.0,34.8,56.5,8.7,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",30,0.0,40.0,53.3,6.7,71,2.8,45.1,49.3,2.8,64,3.1,73.4,23.4,0.0,0,"*","*","*","*",134,3.0,59.0,36.6,1.5,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*"
112283003,"Franklin                        ",12,"GREENCASTLE-ANTRIM SD",5,205,1.0,42.0,56.1,1.0,25,0.0,8.0,84.0,8.0,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",32,3.1,21.9,71.9,3.1,97,1.0,30.9,67.0,1.0,108,0.9,51.9,46.3,0.9,0,"*","*","*","*",191,0.5,42.4,56.0,1.0,7,"*","*","*","*",1,"*","*","*","*",6,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
112283003,"Franklin                        ",12,"GREENCASTLE-ANTRIM SD",8,215,1.9,45.6,51.6,0.9,23,0.0,21.7,69.6,8.7,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",36,0.0,27.8,69.4,2.8,104,1.0,35.6,61.5,1.9,111,2.7,55.0,42.3,0.0,0,"*","*","*","*",199,2.0,45.7,51.3,1.0,7,"*","*","*","*",7,"*","*","*","*",2,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
112283003,"Franklin                        ",12,"GREENCASTLE-ANTRIM SD",11,215,5.6,84.7,8.8,0.9,21,0.0,47.6,47.6,4.8,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",14,0.0,85.7,14.3,0.0,111,4.5,82.9,10.8,1.8,102,6.9,86.3,6.9,0.0,0,"*","*","*","*",207,5.3,84.5,9.2,1.0,4,"*","*","*","*",1,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
112283003,"Franklin                        ",12,"GREENCASTLE-ANTRIM SD","District Total",635,2.8,57.6,38.6,0.9,69,0.0,24.6,68.1,7.2,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",82,1.2,35.4,61.0,2.4,312,2.2,51.0,45.2,1.6,321,3.4,63.9,32.4,0.3,0,"*","*","*","*",597,2.7,58.1,38.2,1.0,18,0.0,44.4,55.6,0.0,9,"*","*","*","*",9,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
112286003,"Franklin                        ",12,"TUSCARORA SD",5,201,0.0,27.4,69.2,3.5,38,0.0,5.3,81.6,13.2,0,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*",50,0.0,26.0,68.0,6.0,106,0.0,17.0,77.4,5.7,95,0.0,38.9,60.0,1.1,0,"*","*","*","*",196,0.0,27.0,69.4,3.6,2,"*","*","*","*",3,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
112286003,"Franklin                        ",12,"TUSCARORA SD",8,200,6.5,78.5,12.0,3.0,30,0.0,36.7,43.3,20.0,4,"*","*","*","*",0,"*","*","*","*",1,"*","*","*","*",57,3.5,82.5,7.0,7.0,94,3.2,78.7,14.9,3.2,106,9.4,78.3,9.4,2.8,4,"*","*","*","*",186,5.9,78.0,12.9,3.2,8,"*","*","*","*",6,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
112286003,"Franklin                        ",12,"TUSCARORA SD",11,212,3.8,75.0,21.2,0.0,7,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",37,2.7,64.9,32.4,0.0,104,1.9,67.3,30.8,0.0,106,5.7,82.1,12.3,0.0,0,"*","*","*","*",197,4.1,76.6,19.3,0.0,7,"*","*","*","*",4,"*","*","*","*",1,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*"
112286003,"Franklin                        ",12,"TUSCARORA SD","District Total",613,3.4,60.5,33.9,2.1,75,0.0,20.0,65.3,14.7,4,"*","*","*","*",1,"*","*","*","*",1,"*","*","*","*",144,2.1,58.3,34.7,4.9,304,1.6,53.3,42.1,3.0,307,5.2,67.4,26.1,1.3,4,"*","*","*","*",579,3.3,60.3,34.2,2.2,17,11.8,52.9,35.3,0.0,13,0.0,76.9,23.1,0.0,1,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*"
112289003,"Franklin                        ",12,"WAYNESBORO AREA SD",5,280,0.7,68.2,30.4,0.7,25,0.0,32.0,60.0,8.0,0,"*","*","*","*",22,0.0,13.6,81.8,4.5,0,"*","*","*","*",78,1.3,44.9,52.6,1.3,123,1.6,57.7,39.0,1.6,157,0.0,76.4,23.6,0.0,0,"*","*","*","*",266,0.8,68.8,29.7,0.8,8,"*","*","*","*",4,"*","*","*","*",2,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
112289003,"Franklin                        ",12,"WAYNESBORO AREA SD",8,286,2.4,61.5,33.2,2.8,40,0.0,22.5,62.5,15.0,2,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",70,0.0,45.7,48.6,5.7,152,2.0,55.9,38.8,3.3,134,3.0,67.9,26.9,2.2,0,"*","*","*","*",264,2.7,62.5,32.2,2.7,12,0.0,50.0,41.7,8.3,6,"*","*","*","*",3,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*"
112289003,"Franklin                        ",12,"WAYNESBORO AREA SD",11,334,2.7,81.4,13.8,2.1,35,0.0,25.7,57.1,17.1,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",58,0.0,81.0,17.2,1.7,147,0.7,72.8,23.1,3.4,187,4.3,88.2,6.4,1.1,0,"*","*","*","*",317,2.8,81.1,13.9,2.2,10,0.0,90.0,10.0,0.0,4,"*","*","*","*",2,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*"
112289003,"Franklin                        ",12,"WAYNESBORO AREA SD","District Total",900,2.0,71.0,25.1,1.9,100,0.0,26.0,60.0,14.0,2,"*","*","*","*",22,0.0,13.6,81.8,4.5,0,"*","*","*","*",206,0.5,55.3,41.3,2.9,422,1.4,62.3,33.4,2.8,478,2.5,78.7,17.8,1.0,0,"*","*","*","*",847,2.1,71.4,24.6,1.9,30,0.0,56.7,40.0,3.3,14,0.0,57.1,42.9,0.0,7,"*","*","*","*",2,"*","*","*","*",0,"*","*","*","*"
111291304,"Fulton                          ",11,"CENTRAL FULTON SD",5,67,1.5,70.1,28.4,0.0,7,"*","*","*","*",0,"*","*","*","*",21,0.0,47.6,52.4,0.0,0,"*","*","*","*",30,0.0,63.3,36.7,0.0,35,2.9,57.1,40.0,0.0,32,0.0,84.4,15.6,0.0,0,"*","*","*","*",64,1.6,71.9,26.6,0.0,3,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
111291304,"Fulton                          ",11,"CENTRAL FULTON SD",8,57,5.3,61.4,26.3,7.0,9,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",24,4.2,58.3,33.3,4.2,31,0.0,58.1,29.0,12.9,26,11.5,65.4,23.1,0.0,0,"*","*","*","*",54,5.6,61.1,25.9,7.4,3,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
111291304,"Fulton                          ",11,"CENTRAL FULTON SD",11,72,5.6,80.6,13.9,0.0,10,0.0,60.0,40.0,0.0,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",25,4.0,76.0,20.0,0.0,42,4.8,81.0,14.3,0.0,30,6.7,80.0,13.3,0.0,0,"*","*","*","*",69,5.8,81.2,13.0,0.0,3,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
111291304,"Fulton                          ",11,"CENTRAL FULTON SD","District Total",196,4.1,71.4,22.4,2.0,26,0.0,42.3,42.3,15.4,0,"*","*","*","*",21,0.0,47.6,52.4,0.0,0,"*","*","*","*",79,2.5,65.8,30.4,1.3,108,2.8,66.7,26.9,3.7,88,5.7,77.3,17.0,0.0,0,"*","*","*","*",187,4.3,72.2,21.4,2.1,9,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
111292304,"Fulton                          ",11,"FORBES ROAD SD",5,30,3.3,66.7,26.7,3.3,3,"*","*","*","*",0,"*","*","*","*",9,"*","*","*","*",0,"*","*","*","*",4,"*","*","*","*",19,5.3,68.4,21.1,5.3,11,0.0,63.6,36.4,0.0,0,"*","*","*","*",30,3.3,66.7,26.7,3.3,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
111292304,"Fulton                          ",11,"FORBES ROAD SD",8,48,0.0,27.1,68.8,4.2,8,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",16,0.0,25.0,62.5,12.5,24,0.0,12.5,79.2,8.3,24,0.0,41.7,58.3,0.0,0,"*","*","*","*",48,0.0,27.1,68.8,4.2,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
111292304,"Fulton                          ",11,"FORBES ROAD SD",11,34,2.9,91.2,5.9,0.0,6,"*","*","*","*",0,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*",8,"*","*","*","*",17,0.0,88.2,11.8,0.0,17,5.9,94.1,0.0,0.0,0,"*","*","*","*",34,2.9,91.2,5.9,0.0,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
111292304,"Fulton                          ",11,"FORBES ROAD SD","District Total",112,1.8,57.1,38.4,2.7,17,0.0,23.5,64.7,11.8,0,"*","*","*","*",10,0.0,50.0,50.0,0.0,0,"*","*","*","*",28,0.0,42.9,50.0,7.1,60,1.7,51.7,41.7,5.0,52,1.9,63.5,34.6,0.0,0,"*","*","*","*",112,1.8,57.1,38.4,2.7,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
111297504,"Fulton                          ",11,"SOUTHERN FULTON SD",5,63,1.6,82.5,15.9,0.0,7,"*","*","*","*",0,"*","*","*","*",15,0.0,80.0,20.0,0.0,0,"*","*","*","*",15,6.7,66.7,26.7,0.0,30,0.0,80.0,20.0,0.0,33,3.0,84.8,12.1,0.0,0,"*","*","*","*",62,1.6,82.3,16.1,0.0,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",1,"*","*","*","*"
111297504,"Fulton                          ",11,"SOUTHERN FULTON SD",8,66,6.1,65.2,27.3,1.5,8,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",27,7.4,51.9,40.7,0.0,32,3.1,50.0,43.8,3.1,34,8.8,79.4,11.8,0.0,0,"*","*","*","*",66,6.1,65.2,27.3,1.5,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
111297504,"Fulton                          ",11,"SOUTHERN FULTON SD",11,67,3.0,95.5,1.5,0.0,4,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",15,0.0,93.3,6.7,0.0,30,3.3,93.3,3.3,0.0,37,2.7,97.3,0.0,0.0,0,"*","*","*","*",66,3.0,95.5,1.5,0.0,0,"*","*","*","*",0,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
111297504,"Fulton                          ",11,"SOUTHERN FULTON SD","District Total",196,3.6,81.1,14.8,0.5,19,0.0,36.8,63.2,0.0,0,"*","*","*","*",15,0.0,80.0,20.0,0.0,0,"*","*","*","*",57,5.3,66.7,28.1,0.0,92,2.2,73.9,22.8,1.1,104,4.8,87.5,7.7,0.0,0,"*","*","*","*",194,3.6,80.9,14.9,0.5,0,"*","*","*","*",0,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*",1,"*","*","*","*"
101301303,"Greene                          ",1,"CARMICHAELS AREA SD",5,73,0.0,20.5,75.3,4.1,20,0.0,5.0,85.0,10.0,0,"*","*","*","*",73,0.0,20.5,75.3,4.1,0,"*","*","*","*",32,0.0,15.6,84.4,0.0,38,0.0,21.1,71.1,7.9,35,0.0,20.0,80.0,0.0,0,"*","*","*","*",73,0.0,20.5,75.3,4.1,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
101301303,"Greene                          ",1,"CARMICHAELS AREA SD",8,95,3.2,64.2,30.5,2.1,15,0.0,0.0,86.7,13.3,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",42,2.4,54.8,42.9,0.0,46,2.2,58.7,37.0,2.2,49,4.1,69.4,24.5,2.0,0,"*","*","*","*",92,3.3,63.0,31.5,2.2,1,"*","*","*","*",2,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
101301303,"Greene                          ",1,"CARMICHAELS AREA SD",11,85,1.2,74.1,23.5,1.2,14,0.0,7.1,85.7,7.1,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",31,0.0,58.1,38.7,3.2,53,0.0,69.8,28.3,1.9,32,3.1,81.3,15.6,0.0,0,"*","*","*","*",84,1.2,73.8,23.8,1.2,1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
101301303,"Greene                          ",1,"CARMICHAELS AREA SD","District Total",253,1.6,54.9,41.1,2.4,49,0.0,4.1,85.7,10.2,0,"*","*","*","*",73,0.0,20.5,75.3,4.1,0,"*","*","*","*",105,1.0,43.8,54.3,1.0,137,0.7,52.6,43.1,3.6,116,2.6,57.8,38.8,0.9,0,"*","*","*","*",249,1.6,54.2,41.8,2.4,2,"*","*","*","*",2,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
101301403,"Greene                          ",1,"CENTRAL GREENE SD",5,160,0.0,47.5,50.0,2.5,29,0.0,13.8,72.4,13.8,1,"*","*","*","*",159,0.0,47.8,50.3,1.9,0,"*","*","*","*",54,0.0,35.2,63.0,1.9,82,0.0,36.6,59.8,3.7,78,0.0,59.0,39.7,1.3,0,"*","*","*","*",156,0.0,46.8,50.6,2.6,2,"*","*","*","*",0,"*","*","*","*",2,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
101301403,"Greene                          ",1,"CENTRAL GREENE SD",8,179,3.9,69.8,20.1,6.1,43,0.0,23.3,51.2,25.6,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",60,0.0,45.0,36.7,18.3,95,1.1,64.2,26.3,8.4,84,7.1,76.2,13.1,3.6,0,"*","*","*","*",176,4.0,69.9,19.9,6.3,2,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*"
101301403,"Greene                          ",1,"CENTRAL GREENE SD",11,157,3.8,80.3,15.9,0.0,30,0.0,36.7,63.3,0.0,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",53,0.0,66.0,34.0,0.0,69,1.4,79.7,18.8,0.0,88,5.7,80.7,13.6,0.0,0,"*","*","*","*",156,3.8,80.1,16.0,0.0,0,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
101301403,"Greene                          ",1,"CENTRAL GREENE SD","District Total",496,2.6,65.9,28.4,3.0,102,0.0,24.5,60.8,14.7,1,"*","*","*","*",159,0.0,47.8,50.3,1.9,0,"*","*","*","*",167,0.0,48.5,44.3,7.2,246,0.8,59.3,35.4,4.5,250,4.4,72.4,21.6,1.6,0,"*","*","*","*",488,2.7,65.8,28.5,3.1,4,"*","*","*","*",1,"*","*","*","*",2,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*"
101303503,"Greene                          ",1,"JEFFERSON-MORGAN SD",5,66,0.0,15.2,84.8,0.0,12,0.0,0.0,100.0,0.0,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",28,0.0,17.9,82.1,0.0,42,0.0,7.1,92.9,0.0,24,0.0,29.2,70.8,0.0,0,"*","*","*","*",66,0.0,15.2,84.8,0.0,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
101303503,"Greene                          ",1,"JEFFERSON-MORGAN SD",8,68,0.0,58.8,41.2,0.0,12,0.0,16.7,83.3,0.0,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",24,0.0,50.0,50.0,0.0,27,0.0,44.4,55.6,0.0,41,0.0,68.3,31.7,0.0,0,"*","*","*","*",65,0.0,58.5,41.5,0.0,3,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
101303503,"Greene                          ",1,"JEFFERSON-MORGAN SD",11,67,1.5,82.1,14.9,1.5,10,0.0,40.0,50.0,10.0,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",13,0.0,61.5,30.8,7.7,35,2.9,71.4,25.7,0.0,32,0.0,93.8,3.1,3.1,0,"*","*","*","*",66,1.5,81.8,15.2,1.5,1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
101303503,"Greene                          ",1,"JEFFERSON-MORGAN SD","District Total",201,0.5,52.2,46.8,0.5,34,0.0,17.6,79.4,2.9,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",65,0.0,38.5,60.0,1.5,104,1.0,38.5,60.6,0.0,97,0.0,67.0,32.0,1.0,0,"*","*","*","*",197,0.5,51.8,47.2,0.5,4,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
101306503,"Greene                          ",1,"SOUTHEASTERN GREENE SD",5,47,0.0,42.6,57.4,0.0,4,"*","*","*","*",0,"*","*","*","*",46,0.0,43.5,56.5,0.0,0,"*","*","*","*",32,0.0,43.8,56.3,0.0,24,0.0,45.8,54.2,0.0,23,0.0,39.1,60.9,0.0,0,"*","*","*","*",47,0.0,42.6,57.4,0.0,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
101306503,"Greene                          ",1,"SOUTHEASTERN GREENE SD",8,57,1.8,33.3,61.4,3.5,11,0.0,0.0,90.9,9.1,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",32,0.0,21.9,71.9,6.3,28,0.0,17.9,75.0,7.1,29,3.4,48.3,48.3,0.0,0,"*","*","*","*",56,1.8,33.9,60.7,3.6,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
101306503,"Greene                          ",1,"SOUTHEASTERN GREENE SD",11,49,0.0,77.6,22.4,0.0,9,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",21,0.0,76.2,23.8,0.0,24,0.0,62.5,37.5,0.0,25,0.0,92.0,8.0,0.0,0,"*","*","*","*",49,0.0,77.6,22.4,0.0,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
101306503,"Greene                          ",1,"SOUTHEASTERN GREENE SD","District Total",153,0.7,50.3,47.7,1.3,24,0.0,12.5,83.3,4.2,0,"*","*","*","*",46,0.0,43.5,56.5,0.0,0,"*","*","*","*",85,0.0,43.5,54.1,2.4,76,0.0,40.8,56.6,2.6,77,1.3,59.7,39.0,0.0,0,"*","*","*","*",152,0.7,50.7,47.4,1.3,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
101308503,"Greene                          ",1,"WEST GREENE SD",5,62,0.0,40.3,58.1,1.6,14,0.0,7.1,85.7,7.1,0,"*","*","*","*",62,0.0,40.3,58.1,1.6,0,"*","*","*","*",24,0.0,16.7,79.2,4.2,29,0.0,41.4,55.2,3.4,33,0.0,39.4,60.6,0.0,0,"*","*","*","*",62,0.0,40.3,58.1,1.6,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
101308503,"Greene                          ",1,"WEST GREENE SD",8,80,2.5,50.0,46.3,1.3,18,0.0,16.7,77.8,5.6,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",42,0.0,42.9,54.8,2.4,38,2.6,34.2,60.5,2.6,42,2.4,64.3,33.3,0.0,0,"*","*","*","*",79,2.5,50.6,45.6,1.3,1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
101308503,"Greene                          ",1,"WEST GREENE SD",11,86,0.0,67.4,31.4,1.2,16,0.0,12.5,81.3,6.3,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",28,0.0,57.1,42.9,0.0,44,0.0,56.8,40.9,2.3,42,0.0,78.6,21.4,0.0,0,"*","*","*","*",86,0.0,67.4,31.4,1.2,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
101308503,"Greene                          ",1,"WEST GREENE SD","District Total",228,0.9,53.9,43.9,1.3,48,0.0,12.5,81.3,6.3,0,"*","*","*","*",62,0.0,40.3,58.1,1.6,0,"*","*","*","*",94,0.0,40.4,57.4,2.1,111,0.9,45.0,51.4,2.7,117,0.9,62.4,36.8,0.0,0,"*","*","*","*",227,0.9,54.2,43.6,1.3,1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
111312503,"Huntingdon                      ",11,"HUNTINGDON AREA SD",5,155,1.9,69.0,25.8,3.2,39,0.0,28.2,59.0,12.8,0,"*","*","*","*",10,0.0,10.0,90.0,0.0,0,"*","*","*","*",65,1.5,60.0,35.4,3.1,86,0.0,62.8,31.4,5.8,69,4.3,76.8,18.8,0.0,0,"*","*","*","*",145,2.1,70.3,24.1,3.4,6,"*","*","*","*",3,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
111312503,"Huntingdon                      ",11,"HUNTINGDON AREA SD",8,166,13.9,66.9,19.3,0.0,30,0.0,40.0,60.0,0.0,0,"*","*","*","*",14,0.0,85.7,14.3,0.0,0,"*","*","*","*",51,5.9,74.5,19.6,0.0,87,9.2,67.8,23.0,0.0,79,19.0,65.8,15.2,0.0,0,"*","*","*","*",159,13.2,67.9,18.9,0.0,6,"*","*","*","*",0,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
111312503,"Huntingdon                      ",11,"HUNTINGDON AREA SD",11,176,2.8,93.2,4.0,0.0,21,0.0,81.0,19.0,0.0,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",42,0.0,97.6,2.4,0.0,81,3.7,91.4,4.9,0.0,94,2.1,94.7,3.2,0.0,0,"*","*","*","*",168,3.0,92.9,4.2,0.0,4,"*","*","*","*",1,"*","*","*","*",1,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*"
111312503,"Huntingdon                      ",11,"HUNTINGDON AREA SD","District Total",497,6.2,76.9,15.9,1.0,90,0.0,44.4,50.0,5.6,0,"*","*","*","*",24,0.0,54.2,45.8,0.0,0,"*","*","*","*",158,2.5,74.7,21.5,1.3,254,4.3,73.6,20.1,2.0,242,8.3,80.2,11.6,0.0,0,"*","*","*","*",472,6.1,77.5,15.3,1.1,16,6.3,56.3,37.5,0.0,4,"*","*","*","*",3,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*"
111312804,"Huntingdon                      ",11,"JUNIATA VALLEY SD",5,51,0.0,60.8,39.2,0.0,10,0.0,20.0,80.0,0.0,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",20,0.0,40.0,60.0,0.0,20,0.0,50.0,50.0,0.0,31,0.0,67.7,32.3,0.0,0,"*","*","*","*",51,0.0,60.8,39.2,0.0,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
