,The 2012 PSSA Mathematics and Reading - District Proficiency Results by Grade Level*,,,,,,,,,,,,,,
,*Full Academic Year Students; No PASA/PSSA-M Scores. Data for groups with 10 or fewer students were replaced by blanks. Percentages were rounded to the nearest one-tenth. Proficiency percentages may not add up to 100 due to rounding.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
AUN,County,IU Number,District,Grade,Group,Number Scored Math,% Advanced Math,% Proficient Math,% Basic Math,% Below Basic Math,Number Scored Reading,% Advanced Reading,% Proficient Reading,% Basic Reading,% Below Basic Reading
103021453,Allegheny,3,BRENTWOOD BOROUGH SD,3,All Students,85,50.6,34.1,11.8,3.5,85,41.2,43.5,5.9,9.4
103021453,Allegheny,3,BRENTWOOD BOROUGH SD,4,All Students,90,45.6,33.3,14.4,6.7,90,36.7,43.3,12.2,7.8
103021453,Allegheny,3,BRENTWOOD BOROUGH SD,5,All Students,74,40.5,28.4,23.0,8.1,74,39.2,43.2,10.8,6.8
103021453,Allegheny,3,BRENTWOOD BOROUGH SD,6,All Students,104,46.2,26.0,18.3,9.6,105,46.7,31.4,17.1,4.8
103021453,Allegheny,3,BRENTWOOD BOROUGH SD,7,All Students,80,56.3,27.5,8.8,7.5,79,45.6,36.7,8.9,8.9
103021453,Allegheny,3,BRENTWOOD BOROUGH SD,8,All Students,88,34.1,33.0,19.3,13.6,89,53.9,33.7,10.1,2.2
103021453,Allegheny,3,BRENTWOOD BOROUGH SD,11,All Students,111,12.6,29.7,27.9,29.7,111,29.7,36.0,18.0,16.2
103021603,Allegheny,3,CARLYNTON SD,3,All Students,91,60.4,31.9,7.7,0.0,91,40.7,41.8,11.0,6.6
103021603,Allegheny,3,CARLYNTON SD,4,All Students,106,67.9,28.3,0.9,2.8,105,40.0,41.0,11.4,7.6
103021603,Allegheny,3,CARLYNTON SD,5,All Students,107,52.3,29.0,15.9,2.8,108,25.9,41.7,22.2,10.2
103021603,Allegheny,3,CARLYNTON SD,6,All Students,111,66.7,18.9,7.2,7.2,109,44.0,26.6,16.5,12.8
103021603,Allegheny,3,CARLYNTON SD,7,All Students,106,46.2,33.0,15.1,5.7,106,41.5,33.0,14.2,11.3
103021603,Allegheny,3,CARLYNTON SD,8,All Students,107,38.3,34.6,14.0,13.1,107,48.6,23.4,13.1,15.0
103021603,Allegheny,3,CARLYNTON SD,11,All Students,91,22.0,20.9,25.3,31.9,91,26.4,31.9,28.6,13.2
103021752,Allegheny,3,CHARTIERS VALLEY SD,3,All Students,243,49.8,34.6,11.1,4.5,243,28.8,47.3,12.8,11.1
103021752,Allegheny,3,CHARTIERS VALLEY SD,4,All Students,223,67.3,26.0,2.2,4.5,223,33.6,50.7,10.8,4.9
103021752,Allegheny,3,CHARTIERS VALLEY SD,5,All Students,227,44.1,25.1,21.1,9.7,227,22.9,36.1,22.5,18.5
103021752,Allegheny,3,CHARTIERS VALLEY SD,6,All Students,252,60.7,26.6,9.5,3.2,251,37.5,35.9,16.7,10.0
103021752,Allegheny,3,CHARTIERS VALLEY SD,7,All Students,256,68.0,19.5,9.0,3.5,257,50.2,34.2,10.5,5.1
103021752,Allegheny,3,CHARTIERS VALLEY SD,8,All Students,243,55.6,25.1,11.1,8.2,243,60.1,25.9,9.1,4.9
103021752,Allegheny,3,CHARTIERS VALLEY SD,11,All Students,270,33.0,29.6,12.6,24.8,270,34.8,38.9,14.8,11.5
103021903,Allegheny,3,CLAIRTON CITY SD,3,All Students,51,21.6,45.1,25.5,7.8,51,9.8,37.3,9.8,43.1
103021903,Allegheny,3,CLAIRTON CITY SD,4,All Students,43,30.2,30.2,18.6,20.9,43,9.3,27.9,34.9,27.9
103021903,Allegheny,3,CLAIRTON CITY SD,5,All Students,53,20.8,30.2,28.3,20.8,52,5.8,15.4,30.8,48.1
103021903,Allegheny,3,CLAIRTON CITY SD,6,All Students,47,2.1,23.4,27.7,46.8,47,4.3,12.8,25.5,57.4
103021903,Allegheny,3,CLAIRTON CITY SD,7,All Students,42,31.0,35.7,9.5,23.8,42,23.8,33.3,21.4,21.4
103021903,Allegheny,3,CLAIRTON CITY SD,8,All Students,41,29.3,29.3,29.3,12.2,42,40.5,35.7,19.0,4.8
103021903,Allegheny,3,CLAIRTON CITY SD,11,All Students,61,3.3,18.0,27.9,50.8,60,5.0,21.7,31.7,41.7
103022103,Allegheny,3,CORNELL SD,3,All Students,49,28.6,53.1,14.3,4.1,49,24.5,57.1,12.2,6.1
103022103,Allegheny,3,CORNELL SD,4,All Students,42,40.5,38.1,9.5,11.9,41,22.0,36.6,26.8,14.6
103022103,Allegheny,3,CORNELL SD,5,All Students,46,21.7,37.0,30.4,10.9,46,6.5,39.1,34.8,19.6
103022103,Allegheny,3,CORNELL SD,6,All Students,43,41.9,34.9,16.3,7.0,43,34.9,32.6,18.6,14.0
103022103,Allegheny,3,CORNELL SD,7,All Students,46,26.1,45.7,19.6,8.7,46,30.4,45.7,10.9,13.0
103022103,Allegheny,3,CORNELL SD,8,All Students,40,17.5,47.5,20.0,15.0,40,32.5,45.0,7.5,15.0
103022103,Allegheny,3,CORNELL SD,11,All Students,43,14.0,34.9,11.6,39.5,43,14.0,30.2,39.5,16.3
103022253,Allegheny,3,DEER LAKES SD,3,All Students,153,37.3,45.8,12.4,4.6,153,21.6,57.5,10.5,10.5
103022253,Allegheny,3,DEER LAKES SD,4,All Students,112,57.1,32.1,7.1,3.6,108,38.9,48.1,7.4,5.6
103022253,Allegheny,3,DEER LAKES SD,5,All Students,119,46.2,37.8,12.6,3.4,113,35.4,42.5,15.9,6.2
103022253,Allegheny,3,DEER LAKES SD,6,All Students,154,36.4,26.0,26.0,11.7,154,39.6,29.9,18.8,11.7
103022253,Allegheny,3,DEER LAKES SD,7,All Students,148,61.5,25.0,8.1,5.4,148,47.3,34.5,13.5,4.7
103022253,Allegheny,3,DEER LAKES SD,8,All Students,158,46.8,28.5,13.9,10.8,159,64.2,22.0,8.8,5.0
103022253,Allegheny,3,DEER LAKES SD,11,All Students,149,28.2,19.5,28.9,23.5,149,32.2,38.3,16.8,12.8
103022503,Allegheny,3,DUQUESNE CITY SD,3,All Students,32,6.3,34.4,28.1,31.3,32,6.3,21.9,15.6,56.3
103022503,Allegheny,3,DUQUESNE CITY SD,4,All Students,33,3.0,27.3,24.2,45.5,33,0.0,12.1,27.3,60.6
103022503,Allegheny,3,DUQUESNE CITY SD,5,All Students,35,0.0,28.6,11.4,60.0,35,0.0,11.4,20.0,68.6
103022503,Allegheny,3,DUQUESNE CITY SD,6,All Students,37,10.8,21.6,32.4,35.1,37,0.0,13.5,40.5,45.9
103022503,Allegheny,3,DUQUESNE CITY SD,7,All Students,34,5.9,5.9,26.5,61.8,34,5.9,11.8,14.7,67.6
103022503,Allegheny,3,DUQUESNE CITY SD,8,All Students,34,17.6,8.8,17.6,55.9,34,5.9,26.5,26.5,41.2
103022503,Allegheny,3,DUQUESNE CITY SD,11,All Students,42,2.4,19.0,19.0,59.5,42,2.4,31.0,35.7,31.0
103022803,Allegheny,3,EAST ALLEGHENY SD,3,All Students,133,42.1,35.3,16.5,6.0,134,14.2,44.8,17.9,23.1
103022803,Allegheny,3,EAST ALLEGHENY SD,4,All Students,147,40.8,36.1,13.6,9.5,147,12.9,38.8,19.7,28.6
103022803,Allegheny,3,EAST ALLEGHENY SD,5,All Students,116,27.6,31.9,27.6,12.9,114,17.5,36.8,26.3,19.3
103022803,Allegheny,3,EAST ALLEGHENY SD,6,All Students,122,43.4,28.7,13.9,13.9,121,19.0,39.7,23.1,18.2
103022803,Allegheny,3,EAST ALLEGHENY SD,7,All Students,129,43.4,28.7,10.1,17.8,128,25.0,42.2,12.5,20.3
103022803,Allegheny,3,EAST ALLEGHENY SD,8,All Students,120,42.5,35.8,14.2,7.5,120,47.5,29.2,18.3,5.0
103022803,Allegheny,3,EAST ALLEGHENY SD,11,All Students,125,25.6,28.0,24.0,22.4,123,24.4,38.2,22.0,15.4
103023153,Allegheny,3,ELIZABETH FORWARD SD,3,All Students,149,65.1,26.2,8.1,0.7,149,38.9,48.3,4.0,8.7
103023153,Allegheny,3,ELIZABETH FORWARD SD,4,All Students,154,79.2,16.9,2.6,1.3,154,46.1,41.6,9.1,3.2
103023153,Allegheny,3,ELIZABETH FORWARD SD,5,All Students,159,76.1,18.2,5.0,0.6,159,28.9,45.9,17.0,8.2
103023153,Allegheny,3,ELIZABETH FORWARD SD,6,All Students,178,56.2,33.1,9.6,1.1,184,40.8,33.7,17.9,7.6
103023153,Allegheny,3,ELIZABETH FORWARD SD,7,All Students,152,79.6,15.8,2.6,2.0,155,42.6,40.6,10.3,6.5
103023153,Allegheny,3,ELIZABETH FORWARD SD,8,All Students,191,62.3,26.7,8.9,2.1,189,57.1,27.0,14.3,1.6
103023153,Allegheny,3,ELIZABETH FORWARD SD,11,All Students,199,33.7,32.7,20.6,13.1,194,33.0,39.7,18.6,8.8
103023912,Allegheny,3,FOX CHAPEL AREA SD,3,All Students,303,72.9,22.8,3.6,0.7,303,56.8,32.3,5.6,5.3
103023912,Allegheny,3,FOX CHAPEL AREA SD,4,All Students,336,80.1,16.4,3.0,0.6,335,59.4,31.3,7.2,2.1
103023912,Allegheny,3,FOX CHAPEL AREA SD,5,All Students,323,71.8,21.7,5.9,0.6,322,53.7,32.9,9.3,4.0
103023912,Allegheny,3,FOX CHAPEL AREA SD,6,All Students,331,68.9,19.6,9.1,2.4,330,62.4,24.2,8.8,4.5
103023912,Allegheny,3,FOX CHAPEL AREA SD,7,All Students,303,71.0,19.1,7.3,2.6,302,68.9,23.2,6.0,2.0
103023912,Allegheny,3,FOX CHAPEL AREA SD,8,All Students,335,77.9,16.1,4.8,1.2,339,80.5,15.6,3.8,0.0
103023912,Allegheny,3,FOX CHAPEL AREA SD,11,All Students,326,59.8,24.8,10.7,4.6,326,62.0,27.3,8.6,2.1
103024102,Allegheny,3,GATEWAY SD,3,All Students,262,50.8,32.8,12.2,4.2,260,32.3,47.7,10.0,10.0
103024102,Allegheny,3,GATEWAY SD,4,All Students,223,56.5,33.6,4.0,5.8,216,29.2,52.3,13.9,4.6
103024102,Allegheny,3,GATEWAY SD,5,All Students,247,45.7,23.1,20.2,10.9,240,31.3,36.3,18.8,13.8
103024102,Allegheny,3,GATEWAY SD,6,All Students,274,56.9,30.7,8.8,3.6,264,37.5,33.3,19.7,9.5
103024102,Allegheny,3,GATEWAY SD,7,All Students,294,61.6,22.1,9.5,6.8,293,56.3,32.4,7.2,4.1
103024102,Allegheny,3,GATEWAY SD,8,All Students,279,54.1,23.7,11.5,10.8,286,71.7,16.8,7.3,4.2
103024102,Allegheny,3,GATEWAY SD,11,All Students,307,34.5,33.9,15.0,16.6,312,40.1,40.1,10.6,9.3
