"AUN","County","IU","District Name","Grade","% Advanced/Proficient Math","% Advanced/Proficient Reading","Number Scored Math","% Advanced Math","% Proficient Math","% Basic Math","% Below Basic Math","Number Scored Reading","% Advanced Reading","% Proficient Reading","% Basic Reading","% Below Basic Reading"
108112003,"CAMBRIA",8,"FERNDALE AREA SD",5,59.7,58.2,67,28.4,31.3,38.8,1.5,67,11.9,46.3,23.9,17.9
108112003,"CAMBRIA",8,"FERNDALE AREA SD",8,72.7,69.1,55,43.6,29.1,14.5,12.7,55,36.4,32.7,25.5,5.5
108112003,"CAMBRIA",8,"FERNDALE AREA SD",11,40.4,77.0,52,13.5,26.9,25.0,34.6,52,46.2,30.8,11.5,11.5
108112203,"CAMBRIA",8,"FOREST HILLS SD",3,95.0,87.0,160,71.0,24.0,4.0,1.0,160,46.0,41.0,7.0,6.0
108112203,"CAMBRIA",8,"FOREST HILLS SD",5,78.1,72.4,174,47.1,31.0,18.4,3.4,174,25.3,47.1,14.4,13.2
108112203,"CAMBRIA",8,"FOREST HILLS SD",8,51.6,60.3,194,19.1,32.5,24.2,24.2,194,23.7,36.6,21.1,18.6
108112203,"CAMBRIA",8,"FOREST HILLS SD",11,58.2,68.2,172,28.5,29.7,14.0,27.9,173,31.8,36.4,9.2,22.5
108112502,"CAMBRIA",8,"GREATER JOHNSTOWN SD",3,82.0,70.0,213,49.0,33.0,10.0,8.0,214,29.0,41.0,11.0,19.0
108112502,"CAMBRIA",8,"GREATER JOHNSTOWN SD",5,61.1,49.5,226,30.1,31.0,17.7,21.2,226,10.6,38.9,23.5,27.0
108112502,"CAMBRIA",8,"GREATER JOHNSTOWN SD",8,64.6,48.1,243,35.0,29.6,12.8,22.6,241,20.3,27.8,22.4,29.5
108112502,"CAMBRIA",8,"GREATER JOHNSTOWN SD",11,36.7,55.4,223,15.2,21.5,22.0,41.3,222,23.9,31.5,13.1,31.5
108114503,"CAMBRIA",8,"NORTHERN CAMBRIA SD",3,89.0,72.0,90,63.0,26.0,8.0,3.0,90,36.0,36.0,19.0,10.0
108114503,"CAMBRIA",8,"NORTHERN CAMBRIA SD",5,68.1,61.3,88,29.5,38.6,26.1,5.7,88,19.3,42.0,21.6,17.0
108114503,"CAMBRIA",8,"NORTHERN CAMBRIA SD",8,63.6,56.8,88,37.5,26.1,21.6,14.8,88,35.2,21.6,18.2,25.0
108114503,"CAMBRIA",8,"NORTHERN CAMBRIA SD",11,55.9,72.1,86,32.6,23.3,15.1,29.1,86,38.4,33.7,10.5,17.4
108116003,"CAMBRIA",8,"PENN CAMBRIA SD",3,76.0,74.0,130,35.0,41.0,13.0,11.0,130,35.0,39.0,10.0,16.0
108116003,"CAMBRIA",8,"PENN CAMBRIA SD",5,73.4,67.0,105,44.8,28.6,16.2,10.5,106,24.5,42.5,17.0,16.0
108116003,"CAMBRIA",8,"PENN CAMBRIA SD",8,55.1,62.4,165,23.6,31.5,32.7,12.1,165,28.5,33.9,26.7,10.9
108116003,"CAMBRIA",8,"PENN CAMBRIA SD",11,44.7,73.6,159,23.3,21.4,22.0,33.3,159,36.5,37.1,11.9,14.5
108116303,"CAMBRIA",8,"PORTAGE AREA SD",3,86.0,74.0,65,40.0,46.0,8.0,6.0,65,45.0,29.0,11.0,15.0
108116303,"CAMBRIA",8,"PORTAGE AREA SD",5,55.7,72.1,79,16.5,39.2,32.9,11.4,79,29.1,43.0,15.2,12.7
108116303,"CAMBRIA",8,"PORTAGE AREA SD",8,59.1,57.5,66,33.3,25.8,16.7,24.2,66,24.2,33.3,16.7,25.8
108116303,"CAMBRIA",8,"PORTAGE AREA SD",11,69.0,82.4,87,29.9,39.1,14.9,16.1,85,40.0,42.4,7.1,10.6
108116503,"CAMBRIA",8,"RICHLAND SD",3,93.0,88.0,124,74.0,19.0,4.0,2.0,124,46.0,42.0,5.0,7.0
108116503,"CAMBRIA",8,"RICHLAND SD",5,79.1,74.8,115,46.1,33.0,10.4,10.4,115,27.0,47.8,15.7,9.6
108116503,"CAMBRIA",8,"RICHLAND SD",8,77.1,79.3,140,50.0,27.1,12.9,10.0,140,56.4,22.9,8.6,12.1
108116503,"CAMBRIA",8,"RICHLAND SD",11,70.5,86.8,122,34.4,36.1,15.6,13.9,122,55.7,31.1,4.1,9.0
108118503,"CAMBRIA",8,"WESTMONT HILLTOP SD",3,90.0,77.0,136,69.0,21.0,8.0,1.0,135,35.0,42.0,15.0,8.0
108118503,"CAMBRIA",8,"WESTMONT HILLTOP SD",5,77.8,71.1,126,42.9,34.9,16.7,5.6,128,31.3,39.8,15.6,13.3
108118503,"CAMBRIA",8,"WESTMONT HILLTOP SD",8,79.4,82.8,145,56.6,22.8,15.2,5.5,145,46.9,35.9,11.7,5.5
108118503,"CAMBRIA",8,"WESTMONT HILLTOP SD",11,75.2,79.9,169,44.4,30.8,10.7,14.2,169,49.1,30.8,11.2,8.9
109122703,"CAMERON",9,"CAMERON COUNTY SD",3,89.0,83.0,52,60.0,29.0,12.0,0.0,52,35.0,48.0,6.0,12.0
109122703,"CAMERON",9,"CAMERON COUNTY SD",5,77.2,66.7,57,38.6,38.6,17.5,5.3,57,21.1,45.6,17.5,15.8
109122703,"CAMERON",9,"CAMERON COUNTY SD",8,68.2,79.2,82,34.1,34.1,18.3,13.4,82,39.0,40.2,11.0,9.8
109122703,"CAMERON",9,"CAMERON COUNTY SD",11,40.8,74.6,71,18.3,22.5,19.7,39.4,71,35.2,39.4,9.9,15.5
121135003,"CARBON",21,"JIM THORPE AREA SD",3,87.0,71.0,132,52.0,35.0,11.0,3.0,131,27.0,44.0,19.0,10.0
121135003,"CARBON",21,"JIM THORPE AREA SD",5,69.2,57.7,130,27.7,41.5,25.4,5.4,130,18.5,39.2,25.4,16.9
121135003,"CARBON",21,"JIM THORPE AREA SD",8,47.0,52.5,164,17.7,29.3,27.4,25.6,164,22.0,30.5,26.8,20.7
121135003,"CARBON",21,"JIM THORPE AREA SD",11,52.1,74.8,119,16.0,36.1,26.1,21.8,119,22.7,52.1,12.6,12.6
121135503,"CARBON",21,"LEHIGHTON AREA SD",3,88.0,76.0,173,52.0,36.0,8.0,4.0,172,35.0,41.0,12.0,12.0
121135503,"CARBON",21,"LEHIGHTON AREA SD",5,71.8,69.4,199,26.6,45.2,22.1,6.0,199,18.1,51.3,18.6,12.1
121135503,"CARBON",21,"LEHIGHTON AREA SD",8,58.7,60.2,201,34.3,24.4,17.4,23.9,201,33.8,26.4,19.4,20.4
121135503,"CARBON",21,"LEHIGHTON AREA SD",11,46.3,67.7,192,22.9,23.4,26.0,27.6,192,34.4,33.3,13.5,18.8
121136503,"CARBON",21,"PALMERTON AREA SD",3,91.0,76.0,152,75.0,16.0,6.0,3.0,152,36.0,40.0,18.0,5.0
121136503,"CARBON",21,"PALMERTON AREA SD",5,63.4,61.7,172,24.4,39.0,33.7,2.9,172,22.7,39.0,22.1,16.3
121136503,"CARBON",21,"PALMERTON AREA SD",8,56.5,75.6,156,21.2,35.3,26.3,17.3,156,47.4,28.2,12.2,12.2
121136503,"CARBON",21,"PALMERTON AREA SD",11,46.1,70.6,126,27.8,18.3,31.7,22.2,126,33.3,37.3,13.5,15.9
121136603,"CARBON",21,"PANTHER VALLEY SD",3,83.0,65.0,94,45.0,38.0,10.0,7.0,94,29.0,36.0,16.0,19.0
121136603,"CARBON",21,"PANTHER VALLEY SD",5,53.7,46.7,121,23.1,30.6,28.9,17.4,120,12.5,34.2,20.0,33.3
121136603,"CARBON",21,"PANTHER VALLEY SD",8,50.5,49.6,123,22.0,28.5,26.8,22.8,123,22.8,26.8,22.0,28.5
121136603,"CARBON",21,"PANTHER VALLEY SD",11,27.1,39.6,107,3.7,23.4,19.6,53.3,106,13.2,26.4,20.8,39.6
121139004,"CARBON",21,"WEATHERLY AREA SD",3,82.0,76.0,54,65.0,17.0,11.0,7.0,54,30.0,46.0,9.0,15.0
121139004,"CARBON",21,"WEATHERLY AREA SD",5,80.9,85.7,42,57.1,23.8,14.3,4.8,42,28.6,57.1,2.4,11.9
121139004,"CARBON",21,"WEATHERLY AREA SD",8,71.9,73.4,64,46.9,25.0,14.1,14.1,64,37.5,35.9,14.1,12.5
121139004,"CARBON",21,"WEATHERLY AREA SD",11,58.2,69.1,55,20.0,38.2,25.5,16.4,55,30.9,38.2,16.4,14.5
110141003,"CENTRE",10,"BALD EAGLE AREA SD",3,82.0,68.0,145,54.0,28.0,12.0,6.0,145,29.0,39.0,18.0,14.0
110141003,"CENTRE",10,"BALD EAGLE AREA SD",5,78.6,66.4,140,40.0,38.6,12.1,9.3,140,17.1,49.3,17.9,15.7
110141003,"CENTRE",10,"BALD EAGLE AREA SD",8,71.6,68.3,151,35.8,35.8,15.2,13.2,151,27.2,41.1,15.2,16.6
110141003,"CENTRE",10,"BALD EAGLE AREA SD",11,57.9,72.0,164,24.4,33.5,23.8,18.3,164,28.7,43.3,11.6,16.5
110141103,"CENTRE",10,"BELLEFONTE AREA SD",3,90.0,78.0,175,69.0,21.0,7.0,3.0,175,42.0,36.0,9.0,13.0
110141103,"CENTRE",10,"BELLEFONTE AREA SD",5,86.5,68.6,208,54.8,31.7,5.8,7.7,207,22.7,45.9,17.9,13.5
110141103,"CENTRE",10,"BELLEFONTE AREA SD",8,68.4,64.8,250,39.6,28.8,16.4,15.2,250,30.4,34.4,18.0,17.2
110141103,"CENTRE",10,"BELLEFONTE AREA SD",11,51.0,60.5,216,20.4,30.6,17.1,31.9,215,34.9,25.6,12.6,27.0
110147003,"CENTRE",10,"PENNS VALLEY AREA SD",3,91.0,81.0,126,58.0,33.0,9.0,1.0,125,41.0,40.0,13.0,6.0
110147003,"CENTRE",10,"PENNS VALLEY AREA SD",5,68.5,67.6,108,35.2,33.3,25.9,5.6,108,26.9,40.7,20.4,12.0
110147003,"CENTRE",10,"PENNS VALLEY AREA SD",8,63.0,58.6,135,31.9,31.1,19.3,17.8,133,35.3,23.3,18.8,22.6
110147003,"CENTRE",10,"PENNS VALLEY AREA SD",11,49.2,61.5,118,24.6,24.6,18.6,32.2,117,35.9,25.6,10.3,28.2
110148002,"CENTRE",10,"STATE COLLEGE AREA SD",3,90.0,84.0,465,58.0,32.0,6.0,3.0,466,48.0,36.0,10.0,5.0
110148002,"CENTRE",10,"STATE COLLEGE AREA SD",5,80.0,78.0,479,47.2,32.8,14.2,5.8,478,31.8,46.2,12.3,9.6
110148002,"CENTRE",10,"STATE COLLEGE AREA SD",8,80.6,79.5,584,58.9,21.7,11.6,7.7,584,48.8,30.7,12.5,8.0
110148002,"CENTRE",10,"STATE COLLEGE AREA SD",11,76.4,81.1,647,50.4,26.0,10.7,13.0,645,51.6,29.5,7.4,11.5
124150503,"CHESTER",24,"AVON GROVE SD",3,77.0,71.0,373,45.0,32.0,14.0,8.0,373,32.0,39.0,12.0,17.0
124150503,"CHESTER",24,"AVON GROVE SD",5,82.8,75.7,368,54.3,28.5,11.7,5.4,366,28.7,47.0,14.5,9.8
124150503,"CHESTER",24,"AVON GROVE SD",8,78.0,76.8,397,52.1,25.9,9.3,12.6,397,48.1,28.7,9.8,13.4
124150503,"CHESTER",24,"AVON GROVE SD",11,56.2,61.9,390,33.6,22.6,15.9,27.9,391,35.0,26.9,14.1,24.0
124151902,"CHESTER",24,"COATESVILLE AREA SD",3,71.0,60.0,501,39.0,32.0,16.0,13.0,500,24.0,36.0,17.0,23.0
124151902,"CHESTER",24,"COATESVILLE AREA SD",5,52.7,51.6,533,21.4,31.3,24.0,23.3,533,17.8,33.8,18.9,29.5
124151902,"CHESTER",24,"COATESVILLE AREA SD",8,51.6,57.5,553,23.9,27.7,20.8,27.7,551,27.2,30.3,18.1,24.3
124151902,"CHESTER",24,"COATESVILLE AREA SD",11,45.4,64.4,528,19.5,25.9,21.2,33.3,526,32.7,31.7,11.8,23.8
124152003,"CHESTER",24,"DOWNINGTOWN AREA SD",3,96.0,88.0,825,71.0,25.0,3.0,1.0,825,52.0,36.0,8.0,4.0
124152003,"CHESTER",24,"DOWNINGTOWN AREA SD",5,86.5,87.1,793,61.5,25.0,10.2,3.3,793,43.0,44.1,7.8,5.0
124152003,"CHESTER",24,"DOWNINGTOWN AREA SD",8,81.8,82.5,909,54.3,27.5,12.1,6.1,906,50.2,32.3,10.8,6.6
124152003,"CHESTER",24,"DOWNINGTOWN AREA SD",11,67.3,78.9,798,39.6,27.7,14.9,17.8,797,46.0,32.9,11.9,9.2
124153503,"CHESTER",24,"GREAT VALLEY SD",3,98.0,89.0,280,70.0,28.0,2.0,0.0,280,48.0,41.0,8.0,2.0
124153503,"CHESTER",24,"GREAT VALLEY SD",5,85.0,88.7,293,61.8,23.2,12.3,2.7,293,49.5,39.2,7.8,3.4
124153503,"CHESTER",24,"GREAT VALLEY SD",8,78.5,84.6,325,51.1,27.4,15.4,6.2,325,54.8,29.8,8.6,6.8
124153503,"CHESTER",24,"GREAT VALLEY SD",11,72.7,83.3,275,41.8,30.9,10.9,16.4,275,54.9,28.4,6.9,9.8
124154003,"CHESTER",24,"KENNETT CONSOLIDATED SD",3,77.0,64.0,305,48.0,29.0,13.0,10.0,305,28.0,36.0,12.0,23.0
124154003,"CHESTER",24,"KENNETT CONSOLIDATED SD",5,72.1,68.8,280,48.2,23.9,13.9,13.9,279,27.6,41.2,11.1,20.1
124154003,"CHESTER",24,"KENNETT CONSOLIDATED SD",8,60.9,65.9,284,36.3,24.6,16.2,22.9,282,36.5,29.4,11.0,23.0
124154003,"CHESTER",24,"KENNETT CONSOLIDATED SD",11,61.5,69.8,239,36.4,25.1,14.2,24.3,238,43.7,26.1,6.3,23.9
124156503,"CHESTER",24,"OCTORARA AREA SD",3,82.0,77.0,179,44.0,38.0,16.0,3.0,178,39.0,38.0,10.0,13.0
124156503,"CHESTER",24,"OCTORARA AREA SD",5,67.0,65.3,200,33.5,33.5,22.0,11.0,199,21.1,44.2,20.1,14.6
124156503,"CHESTER",24,"OCTORARA AREA SD",8,58.6,53.4,232,28.9,29.7,18.5,22.8,232,25.0,28.4,22.8,23.7
124156503,"CHESTER",24,"OCTORARA AREA SD",11,48.9,66.9,221,19.0,29.9,19.5,31.7,221,32.1,34.8,11.8,21.3
124156603,"CHESTER",24,"OWEN J ROBERTS SD",3,92.0,84.0,316,67.0,25.0,8.0,1.0,315,50.0,34.0,9.0,8.0
124156603,"CHESTER",24,"OWEN J ROBERTS SD",5,77.7,76.3,345,55.7,22.0,16.2,6.1,345,37.7,38.6,12.2,11.6
124156603,"CHESTER",24,"OWEN J ROBERTS SD",8,77.4,78.7,305,57.4,20.0,15.1,7.5,305,50.8,27.9,10.5,10.8
124156603,"CHESTER",24,"OWEN J ROBERTS SD",11,64.0,76.2,311,36.7,27.3,21.9,14.1,311,39.5,36.7,9.3,14.5
124156703,"CHESTER",24,"OXFORD AREA SD",3,77.0,63.0,233,45.0,32.0,15.0,8.0,235,30.0,33.0,19.0,18.0
124156703,"CHESTER",24,"OXFORD AREA SD",5,70.7,70.6,245,42.9,27.8,15.1,14.3,245,28.2,42.4,11.4,18.0
124156703,"CHESTER",24,"OXFORD AREA SD",8,72.3,69.2,263,39.2,33.1,13.3,14.4,263,31.9,37.3,11.8,19.0
124156703,"CHESTER",24,"OXFORD AREA SD",11,35.2,61.0,239,18.0,17.2,21.8,43.1,238,26.1,34.9,15.5,23.5
124157203,"CHESTER",24,"PHOENIXVILLE AREA SD",3,90.0,85.0,264,67.0,23.0,8.0,2.0,262,50.0,35.0,10.0,5.0
124157203,"CHESTER",24,"PHOENIXVILLE AREA SD",5,84.9,80.3,245,57.6,27.3,11.4,3.7,244,35.2,45.1,11.9,7.8
124157203,"CHESTER",24,"PHOENIXVILLE AREA SD",8,71.0,70.9,255,46.3,24.7,14.5,14.5,254,38.2,32.7,15.7,13.4
124157203,"CHESTER",24,"PHOENIXVILLE AREA SD",11,64.6,76.5,215,34.4,30.2,15.8,19.5,213,49.3,27.2,9.9,13.6
124157802,"CHESTER",24,"TREDYFFRIN-EASTTOWN SD",3,97.0,94.0,428,74.0,23.0,2.0,0.0,428,62.0,32.0,4.0,2.0
124157802,"CHESTER",24,"TREDYFFRIN-EASTTOWN SD",5,86.8,87.0,463,59.2,27.6,10.4,2.8,463,40.6,46.4,7.6,5.4
124157802,"CHESTER",24,"TREDYFFRIN-EASTTOWN SD",8,91.6,92.8,475,71.8,19.8,6.5,1.9,474,69.6,23.2,5.9,1.3
124157802,"CHESTER",24,"TREDYFFRIN-EASTTOWN SD",11,88.8,95.4,456,70.2,18.6,7.9,3.3,456,71.9,23.5,2.2,2.4
124158503,"CHESTER",24,"UNIONVILLE-CHADDS FORD",3,98.0,95.0,283,84.0,14.0,1.0,1.0,281,69.0,26.0,4.0,1.0
124158503,"CHESTER",24,"UNIONVILLE-CHADDS FORD",5,96.6,94.1,327,74.0,22.6,1.8,1.5,326,51.2,42.9,3.7,2.1
124158503,"CHESTER",24,"UNIONVILLE-CHADDS FORD",8,88.6,90.4,323,70.3,18.3,8.7,2.8,323,59.4,31.0,5.6,4.0
124158503,"CHESTER",24,"UNIONVILLE-CHADDS FORD",11,77.0,85.3,300,55.7,21.3,9.7,13.3,300,55.3,30.0,8.3,6.3
124159002,"CHESTER",24,"WEST CHESTER AREA SD",3,94.0,89.0,881,70.0,24.0,4.0,2.0,881,55.0,34.0,7.0,4.0
124159002,"CHESTER",24,"WEST CHESTER AREA SD",5,82.5,83.9,898,53.3,29.2,12.7,4.8,899,39.4,44.5,9.0,7.1
124159002,"CHESTER",24,"WEST CHESTER AREA SD",8,78.9,84.5,894,55.6,23.3,13.3,7.8,895,55.8,28.7,6.5,9.1
124159002,"CHESTER",24,"WEST CHESTER AREA SD",11,70.1,83.3,896,43.9,26.2,14.3,15.6,896,52.2,31.1,8.6,8.0
106160303,"CLARION",6,"ALLEGHENY-CLARION VALLE",3,87.0,72.0,61,30.0,57.0,13.0,0.0,61,28.0,44.0,16.0,11.0
106160303,"CLARION",6,"ALLEGHENY-CLARION VALLE",5,78.6,61.3,75,37.3,41.3,13.3,8.0,75,16.0,45.3,17.3,21.3
106160303,"CLARION",6,"ALLEGHENY-CLARION VALLE",8,54.7,47.4,75,26.7,28.0,22.7,22.7,76,15.8,31.6,27.6,25.0
106160303,"CLARION",6,"ALLEGHENY-CLARION VALLE",11,53.5,65.5,58,12.1,41.4,25.9,20.7,58,29.3,36.2,19.0,15.5
106161203,"CLARION",6,"CLARION AREA SD",3,80.0,69.0,55,45.0,35.0,18.0,2.0,55,24.0,45.0,13.0,18.0
106161203,"CLARION",6,"CLARION AREA SD",5,80.6,79.0,62,43.5,37.1,12.9,6.5,62,16.1,62.9,14.5,6.5
106161203,"CLARION",6,"CLARION AREA SD",8,70.9,77.9,86,37.2,33.7,20.9,8.1,86,45.3,32.6,10.5,11.6
106161203,"CLARION",6,"CLARION AREA SD",11,48.6,65.8,76,28.9,19.7,21.1,30.3,76,39.5,26.3,17.1,17.1
106161703,"CLARION",6,"CLARION-LIMESTONE AREA",3,88.0,76.0,104,55.0,33.0,8.0,5.0,104,40.0,36.0,15.0,9.0
106161703,"CLARION",6,"CLARION-LIMESTONE AREA",5,67.4,76.4,92,22.8,44.6,27.2,5.4,93,28.0,48.4,15.1,8.6
106161703,"CLARION",6,"CLARION-LIMESTONE AREA",8,70.9,63.5,86,34.9,36.0,14.0,15.1,85,37.6,25.9,21.2,15.3
106161703,"CLARION",6,"CLARION-LIMESTONE AREA",11,54.6,77.2,66,25.8,28.8,21.2,24.2,66,34.8,42.4,6.1,16.7
106166503,"CLARION",6,"KEYSTONE SD",3,84.0,72.0,80,48.0,36.0,11.0,5.0,79,30.0,42.0,16.0,11.0
106166503,"CLARION",6,"KEYSTONE SD",5,74.5,77.6,94,26.6,47.9,14.9,10.6,94,34.0,43.6,9.6,12.8
106166503,"CLARION",6,"KEYSTONE SD",8,67.1,73.7,91,31.9,35.2,17.6,15.4,91,30.8,42.9,17.6,8.8
106166503,"CLARION",6,"KEYSTONE SD",11,40.9,82.0,83,10.8,30.1,38.6,20.5,83,38.6,43.4,12.0,6.0
106167504,"CLARION",6,"NORTH CLARION COUNTY SD",3,75.0,68.0,43,35.0,40.0,9.0,16.0,43,28.0,40.0,16.0,16.0
106167504,"CLARION",6,"NORTH CLARION COUNTY SD",5,73.4,73.5,49,36.7,36.7,14.3,12.2,49,18.4,55.1,10.2,16.3
106167504,"CLARION",6,"NORTH CLARION COUNTY SD",8,74.0,72.0,50,44.0,30.0,14.0,12.0,50,38.0,34.0,12.0,16.0
106167504,"CLARION",6,"NORTH CLARION COUNTY SD",11,53.0,84.4,51,25.5,27.5,31.4,15.7,51,27.5,56.9,7.8,7.8
106168003,"CLARION",6,"REDBANK VALLEY SD",3,89.0,74.0,98,48.0,41.0,8.0,3.0,98,31.0,43.0,10.0,16.0
106168003,"CLARION",6,"REDBANK VALLEY SD",5,83.0,77.0,100,47.0,36.0,11.0,6.0,100,21.0,56.0,14.0,9.0
106168003,"CLARION",6,"REDBANK VALLEY SD",8,62.5,71.9,104,31.7,30.8,25.0,12.5,103,43.7,28.2,20.4,7.8
106168003,"CLARION",6,"REDBANK VALLEY SD",11,42.3,71.8,104,23.1,19.2,25.0,32.7,103,35.9,35.9,17.5,10.7
106169003,"CLARION",6,"UNION  SD",3,95.0,63.0,59,59.0,36.0,2.0,3.0,59,36.0,27.0,20.0,17.0
106169003,"CLARION",6,"UNION  SD",5,67.4,63.3,49,24.5,42.9,20.4,12.2,49,14.3,49.0,22.4,14.3
106169003,"CLARION",6,"UNION  SD",8,63.0,65.8,73,20.5,42.5,27.4,9.6,73,23.3,42.5,20.5,13.7
106169003,"CLARION",6,"UNION  SD",11,43.4,60.4,53,13.2,30.2,20.8,35.8,53,26.4,34.0,17.0,22.6
110171003,"CLEARFIELD",10,"CLEARFIELD AREA SD",3,82.0,69.0,213,50.0,32.0,10.0,7.0,213,32.0,37.0,12.0,19.0
110171003,"CLEARFIELD",10,"CLEARFIELD AREA SD",5,67.7,54.4,217,36.4,31.3,18.0,14.3,217,17.1,37.3,18.9,26.7
110171003,"CLEARFIELD",10,"CLEARFIELD AREA SD",8,58.0,56.2,243,26.3,31.7,19.3,22.6,242,23.1,33.1,21.5,22.3
110171003,"CLEARFIELD",10,"CLEARFIELD AREA SD",11,44.8,60.2,241,17.0,27.8,16.6,38.6,241,27.4,32.8,16.6,23.2
110171803,"CLEARFIELD",10,"CURWENSVILLE AREA SD",3,83.0,67.0,81,47.0,36.0,14.0,4.0,81,21.0,46.0,12.0,21.0
110171803,"CLEARFIELD",10,"CURWENSVILLE AREA SD",5,70.2,55.4,74,40.5,29.7,13.5,16.2,74,12.2,43.2,20.3,24.3
110171803,"CLEARFIELD",10,"CURWENSVILLE AREA SD",8,65.8,62.2,114,42.1,23.7,15.8,18.4,114,28.9,33.3,15.8,21.9
110171803,"CLEARFIELD",10,"CURWENSVILLE AREA SD",11,65.3,69.0,98,39.8,25.5,15.3,19.4,97,41.2,27.8,14.4,16.5
106172003,"CLEARFIELD",6,"DUBOIS AREA SD",3,80.0,71.0,303,51.0,29.0,11.0,8.0,302,34.0,37.0,13.0,17.0
106172003,"CLEARFIELD",6,"DUBOIS AREA SD",5,90.7,72.6,343,70.0,20.7,6.4,2.9,343,23.6,49.0,15.5,12.0
106172003,"CLEARFIELD",6,"DUBOIS AREA SD",8,65.4,65.1,358,38.0,27.4,18.4,16.2,358,30.2,34.9,15.4,19.6
106172003,"CLEARFIELD",6,"DUBOIS AREA SD",11,59.5,70.8,311,30.9,28.6,15.4,25.1,311,35.4,35.4,14.8,14.5
110173003,"CLEARFIELD",10,"GLENDALE SD",3,84.0,74.0,62,45.0,39.0,11.0,5.0,62,26.0,48.0,15.0,11.0
110173003,"CLEARFIELD",10,"GLENDALE SD",5,58.8,64.5,63,28.6,30.2,28.6,12.7,62,21.0,43.5,19.4,16.1
110173003,"CLEARFIELD",10,"GLENDALE SD",8,40.3,50.0,72,22.2,18.1,34.7,25.0,72,20.8,29.2,18.1,31.9
110173003,"CLEARFIELD",10,"GLENDALE SD",11,38.6,51.4,70,10.0,28.6,27.1,34.3,70,24.3,27.1,24.3,24.3
110173504,"CLEARFIELD",10,"HARMONY AREA SD",3,90.0,81.0,21,33.0,57.0,10.0,0.0,21,43.0,38.0,10.0,10.0
110173504,"CLEARFIELD",10,"HARMONY AREA SD",5,72.4,43.4,29,48.3,24.1,10.3,17.2,30,6.7,36.7,30.0,26.7
110173504,"CLEARFIELD",10,"HARMONY AREA SD",8,65.5,58.6,29,20.7,44.8,13.8,20.7,29,37.9,20.7,24.1,17.2
110173504,"CLEARFIELD",10,"HARMONY AREA SD",11,60.0,73.3,30,33.3,26.7,13.3,26.7,30,40.0,33.3,10.0,16.7
110175003,"CLEARFIELD",10,"MOSHANNON VALLEY SD",3,65.0,49.0,82,24.0,41.0,20.0,15.0,82,16.0,33.0,27.0,24.0
110175003,"CLEARFIELD",10,"MOSHANNON VALLEY SD",5,62.3,57.7,85,32.9,29.4,17.6,20.0,85,15.3,42.4,23.5,18.8
110175003,"CLEARFIELD",10,"MOSHANNON VALLEY SD",8,56.7,55.7,97,10.3,46.4,20.6,22.7,97,18.6,37.1,20.6,23.7
110175003,"CLEARFIELD",10,"MOSHANNON VALLEY SD",11,27.5,65.5,87,1.1,26.4,27.6,44.8,87,25.3,40.2,14.9,19.5
110177003,"CLEARFIELD",10,"PHILIPSBURG-OSCEOLA ARE",3,86.0,74.0,151,55.0,31.0,9.0,5.0,151,34.0,40.0,15.0,11.0
110177003,"CLEARFIELD",10,"PHILIPSBURG-OSCEOLA ARE",5,62.1,62.7,161,36.0,26.1,30.4,7.5,161,16.1,46.6,19.9,17.4
110177003,"CLEARFIELD",10,"PHILIPSBURG-OSCEOLA ARE",8,80.7,80.1,161,50.9,29.8,16.1,3.1,161,50.9,29.2,12.4,7.5
110177003,"CLEARFIELD",10,"PHILIPSBURG-OSCEOLA ARE",11,39.4,70.0,160,15.0,24.4,31.9,28.8,160,25.6,44.4,13.8,16.3
110179003,"CLEARFIELD",10,"WEST BRANCH AREA SD",3,81.0,64.0,93,48.0,33.0,15.0,3.0,93,24.0,40.0,19.0,17.0
110179003,"CLEARFIELD",10,"WEST BRANCH AREA SD",5,64.4,55.5,101,29.7,34.7,26.7,8.9,101,13.9,41.6,22.8,21.8
110179003,"CLEARFIELD",10,"WEST BRANCH AREA SD",8,51.4,67.0,103,26.2,25.2,19.4,29.1,103,30.1,36.9,12.6,20.4
110179003,"CLEARFIELD",10,"WEST BRANCH AREA SD",11,51.1,73.7,96,16.7,34.4,22.9,26.0,95,26.3,47.4,17.9,8.4
110183602,"CLINTON",10,"KEYSTONE CENTRAL SD",3,80.0,59.0,354,50.0,30.0,9.0,11.0,353,25.0,34.0,15.0,26.0
110183602,"CLINTON",10,"KEYSTONE CENTRAL SD",5,59.0,50.8,344,21.8,37.2,26.7,14.2,344,11.3,39.5,20.3,28.8
110183602,"CLINTON",10,"KEYSTONE CENTRAL SD",8,58.1,61.4,379,25.9,32.2,23.0,19.0,378,26.2,35.2,18.5,20.1
110183602,"CLINTON",10,"KEYSTONE CENTRAL SD",11,36.1,47.1,352,16.5,19.6,19.3,44.6,352,22.7,24.4,14.2,38.6
116191004,"COLUMBIA",16,"BENTON AREA SD",3,93.0,85.0,45,73.0,20.0,7.0,0.0,45,38.0,47.0,16.0,0.0
116191004,"COLUMBIA",16,"BENTON AREA SD",5,80.3,76.8,56,48.2,32.1,10.7,8.9,56,26.8,50.0,7.1,16.1
116191004,"COLUMBIA",16,"BENTON AREA SD",8,61.1,70.2,77,42.9,18.2,19.5,19.5,77,39.0,31.2,14.3,15.6
