"AUN","County","IU","District Name","Grade","% Advanced/Proficient Math","% Advanced/Proficient Reading","Number Scored Math","% Advanced Math","% Proficient Math","% Basic Math","% Below Basic Math","Number Scored Reading","% Advanced Reading","% Proficient Reading","% Basic Reading","% Below Basic Reading"
123468303,"MONTGOMERY",23,"UPPER DUBLIN SD",3,91.0,84.0,299,66.0,25.0,5.0,4.0,298,50.0,34.0,11.0,6.0
123468303,"MONTGOMERY",23,"UPPER DUBLIN SD",5,91.7,86.9,313,70.6,21.1,6.7,1.6,313,41.9,45.0,8.3,4.8
123468303,"MONTGOMERY",23,"UPPER DUBLIN SD",8,83.3,91.5,400,63.0,20.3,11.0,5.8,401,66.1,25.4,5.2,3.2
123468303,"MONTGOMERY",23,"UPPER DUBLIN SD",11,78.5,85.0,391,59.1,19.4,9.7,11.8,393,56.0,29.0,5.3,9.7
123468402,"MONTGOMERY",23,"UPPER MERION AREA SD",3,92.0,79.0,243,62.0,30.0,7.0,0.0,243,43.0,36.0,17.0,5.0
123468402,"MONTGOMERY",23,"UPPER MERION AREA SD",5,74.0,72.4,257,40.9,33.1,20.6,5.4,257,24.5,47.9,13.2,14.4
123468402,"MONTGOMERY",23,"UPPER MERION AREA SD",8,75.7,78.8,272,54.0,21.7,13.2,11.0,273,46.9,31.9,11.0,10.3
123468402,"MONTGOMERY",23,"UPPER MERION AREA SD",11,60.4,75.3,250,37.2,23.2,18.0,21.6,247,42.9,32.4,13.8,10.9
123468503,"MONTGOMERY",23,"UPPER MORELAND TOWNSHIP",3,91.0,86.0,223,57.0,34.0,8.0,2.0,223,48.0,38.0,7.0,7.0
123468503,"MONTGOMERY",23,"UPPER MORELAND TOWNSHIP",5,80.9,78.3,230,47.0,33.9,14.3,4.8,230,31.3,47.0,14.3,7.4
123468503,"MONTGOMERY",23,"UPPER MORELAND TOWNSHIP",8,74.1,84.3,293,48.8,25.3,14.3,11.6,293,51.2,33.1,8.9,6.8
123468503,"MONTGOMERY",23,"UPPER MORELAND TOWNSHIP",11,66.7,79.0,237,32.9,33.8,18.6,14.8,238,46.2,32.8,11.3,9.7
123468603,"MONTGOMERY",23,"UPPER PERKIOMEN SD",3,96.0,82.0,252,64.0,32.0,4.0,0.0,252,41.0,41.0,11.0,7.0
123468603,"MONTGOMERY",23,"UPPER PERKIOMEN SD",5,66.0,65.2,253,27.7,38.3,20.6,13.4,253,21.3,43.9,20.6,14.2
123468603,"MONTGOMERY",23,"UPPER PERKIOMEN SD",8,64.7,69.7,258,39.9,24.8,22.9,12.4,258,33.7,36.0,17.4,12.8
123468603,"MONTGOMERY",23,"UPPER PERKIOMEN SD",11,77.5,80.6,227,48.0,29.5,14.1,8.4,227,41.4,39.2,11.9,7.5
123469303,"MONTGOMERY",23,"WISSAHICKON SD",3,93.0,87.0,344,62.0,31.0,5.0,3.0,343,50.0,37.0,6.0,6.0
123469303,"MONTGOMERY",23,"WISSAHICKON SD",5,76.1,79.0,348,45.1,31.0,19.0,4.9,347,31.4,47.6,15.6,5.5
123469303,"MONTGOMERY",23,"WISSAHICKON SD",8,77.0,83.5,399,51.4,25.6,13.3,9.8,398,52.8,30.7,8.0,8.5
123469303,"MONTGOMERY",23,"WISSAHICKON SD",11,67.1,73.2,353,41.6,25.5,13.3,19.5,350,46.9,26.3,14.0,12.9
116471803,"MONTOUR",16,"DANVILLE AREA SD",3,85.0,82.0,162,56.0,29.0,11.0,4.0,162,39.0,43.0,9.0,9.0
116471803,"MONTOUR",16,"DANVILLE AREA SD",5,69.6,72.0,204,34.3,35.3,16.2,14.2,204,29.4,42.6,16.7,11.3
116471803,"MONTOUR",16,"DANVILLE AREA SD",8,69.8,67.7,235,40.9,28.9,16.2,14.0,235,43.0,24.7,18.3,14.0
116471803,"MONTOUR",16,"DANVILLE AREA SD",11,63.6,81.9,176,35.8,27.8,21.0,15.3,176,58.0,23.9,9.1,9.1
120480803,"NORTHAMPTON",20,"BANGOR AREA SD",3,86.0,70.0,248,53.0,33.0,10.0,3.0,247,32.0,38.0,14.0,15.0
120480803,"NORTHAMPTON",20,"BANGOR AREA SD",5,71.3,70.8,254,32.7,38.6,19.7,9.1,253,25.7,45.1,15.4,13.8
120480803,"NORTHAMPTON",20,"BANGOR AREA SD",8,63.1,64.1,284,34.2,28.9,17.3,19.7,284,31.7,32.4,15.8,20.1
120480803,"NORTHAMPTON",20,"BANGOR AREA SD",11,46.1,58.2,254,18.9,27.2,19.3,34.6,254,28.7,29.5,15.4,26.4
120481002,"NORTHAMPTON",20,"BETHLEHEM AREA SD",3,75.0,66.0,996,45.0,30.0,15.0,10.0,986,30.0,36.0,17.0,16.0
120481002,"NORTHAMPTON",20,"BETHLEHEM AREA SD",5,68.2,61.1,1054,39.1,29.1,21.7,10.1,1040,24.6,36.5,19.4,19.4
120481002,"NORTHAMPTON",20,"BETHLEHEM AREA SD",8,69.9,69.6,1160,42.8,27.1,17.2,12.9,1160,37.9,31.7,15.0,15.3
120481002,"NORTHAMPTON",20,"BETHLEHEM AREA SD",11,45.7,57.8,1053,20.6,25.1,20.6,33.7,1047,29.3,28.5,15.0,27.2
120483302,"NORTHAMPTON",20,"EASTON AREA SD",3,81.0,63.0,571,54.0,27.0,12.0,7.0,569,23.0,40.0,18.0,20.0
120483302,"NORTHAMPTON",20,"EASTON AREA SD",5,55.8,55.7,606,25.9,29.9,26.2,18.0,605,15.4,40.3,19.0,25.3
120483302,"NORTHAMPTON",20,"EASTON AREA SD",8,48.6,60.1,660,24.8,23.8,22.6,28.8,659,29.1,31.0,17.6,22.3
120483302,"NORTHAMPTON",20,"EASTON AREA SD",11,45.0,61.4,564,22.0,23.0,15.1,39.9,565,28.5,32.9,15.6,23.0
120484803,"NORTHAMPTON",20,"NAZARETH AREA SD",3,90.0,76.0,319,66.0,24.0,8.0,3.0,318,40.0,36.0,14.0,10.0
120484803,"NORTHAMPTON",20,"NAZARETH AREA SD",5,81.1,80.8,339,47.8,33.3,16.2,2.7,339,33.0,47.8,13.9,5.3
120484803,"NORTHAMPTON",20,"NAZARETH AREA SD",8,71.3,73.8,376,38.6,32.7,18.4,10.4,377,40.1,33.7,13.5,12.7
120484803,"NORTHAMPTON",20,"NAZARETH AREA SD",11,54.9,74.6,377,27.3,27.6,22.0,23.1,375,39.7,34.9,12.3,13.1
120484903,"NORTHAMPTON",20,"NORTHAMPTON AREA SD",3,88.0,72.0,386,54.0,34.0,7.0,4.0,387,33.0,39.0,13.0,15.0
120484903,"NORTHAMPTON",20,"NORTHAMPTON AREA SD",5,68.4,74.3,408,31.4,37.0,23.5,8.1,408,29.4,44.9,15.0,10.8
120484903,"NORTHAMPTON",20,"NORTHAMPTON AREA SD",8,74.5,72.1,502,45.6,28.9,15.5,10.0,502,32.5,39.6,13.7,14.1
120484903,"NORTHAMPTON",20,"NORTHAMPTON AREA SD",11,46.1,57.3,436,21.6,24.5,21.3,32.6,437,24.3,33.0,19.0,23.8
120485603,"NORTHAMPTON",20,"PEN ARGYL AREA SD",3,80.0,69.0,134,50.0,30.0,13.0,7.0,134,32.0,37.0,16.0,15.0
120485603,"NORTHAMPTON",20,"PEN ARGYL AREA SD",5,68.1,61.0,169,32.0,36.1,24.9,7.1,169,22.5,38.5,24.3,14.8
120485603,"NORTHAMPTON",20,"PEN ARGYL AREA SD",8,74.4,72.0,168,40.5,33.9,13.7,11.9,168,37.5,34.5,15.5,12.5
120485603,"NORTHAMPTON",20,"PEN ARGYL AREA SD",11,44.4,65.8,144,23.6,20.8,23.6,31.9,143,35.0,30.8,14.7,19.6
120486003,"NORTHAMPTON",20,"SAUCON VALLEY SD",3,95.0,87.0,158,70.0,25.0,5.0,0.0,158,40.0,47.0,8.0,5.0
120486003,"NORTHAMPTON",20,"SAUCON VALLEY SD",5,80.8,80.8,193,57.0,23.8,14.0,5.2,193,34.7,46.1,9.8,9.3
120486003,"NORTHAMPTON",20,"SAUCON VALLEY SD",8,80.4,76.5,204,45.6,34.8,11.8,7.8,204,40.2,36.3,12.3,11.3
120486003,"NORTHAMPTON",20,"SAUCON VALLEY SD",11,63.4,76.7,164,29.3,34.1,18.3,18.3,163,43.6,33.1,9.2,14.1
120488603,"NORTHAMPTON",20,"WILSON AREA SD",3,82.0,73.0,148,50.0,32.0,15.0,3.0,149,26.0,47.0,15.0,13.0
120488603,"NORTHAMPTON",20,"WILSON AREA SD",5,82.3,71.4,164,51.2,31.1,12.8,4.9,164,28.7,42.7,17.1,11.6
120488603,"NORTHAMPTON",20,"WILSON AREA SD",8,59.3,64.0,194,24.2,35.1,22.7,18.0,194,28.4,35.6,17.0,19.1
120488603,"NORTHAMPTON",20,"WILSON AREA SD",11,53.5,64.1,170,18.2,35.3,18.8,27.6,170,31.2,32.9,14.7,21.2
116493503,"NORTHUMBERLAND",16,"LINE MOUNTAIN SD",3,86.0,67.0,76,33.0,53.0,12.0,3.0,76,22.0,45.0,18.0,14.0
116493503,"NORTHUMBERLAND",16,"LINE MOUNTAIN SD",5,68.8,57.8,109,33.9,34.9,26.6,4.6,109,26.6,31.2,23.9,18.3
116493503,"NORTHUMBERLAND",16,"LINE MOUNTAIN SD",8,48.5,53.6,99,21.2,27.3,26.3,25.3,99,26.3,27.3,25.3,21.2
116493503,"NORTHUMBERLAND",16,"LINE MOUNTAIN SD",11,33.0,62.2,82,11.0,22.0,28.0,39.0,82,36.6,25.6,15.9,22.0
116495003,"NORTHUMBERLAND",16,"MILTON AREA SD",3,84.0,65.0,159,53.0,31.0,10.0,6.0,158,27.0,38.0,14.0,21.0
116495003,"NORTHUMBERLAND",16,"MILTON AREA SD",5,62.0,55.1,158,34.8,27.2,29.7,8.2,158,24.1,31.0,25.3,19.6
116495003,"NORTHUMBERLAND",16,"MILTON AREA SD",8,65.1,64.7,192,38.0,27.1,19.8,15.1,190,32.6,32.1,21.6,13.7
116495003,"NORTHUMBERLAND",16,"MILTON AREA SD",11,47.6,60.4,164,25.6,22.0,20.1,32.3,164,24.4,36.0,13.4,26.2
116495103,"NORTHUMBERLAND",16,"MOUNT CARMEL AREA SD",3,87.0,83.0,111,62.0,25.0,7.0,5.0,111,39.0,44.0,10.0,7.0
116495103,"NORTHUMBERLAND",16,"MOUNT CARMEL AREA SD",5,80.0,66.3,110,41.8,38.2,13.6,6.4,110,22.7,43.6,21.8,11.8
116495103,"NORTHUMBERLAND",16,"MOUNT CARMEL AREA SD",8,56.0,58.6,150,28.7,27.3,20.7,23.3,150,33.3,25.3,18.7,22.7
116495103,"NORTHUMBERLAND",16,"MOUNT CARMEL AREA SD",11,46.6,68.0,129,17.1,29.5,31.8,21.7,128,35.2,32.8,11.7,20.3
116496503,"NORTHUMBERLAND",16,"SHAMOKIN AREA SD",3,90.0,72.0,150,55.0,35.0,7.0,3.0,150,35.0,37.0,18.0,11.0
116496503,"NORTHUMBERLAND",16,"SHAMOKIN AREA SD",5,68.1,64.3,185,27.6,40.5,22.2,9.7,185,18.9,45.4,15.1,20.5
116496503,"NORTHUMBERLAND",16,"SHAMOKIN AREA SD",8,52.0,52.5,196,21.4,30.6,25.0,23.0,196,21.9,30.6,23.0,24.5
116496503,"NORTHUMBERLAND",16,"SHAMOKIN AREA SD",11,39.1,66.8,187,15.0,24.1,21.9,39.0,187,25.1,41.7,11.8,21.4
116496603,"NORTHUMBERLAND",16,"SHIKELLAMY SD",3,74.0,67.0,214,38.0,36.0,18.0,8.0,215,28.0,39.0,15.0,18.0
116496603,"NORTHUMBERLAND",16,"SHIKELLAMY SD",5,64.5,57.4,237,27.8,36.7,22.4,13.1,237,14.8,42.6,19.4,23.2
116496603,"NORTHUMBERLAND",16,"SHIKELLAMY SD",8,46.4,48.8,254,17.7,28.7,28.3,25.2,252,19.4,29.4,25.8,25.4
116496603,"NORTHUMBERLAND",16,"SHIKELLAMY SD",11,44.4,59.2,255,16.9,27.5,21.6,34.1,255,26.3,32.9,15.3,25.5
116498003,"NORTHUMBERLAND",16,"WARRIOR RUN SD",3,90.0,76.0,129,63.0,27.0,6.0,4.0,129,33.0,43.0,17.0,8.0
116498003,"NORTHUMBERLAND",16,"WARRIOR RUN SD",5,65.4,67.6,133,33.1,32.3,23.3,11.3,133,15.0,52.6,19.5,12.8
116498003,"NORTHUMBERLAND",16,"WARRIOR RUN SD",8,46.9,60.7,158,20.3,26.6,31.0,22.2,158,31.6,29.1,13.3,25.9
116498003,"NORTHUMBERLAND",16,"WARRIOR RUN SD",11,48.1,71.8,135,20.7,27.4,24.4,27.4,135,37.0,34.8,13.3,14.8
115503004,"PERRY",15,"GREENWOOD SD",3,76.0,73.0,55,51.0,25.0,20.0,4.0,55,24.0,49.0,16.0,11.0
115503004,"PERRY",15,"GREENWOOD SD",5,76.3,81.6,59,42.4,33.9,13.6,10.2,60,28.3,53.3,10.0,8.3
115503004,"PERRY",15,"GREENWOOD SD",8,69.1,47.1,68,29.4,39.7,4.4,26.5,68,25.0,22.1,19.1,33.8
115503004,"PERRY",15,"GREENWOOD SD",11,57.4,72.2,54,35.2,22.2,16.7,25.9,54,46.3,25.9,13.0,14.8
115504003,"PERRY",15,"NEWPORT SD",3,78.0,66.0,81,41.0,37.0,15.0,7.0,80,26.0,40.0,21.0,13.0
115504003,"PERRY",15,"NEWPORT SD",5,60.0,57.9,95,26.3,33.7,29.5,10.5,95,10.5,47.4,13.7,28.4
115504003,"PERRY",15,"NEWPORT SD",8,61.8,70.0,110,31.8,30.0,20.0,18.2,110,39.1,30.9,14.5,15.5
115504003,"PERRY",15,"NEWPORT SD",11,49.5,63.4,101,17.8,31.7,18.8,31.7,101,29.7,33.7,16.8,19.8
115506003,"PERRY",15,"SUSQUENITA SD",3,83.0,69.0,134,49.0,34.0,13.0,3.0,134,29.0,40.0,18.0,13.0
115506003,"PERRY",15,"SUSQUENITA SD",5,52.8,63.5,159,19.5,33.3,29.6,17.6,159,13.8,49.7,18.9,17.6
115506003,"PERRY",15,"SUSQUENITA SD",8,62.9,62.3,194,29.4,33.5,25.3,11.9,194,31.4,30.9,19.6,18.0
115506003,"PERRY",15,"SUSQUENITA SD",11,55.3,65.1,170,24.1,31.2,17.6,27.1,169,32.0,33.1,16.0,18.9
115508003,"PERRY",15,"WEST PERRY SD",3,88.0,65.0,197,52.0,36.0,11.0,1.0,195,27.0,38.0,24.0,12.0
115508003,"PERRY",15,"WEST PERRY SD",5,68.6,60.0,204,32.8,35.8,19.6,11.8,205,18.5,41.5,22.0,18.0
115508003,"PERRY",15,"WEST PERRY SD",8,56.2,54.4,217,31.8,24.4,22.6,21.2,217,24.9,29.5,20.7,24.9
115508003,"PERRY",15,"WEST PERRY SD",11,50.2,62.5,221,21.7,28.5,16.3,33.5,221,29.9,32.6,15.8,21.7
126515001,"PHILADELPHIA",26,"PHILADELPHIA CITY SD",3,52.0,37.0,12891,20.0,32.0,23.0,25.0,12804,10.0,27.0,22.0,41.0
126515001,"PHILADELPHIA",26,"PHILADELPHIA CITY SD",5,45.8,35.1,14008,20.1,25.7,25.9,28.3,13951,8.2,26.9,21.5,43.4
126515001,"PHILADELPHIA",26,"PHILADELPHIA CITY SD",8,39.4,39.6,13696,18.4,21.0,21.8,38.8,13614,14.8,24.8,21.0,39.5
126515001,"PHILADELPHIA",26,"PHILADELPHIA CITY SD",11,23.1,30.6,10039,9.8,13.3,16.8,60.1,9970,10.4,20.2,14.4,55.0
120522003,"PIKE",20,"DELAWARE VALLEY SD",3,87.0,75.0,386,50.0,37.0,10.0,4.0,386,34.0,41.0,17.0,8.0
120522003,"PIKE",20,"DELAWARE VALLEY SD",5,77.4,78.3,407,40.3,37.1,17.4,5.2,406,30.5,47.8,13.1,8.6
120522003,"PIKE",20,"DELAWARE VALLEY SD",8,71.0,82.7,459,41.2,29.8,17.0,12.0,460,52.0,30.7,10.4,7.0
120522003,"PIKE",20,"DELAWARE VALLEY SD",11,52.3,77.3,406,25.9,26.4,20.9,26.8,406,44.8,32.5,15.0,7.6
109530304,"POTTER",9,"AUSTIN AREA SD",3,61.0,50.0,18,11.0,50.0,28.0,11.0,18,11.0,39.0,28.0,22.0
109530304,"POTTER",9,"AUSTIN AREA SD",5,57.2,57.2,14,14.3,42.9,21.4,21.4,14,28.6,28.6,35.7,7.1
109530304,"POTTER",9,"AUSTIN AREA SD",8,56.0,64.0,25,32.0,24.0,16.0,28.0,25,36.0,28.0,16.0,20.0
109530304,"POTTER",9,"AUSTIN AREA SD",11,42.9,71.4,14,14.3,28.6,21.4,35.7,14,21.4,50.0,14.3,14.3
109531304,"POTTER",9,"COUDERSPORT AREA SD",3,89.0,78.0,63,57.0,32.0,10.0,2.0,63,30.0,48.0,11.0,11.0
109531304,"POTTER",9,"COUDERSPORT AREA SD",5,73.6,59.7,72,37.5,36.1,19.4,6.9,72,23.6,36.1,29.2,11.1
109531304,"POTTER",9,"COUDERSPORT AREA SD",8,63.3,53.1,79,41.8,21.5,16.5,20.3,79,21.5,31.6,19.0,27.8
109531304,"POTTER",9,"COUDERSPORT AREA SD",11,43.5,78.2,69,20.3,23.2,23.2,33.3,69,36.2,42.0,13.0,8.7
109532804,"POTTER",9,"GALETON AREA SD",3,82.0,41.0,27,26.0,56.0,15.0,4.0,27,19.0,22.0,26.0,33.0
109532804,"POTTER",9,"GALETON AREA SD",5,65.4,61.5,26,19.2,46.2,15.4,19.2,26,7.7,53.8,23.1,15.4
109532804,"POTTER",9,"GALETON AREA SD",8,70.0,60.0,30,23.3,46.7,23.3,6.7,30,23.3,36.7,23.3,16.7
109532804,"POTTER",9,"GALETON AREA SD",11,28.2,74.3,39,2.6,25.6,30.8,41.0,39,25.6,48.7,5.1,20.5
109535504,"POTTER",9,"NORTHERN POTTER SD",3,95.0,97.0,39,69.0,26.0,5.0,0.0,38,47.0,50.0,3.0,0.0
109535504,"POTTER",9,"NORTHERN POTTER SD",5,74.1,55.5,54,38.9,35.2,18.5,7.4,54,11.1,44.4,20.4,24.1
109535504,"POTTER",9,"NORTHERN POTTER SD",8,45.1,51.0,51,19.6,25.5,27.5,27.5,51,15.7,35.3,15.7,33.3
109535504,"POTTER",9,"NORTHERN POTTER SD",11,32.8,47.3,55,16.4,16.4,29.1,38.2,55,20.0,27.3,25.5,27.3
109537504,"POTTER",9,"OSWAYO VALLEY SD",3,63.0,60.0,35,23.0,40.0,31.0,6.0,35,11.0,49.0,20.0,20.0
109537504,"POTTER",9,"OSWAYO VALLEY SD",5,47.5,40.0,40,10.0,37.5,35.0,17.5,40,7.5,32.5,22.5,37.5
109537504,"POTTER",9,"OSWAYO VALLEY SD",8,51.0,56.9,51,23.5,27.5,23.5,25.5,51,29.4,27.5,19.6,23.5
109537504,"POTTER",9,"OSWAYO VALLEY SD",11,57.2,67.3,49,28.6,28.6,30.6,12.2,49,36.7,30.6,10.2,22.4
129540803,"SCHUYLKILL",29,"BLUE MOUNTAIN SD",3,90.0,81.0,211,67.0,23.0,7.0,4.0,211,42.0,39.0,10.0,8.0
129540803,"SCHUYLKILL",29,"BLUE MOUNTAIN SD",5,77.4,79.1,239,47.7,29.7,16.3,6.3,239,34.7,44.4,10.5,10.5
129540803,"SCHUYLKILL",29,"BLUE MOUNTAIN SD",8,77.0,85.5,248,50.8,26.2,14.1,8.9,248,51.6,33.9,11.3,3.2
129540803,"SCHUYLKILL",29,"BLUE MOUNTAIN SD",11,64.8,76.3,230,39.1,25.7,12.6,22.6,228,50.0,26.3,10.1,13.6
129544503,"SCHUYLKILL",29,"MAHANOY AREA SD",3,83.0,67.0,69,51.0,32.0,13.0,4.0,69,29.0,38.0,16.0,17.0
129544503,"SCHUYLKILL",29,"MAHANOY AREA SD",5,86.7,89.3,75,46.7,40.0,10.7,2.7,75,25.3,64.0,6.7,4.0
129544503,"SCHUYLKILL",29,"MAHANOY AREA SD",8,45.6,50.5,103,25.2,20.4,20.4,34.0,103,22.3,28.2,22.3,27.2
129544503,"SCHUYLKILL",29,"MAHANOY AREA SD",11,45.1,49.5,91,17.6,27.5,16.5,38.5,91,17.6,31.9,19.8,30.8
129544703,"SCHUYLKILL",29,"MINERSVILLE AREA SD",3,96.0,85.0,80,81.0,15.0,1.0,3.0,79,47.0,38.0,13.0,3.0
129544703,"SCHUYLKILL",29,"MINERSVILLE AREA SD",5,81.6,68.5,76,48.7,32.9,13.2,5.3,76,22.4,46.1,21.1,10.5
129544703,"SCHUYLKILL",29,"MINERSVILLE AREA SD",8,57.6,51.7,92,31.5,26.1,22.8,19.6,91,24.2,27.5,22.0,26.4
129544703,"SCHUYLKILL",29,"MINERSVILLE AREA SD",11,43.5,68.2,85,14.1,29.4,25.9,30.6,85,32.9,35.3,17.6,14.1
129545003,"SCHUYLKILL",29,"NORTH SCHUYLKILL SD",3,82.0,72.0,112,53.0,29.0,14.0,4.0,112,29.0,43.0,13.0,16.0
129545003,"SCHUYLKILL",29,"NORTH SCHUYLKILL SD",5,80.0,72.4,145,43.4,36.6,17.9,2.1,145,24.1,48.3,19.3,8.3
129545003,"SCHUYLKILL",29,"NORTH SCHUYLKILL SD",8,52.6,51.5,169,27.2,25.4,26.6,20.7,169,16.0,35.5,28.4,20.1
129545003,"SCHUYLKILL",29,"NORTH SCHUYLKILL SD",11,52.1,67.5,117,25.6,26.5,23.9,23.9,117,31.6,35.9,14.5,17.9
129546003,"SCHUYLKILL",29,"PINE GROVE AREA SD",3,84.0,69.0,121,51.0,33.0,9.0,7.0,121,28.0,41.0,16.0,15.0
129546003,"SCHUYLKILL",29,"PINE GROVE AREA SD",5,52.5,62.0,145,15.9,36.6,34.5,13.1,145,11.7,50.3,24.8,13.1
129546003,"SCHUYLKILL",29,"PINE GROVE AREA SD",8,64.8,70.1,145,30.3,34.5,22.1,13.1,144,32.6,37.5,18.1,11.8
129546003,"SCHUYLKILL",29,"PINE GROVE AREA SD",11,50.0,70.5,134,17.9,32.1,23.1,26.9,136,42.6,27.9,17.6,11.8
129546103,"SCHUYLKILL",29,"POTTSVILLE AREA SD",3,76.0,64.0,186,43.0,33.0,15.0,9.0,186,30.0,34.0,18.0,18.0
129546103,"SCHUYLKILL",29,"POTTSVILLE AREA SD",5,59.1,71.2,203,14.3,44.8,28.1,12.8,205,21.0,50.2,16.1,12.7
129546103,"SCHUYLKILL",29,"POTTSVILLE AREA SD",8,64.3,59.6,224,30.8,33.5,25.0,10.7,223,25.1,34.5,21.5,18.8
129546103,"SCHUYLKILL",29,"POTTSVILLE AREA SD",11,42.7,63.3,269,19.7,23.0,26.4,30.9,270,27.0,36.3,17.0,19.6
129546803,"SCHUYLKILL",29,"SAINT CLAIR AREA SD",3,91.0,80.0,56,70.0,21.0,2.0,7.0,56,48.0,32.0,5.0,14.0
129546803,"SCHUYLKILL",29,"SAINT CLAIR AREA SD",5,78.6,67.2,61,39.3,39.3,9.8,11.5,61,26.2,41.0,19.7,13.1
129546803,"SCHUYLKILL",29,"SAINT CLAIR AREA SD",8,58.9,65.8,78,25.6,33.3,21.8,19.2,76,34.2,31.6,14.5,19.7
129547303,"SCHUYLKILL",29,"SCHUYLKILL HAVEN AREA SD",3,95.0,87.0,107,71.0,24.0,5.0,0.0,107,48.0,39.0,9.0,4.0
129547303,"SCHUYLKILL",29,"SCHUYLKILL HAVEN AREA SD",5,50.4,61.4,107,16.8,33.6,39.3,10.3,106,14.2,47.2,18.9,19.8
129547303,"SCHUYLKILL",29,"SCHUYLKILL HAVEN AREA SD",8,62.7,66.7,99,35.4,27.3,17.2,20.2,99,37.4,29.3,18.2,15.2
129547303,"SCHUYLKILL",29,"SCHUYLKILL HAVEN AREA SD",11,65.2,77.6,89,36.0,29.2,12.4,22.5,89,36.0,41.6,7.9,14.6
129547203,"SCHUYLKILL",29,"SHENANDOAH VALLEY SD",3,87.0,73.0,63,60.0,27.0,10.0,3.0,63,29.0,44.0,10.0,17.0
129547203,"SCHUYLKILL",29,"SHENANDOAH VALLEY SD",5,88.8,68.3,63,69.8,19.0,7.9,3.2,63,14.3,54.0,17.5,14.3
129547203,"SCHUYLKILL",29,"SHENANDOAH VALLEY SD",8,55.7,53.1,97,28.9,26.8,20.6,23.7,96,27.1,26.0,26.0,20.8
129547203,"SCHUYLKILL",29,"SHENANDOAH VALLEY SD",11,39.0,50.7,77,20.8,18.2,14.3,46.8,77,19.5,31.2,20.8,28.6
129547603,"SCHUYLKILL",29,"TAMAQUA AREA SD",3,87.0,67.0,136,46.0,41.0,9.0,4.0,137,33.0,34.0,23.0,9.0
129547603,"SCHUYLKILL",29,"TAMAQUA AREA SD",5,68.7,68.7,147,25.2,43.5,25.9,5.4,147,23.8,44.9,20.4,10.9
129547603,"SCHUYLKILL",29,"TAMAQUA AREA SD",8,59.2,57.5,174,21.3,37.9,23.6,17.2,174,21.3,36.2,21.3,21.3
129547603,"SCHUYLKILL",29,"TAMAQUA AREA SD",11,54.9,68.6,144,27.8,27.1,16.7,28.5,143,31.5,37.1,12.6,18.9
129547803,"SCHUYLKILL",29,"TRI-VALLEY SD",3,89.0,77.0,61,56.0,33.0,8.0,3.0,61,28.0,49.0,13.0,10.0
129547803,"SCHUYLKILL",29,"TRI-VALLEY SD",5,61.4,61.4,57,28.1,33.3,26.3,12.3,57,15.8,45.6,10.5,28.1
129547803,"SCHUYLKILL",29,"TRI-VALLEY SD",8,77.6,75.3,89,46.1,31.5,13.5,9.0,89,42.7,32.6,16.9,7.9
129547803,"SCHUYLKILL",29,"TRI-VALLEY SD",11,47.5,70.0,61,16.4,31.1,29.5,23.0,60,35.0,35.0,15.0,15.0
129548803,"SCHUYLKILL",29,"WILLIAMS VALLEY SD",3,74.0,63.0,83,29.0,45.0,22.0,5.0,83,28.0,35.0,23.0,14.0
129548803,"SCHUYLKILL",29,"WILLIAMS VALLEY SD",5,52.0,55.2,75,21.3,30.7,32.0,16.0,76,18.4,36.8,21.1,23.7
129548803,"SCHUYLKILL",29,"WILLIAMS VALLEY SD",8,63.8,64.9,91,29.7,34.1,16.5,19.8,94,20.2,44.7,19.1,16.0
129548803,"SCHUYLKILL",29,"WILLIAMS VALLEY SD",11,38.6,53.4,88,15.9,22.7,28.4,33.0,88,19.3,34.1,22.7,23.9
116555003,"SNYDER",16,"MIDD-WEST SD",3,76.0,66.0,181,41.0,35.0,17.0,7.0,181,25.0,41.0,20.0,14.0
116555003,"SNYDER",16,"MIDD-WEST SD",5,74.8,64.7,167,29.9,44.9,19.8,5.4,167,19.8,44.9,16.8,18.6
116555003,"SNYDER",16,"MIDD-WEST SD",8,65.3,68.0,216,27.8,37.5,18.5,16.2,216,33.3,34.7,15.3,16.7
116555003,"SNYDER",16,"MIDD-WEST SD",11,49.1,70.5,159,20.8,28.3,23.3,27.7,159,30.2,40.3,13.8,15.7
116557103,"SNYDER",16,"SELINSGROVE AREA SD",3,79.0,65.0,181,41.0,38.0,17.0,4.0,183,23.0,42.0,17.0,17.0
116557103,"SNYDER",16,"SELINSGROVE AREA SD",5,56.6,59.2,196,19.4,37.2,26.5,16.8,196,13.8,45.4,20.4,20.4
116557103,"SNYDER",16,"SELINSGROVE AREA SD",8,67.6,67.6,235,35.7,31.9,21.3,11.1,235,37.4,30.2,18.3,14.0
116557103,"SNYDER",16,"SELINSGROVE AREA SD",11,48.9,72.7,227,22.9,26.0,22.5,28.6,227,44.5,28.2,7.9,19.4
108561003,"SOMERSET",8,"BERLIN BROTHERSVALLEY S",3,80.0,63.0,77,49.0,31.0,14.0,5.0,77,18.0,45.0,21.0,16.0
108561003,"SOMERSET",8,"BERLIN BROTHERSVALLEY S",5,77.2,72.8,70,38.6,38.6,17.1,5.7,70,17.1,55.7,12.9,14.3
108561003,"SOMERSET",8,"BERLIN BROTHERSVALLEY S",8,56.1,54.6,66,27.3,28.8,25.8,18.2,66,27.3,27.3,22.7,22.7
