"2006 PSSA District Level Results: % of Students at Each Performance Level (Full Academic Year)",,,,,,,,,,,,,,,,
"* Groups that have less than 10 students assessed are noted by an asterisk (*). Performance level totals may not add up to 100 due to rounding.",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"AUN","County","IU","District Name","Grade","Number scored in Math","Math Advanced & Proficient","Math Advanced","Math Proficient","Math Basic","Math Below Basic","Number scored in Reading","Reading Advanced & Proficient","Reading Advanced","Reading Proficient","Reading Basic","Reading Below Basic"
103025002,"ALLEGHENY",3,"KEYSTONE OAKS SD",6,147,72.1,34.7,37.4,19.0,8.8,145,73.8,36.6,37.2,15.9,10.3
103025002,"ALLEGHENY",3,"KEYSTONE OAKS SD",7,184,63.6,31.5,32.1,20.1,16.3,185,68.1,33.0,35.1,22.2,9.7
103025002,"ALLEGHENY",3,"KEYSTONE OAKS SD",8,171,70.2,38.6,31.6,20.5,9.4,169,88.1,48.5,39.6,7.7,4.1
103025002,"ALLEGHENY",3,"KEYSTONE OAKS SD",11,223,46.7,18.4,28.3,22.0,31.4,221,62.5,24.0,38.5,19.9,17.6
103026002,"ALLEGHENY",3,"MCKEESPORT AREA SD",3,260,77.0,38.0,39.0,12.0,11.0,260,57.0,22.0,35.0,22.0,22.0
103026002,"ALLEGHENY",3,"MCKEESPORT AREA SD",4,282,68.4,27.3,41.1,16.0,15.6,282,44.3,15.2,29.1,22.0,33.7
103026002,"ALLEGHENY",3,"MCKEESPORT AREA SD",5,313,60.7,24.0,36.7,26.2,13.1,314,61.1,19.7,41.4,15.6,23.2
103026002,"ALLEGHENY",3,"MCKEESPORT AREA SD",6,323,60.3,23.8,36.5,18.0,21.7,323,49.9,14.9,35.0,22.9,27.2
103026002,"ALLEGHENY",3,"MCKEESPORT AREA SD",7,328,48.1,20.7,27.4,22.0,29.9,328,45.7,18.6,27.1,20.1,34.1
103026002,"ALLEGHENY",3,"MCKEESPORT AREA SD",8,343,37.0,9.6,27.4,27.1,35.9,343,52.1,19.2,32.9,16.6,31.2
103026002,"ALLEGHENY",3,"MCKEESPORT AREA SD",11,294,26.1,12.2,13.9,17.0,56.8,293,46.7,14.3,32.4,21.8,31.4
103026303,"ALLEGHENY",3,"MONTOUR SD",3,236,83.0,52.0,31.0,11.0,7.0,236,70.0,31.0,39.0,16.0,14.0
103026303,"ALLEGHENY",3,"MONTOUR SD",4,218,77.0,49.5,27.5,9.6,13.3,215,70.7,31.2,39.5,13.5,15.8
103026303,"ALLEGHENY",3,"MONTOUR SD",5,232,84.0,64.2,19.8,7.8,8.2,232,76.7,28.0,48.7,8.2,15.1
103026303,"ALLEGHENY",3,"MONTOUR SD",6,253,87.3,56.1,31.2,4.7,7.9,252,71.4,36.5,34.9,17.1,11.5
103026303,"ALLEGHENY",3,"MONTOUR SD",7,250,87.6,68.4,19.2,6.8,5.6,250,80.4,50.8,29.6,11.2,8.4
103026303,"ALLEGHENY",3,"MONTOUR SD",8,244,70.9,44.7,26.2,18.0,11.1,244,83.2,54.1,29.1,5.7,11.1
103026303,"ALLEGHENY",3,"MONTOUR SD",11,239,67.8,36.0,31.8,13.8,18.4,240,82.5,40.0,42.5,10.8,6.7
103026343,"ALLEGHENY",3,"MOON AREA SD",3,267,94.0,70.0,24.0,3.0,2.0,267,88.0,45.0,43.0,8.0,4.0
103026343,"ALLEGHENY",3,"MOON AREA SD",4,257,95.0,64.6,30.4,3.1,1.9,257,86.8,54.9,31.9,7.8,5.4
103026343,"ALLEGHENY",3,"MOON AREA SD",5,286,78.3,50.0,28.3,15.4,6.3,286,82.2,33.9,48.3,10.1,7.7
103026343,"ALLEGHENY",3,"MOON AREA SD",6,294,69.1,36.4,32.7,17.3,13.6,294,76.5,35.0,41.5,12.9,10.5
103026343,"ALLEGHENY",3,"MOON AREA SD",7,302,74.8,37.7,37.1,14.9,10.3,302,80.5,43.4,37.1,12.6,7.0
103026343,"ALLEGHENY",3,"MOON AREA SD",8,291,66.7,43.0,23.7,21.0,12.4,291,83.2,55.7,27.5,9.3,7.6
103026343,"ALLEGHENY",3,"MOON AREA SD",11,270,73.3,45.9,27.4,12.6,14.1,266,78.2,41.7,36.5,15.8,6.0
103026402,"ALLEGHENY",3,"MT LEBANON SD",3,380,95.0,78.0,17.0,3.0,2.0,380,90.0,57.0,33.0,6.0,4.0
103026402,"ALLEGHENY",3,"MT LEBANON SD",4,381,94.2,59.8,34.4,4.2,1.6,381,92.4,55.1,37.3,5.8,1.8
103026402,"ALLEGHENY",3,"MT LEBANON SD",5,408,92.2,71.6,20.6,5.6,2.2,408,88.0,48.8,39.2,8.8,3.2
103026402,"ALLEGHENY",3,"MT LEBANON SD",6,383,89.3,57.7,31.6,7.3,3.4,383,89.3,59.0,30.3,8.4,2.3
103026402,"ALLEGHENY",3,"MT LEBANON SD",7,408,93.4,72.3,21.1,3.2,3.4,405,94.3,69.1,25.2,4.2,1.5
103026402,"ALLEGHENY",3,"MT LEBANON SD",8,456,86.4,62.9,23.5,9.9,3.7,455,93.0,76.7,16.3,3.7,3.3
103026402,"ALLEGHENY",3,"MT LEBANON SD",11,479,85.6,59.7,25.9,8.6,5.8,477,92.1,68.8,23.3,6.1,1.9
103026852,"ALLEGHENY",3,"NORTH ALLEGHENY SD",3,604,94.0,68.0,26.0,5.0,2.0,600,86.0,49.0,37.0,10.0,5.0
103026852,"ALLEGHENY",3,"NORTH ALLEGHENY SD",4,559,93.0,62.6,30.4,4.3,2.7,560,90.4,56.8,33.6,6.1,3.6
103026852,"ALLEGHENY",3,"NORTH ALLEGHENY SD",5,588,86.4,58.0,28.4,10.7,2.9,589,85.7,41.9,43.8,10.2,4.1
103026852,"ALLEGHENY",3,"NORTH ALLEGHENY SD",6,610,88.5,61.0,27.5,8.4,3.1,610,87.7,54.4,33.3,7.7,4.6
103026852,"ALLEGHENY",3,"NORTH ALLEGHENY SD",7,596,91.6,67.8,23.8,5.4,3.0,596,91.7,62.8,28.9,6.5,1.8
103026852,"ALLEGHENY",3,"NORTH ALLEGHENY SD",8,644,86.3,64.1,22.2,10.9,2.8,644,93.2,76.4,16.8,3.9,3.0
103026852,"ALLEGHENY",3,"NORTH ALLEGHENY SD",11,645,82.5,58.0,24.5,9.0,8.5,644,89.8,60.6,29.2,6.1,4.2
103026902,"ALLEGHENY",3,"NORTH HILLS SD",3,312,93.0,72.0,21.0,4.0,2.0,312,86.0,43.0,43.0,11.0,4.0
103026902,"ALLEGHENY",3,"NORTH HILLS SD",4,292,89.7,58.9,30.8,5.5,4.8,291,84.2,47.1,37.1,11.3,4.5
103026902,"ALLEGHENY",3,"NORTH HILLS SD",5,306,85.3,49.0,36.3,9.5,5.2,305,79.6,28.5,51.1,14.1,6.2
103026902,"ALLEGHENY",3,"NORTH HILLS SD",6,335,88.4,61.2,27.2,7.5,4.2,333,82.8,48.3,34.5,12.6,4.5
103026902,"ALLEGHENY",3,"NORTH HILLS SD",7,336,87.8,57.7,30.1,7.1,5.1,336,83.9,47.6,36.3,12.2,3.9
103026902,"ALLEGHENY",3,"NORTH HILLS SD",8,375,81.6,54.7,26.9,9.9,8.5,375,83.2,56.3,26.9,8.5,8.3
103026902,"ALLEGHENY",3,"NORTH HILLS SD",11,412,71.3,43.4,27.9,17.5,11.2,413,77.8,41.2,36.6,12.1,10.2
103026873,"ALLEGHENY",3,"NORTHGATE SD",3,88,96.0,66.0,30.0,3.0,1.0,87,80.0,41.0,39.0,15.0,5.0
103026873,"ALLEGHENY",3,"NORTHGATE SD",4,81,95.1,64.2,30.9,3.7,1.2,81,83.9,43.2,40.7,11.1,4.9
103026873,"ALLEGHENY",3,"NORTHGATE SD",5,101,90.1,65.3,24.8,9.9,0.0,101,81.1,35.6,45.5,14.9,4.0
103026873,"ALLEGHENY",3,"NORTHGATE SD",6,91,85.7,52.7,33.0,7.7,6.6,91,81.4,49.5,31.9,12.1,6.6
103026873,"ALLEGHENY",3,"NORTHGATE SD",7,112,74.1,41.1,33.0,10.7,15.2,112,76.7,32.1,44.6,17.0,6.3
103026873,"ALLEGHENY",3,"NORTHGATE SD",8,134,67.1,35.8,31.3,15.7,17.2,134,69.4,38.8,30.6,14.2,16.4
103026873,"ALLEGHENY",3,"NORTHGATE SD",11,115,52.2,23.5,28.7,17.4,30.4,115,60.0,27.0,33.0,24.3,15.7
103027352,"ALLEGHENY",3,"PENN HILLS SD",3,351,76.0,38.0,38.0,16.0,7.0,350,59.0,22.0,37.0,21.0,20.0
103027352,"ALLEGHENY",3,"PENN HILLS SD",4,389,62.2,24.7,37.5,14.9,22.9,388,53.9,16.5,37.4,23.7,22.4
103027352,"ALLEGHENY",3,"PENN HILLS SD",5,387,57.9,29.5,28.4,26.1,16.0,388,54.7,14.2,40.5,19.1,26.3
103027352,"ALLEGHENY",3,"PENN HILLS SD",6,419,51.4,23.2,28.2,20.0,28.6,420,50.5,20.5,30.0,22.9,26.7
103027352,"ALLEGHENY",3,"PENN HILLS SD",7,425,49.9,23.5,26.4,20.2,29.9,424,46.0,14.4,31.6,23.8,30.2
103027352,"ALLEGHENY",3,"PENN HILLS SD",8,442,44.1,21.5,22.6,23.5,32.4,440,58.6,26.8,31.8,18.2,23.2
103027352,"ALLEGHENY",3,"PENN HILLS SD",11,435,36.8,16.6,20.2,21.8,41.4,433,67.0,26.8,40.2,15.9,17.1
103021003,"ALLEGHENY",3,"PINE-RICHLAND SD",3,315,92.0,67.0,25.0,6.0,1.0,314,87.0,47.0,40.0,9.0,4.0
103021003,"ALLEGHENY",3,"PINE-RICHLAND SD",4,324,88.0,56.2,31.8,6.5,5.6,324,83.4,41.7,41.7,7.7,9.0
103021003,"ALLEGHENY",3,"PINE-RICHLAND SD",5,331,81.3,57.1,24.2,13.6,5.1,331,77.6,28.4,49.2,11.8,10.6
103021003,"ALLEGHENY",3,"PINE-RICHLAND SD",6,326,85.0,50.0,35.0,9.2,5.8,326,85.0,48.8,36.2,10.4,4.6
103021003,"ALLEGHENY",3,"PINE-RICHLAND SD",7,327,82.9,56.6,26.3,12.2,4.9,327,88.0,59.9,28.1,7.3,4.6
103021003,"ALLEGHENY",3,"PINE-RICHLAND SD",8,308,88.3,67.5,20.8,8.4,3.2,308,91.6,65.3,26.3,5.5,2.9
103021003,"ALLEGHENY",3,"PINE-RICHLAND SD",11,333,74.4,49.8,24.6,14.1,11.4,333,81.6,45.6,36.0,10.8,7.5
102027451,"ALLEGHENY",2,"PITTSBURGH SD",3,"2,077",71.0,39.0,32.0,17.0,11.0,"2,063",52.0,17.0,35.0,22.0,26.0
102027451,"ALLEGHENY",2,"PITTSBURGH SD",4,"2,156",70.3,36.2,34.1,12.2,17.4,"2,146",53.6,19.2,34.4,22.9,23.5
102027451,"ALLEGHENY",2,"PITTSBURGH SD",5,"2,195",58.1,30.9,27.2,23.2,18.7,"2,189",46.4,14.4,32.0,23.7,29.9
102027451,"ALLEGHENY",2,"PITTSBURGH SD",6,"2,221",51.1,23.2,27.9,22.4,26.5,"2,209",50.4,20.7,29.7,24.6,24.9
102027451,"ALLEGHENY",2,"PITTSBURGH SD",7,"2,207",51.3,21.4,29.9,19.4,29.2,"2,196",52.6,22.4,30.2,23.4,24.0
102027451,"ALLEGHENY",2,"PITTSBURGH SD",8,"2,410",46.4,21.3,25.1,22.5,31.1,"2,405",57.6,29.9,27.7,17.7,24.7
102027451,"ALLEGHENY",2,"PITTSBURGH SD",11,"1,872",40.2,20.2,20.0,17.5,42.3,"1,864",50.9,22.6,28.3,20.0,29.1
103027503,"ALLEGHENY",3,"PLUM BOROUGH SD",3,284,92.0,67.0,25.0,5.0,2.0,284,75.0,32.0,43.0,14.0,10.0
103027503,"ALLEGHENY",3,"PLUM BOROUGH SD",4,323,88.2,45.8,42.4,5.0,6.8,322,76.4,31.7,44.7,15.2,8.4
103027503,"ALLEGHENY",3,"PLUM BOROUGH SD",5,310,77.7,46.1,31.6,17.7,4.5,310,75.5,23.2,52.3,15.8,8.7
103027503,"ALLEGHENY",3,"PLUM BOROUGH SD",6,305,83.9,57.7,26.2,11.1,4.9,304,77.6,43.1,34.5,14.8,7.6
103027503,"ALLEGHENY",3,"PLUM BOROUGH SD",7,347,80.4,42.4,38.0,15.0,4.6,346,86.1,52.3,33.8,8.4,5.5
103027503,"ALLEGHENY",3,"PLUM BOROUGH SD",8,332,74.1,41.6,32.5,16.3,9.6,332,88.6,63.6,25.0,7.2,4.2
103027503,"ALLEGHENY",3,"PLUM BOROUGH SD",11,334,60.4,32.9,27.5,17.4,22.2,331,70.9,35.6,35.3,19.6,9.4
103027753,"ALLEGHENY",3,"QUAKER VALLEY SD",3,144,89.0,69.0,20.0,5.0,6.0,144,76.0,41.0,35.0,13.0,11.0
103027753,"ALLEGHENY",3,"QUAKER VALLEY SD",4,152,94.8,67.8,27.0,3.9,1.3,152,88.2,52.0,36.2,9.9,2.0
103027753,"ALLEGHENY",3,"QUAKER VALLEY SD",5,147,83.6,53.7,29.9,8.8,7.5,147,83.7,44.2,39.5,8.8,7.5
103027753,"ALLEGHENY",3,"QUAKER VALLEY SD",6,156,81.4,61.5,19.9,12.2,6.4,156,79.5,48.7,30.8,12.8,7.7
103027753,"ALLEGHENY",3,"QUAKER VALLEY SD",7,146,87.7,69.2,18.5,8.2,4.1,146,80.1,50.0,30.1,13.7,6.2
103027753,"ALLEGHENY",3,"QUAKER VALLEY SD",8,158,87.4,62.7,24.7,7.0,5.7,158,81.6,50.6,31.0,8.2,10.1
103027753,"ALLEGHENY",3,"QUAKER VALLEY SD",11,150,77.3,57.3,20.0,10.0,12.7,150,82.0,48.7,33.3,8.7,9.3
103028203,"ALLEGHENY",3,"RIVERVIEW SD",3,79,93.0,71.0,22.0,3.0,5.0,79,82.0,43.0,39.0,10.0,8.0
103028203,"ALLEGHENY",3,"RIVERVIEW SD",4,91,92.3,59.3,33.0,7.7,0.0,91,84.7,49.5,35.2,9.9,5.5
103028203,"ALLEGHENY",3,"RIVERVIEW SD",5,77,83.2,49.4,33.8,14.3,2.6,77,81.9,35.1,46.8,14.3,3.9
103028203,"ALLEGHENY",3,"RIVERVIEW SD",6,102,76.5,47.1,29.4,14.7,8.8,102,74.5,39.2,35.3,14.7,10.8
103028203,"ALLEGHENY",3,"RIVERVIEW SD",7,94,70.2,48.9,21.3,13.8,16.0,94,75.5,37.2,38.3,17.0,7.4
103028203,"ALLEGHENY",3,"RIVERVIEW SD",8,91,62.7,34.1,28.6,17.6,19.8,91,71.5,34.1,37.4,15.4,13.2
103028203,"ALLEGHENY",3,"RIVERVIEW SD",11,102,57.8,33.3,24.5,16.7,25.5,100,69.0,31.0,38.0,17.0,14.0
103028302,"ALLEGHENY",3,"SHALER AREA SD",3,342,89.0,68.0,21.0,7.0,4.0,342,84.0,38.0,46.0,8.0,8.0
103028302,"ALLEGHENY",3,"SHALER AREA SD",4,350,77.5,38.6,38.9,12.6,10.0,349,72.5,30.4,42.1,16.6,10.9
103028302,"ALLEGHENY",3,"SHALER AREA SD",5,346,70.2,36.4,33.8,19.1,10.7,341,67.2,22.3,44.9,18.2,14.7
103028302,"ALLEGHENY",3,"SHALER AREA SD",6,451,66.5,30.6,35.9,20.4,13.1,448,71.0,29.0,42.0,20.5,8.5
103028302,"ALLEGHENY",3,"SHALER AREA SD",7,414,78.3,45.9,32.4,14.3,7.5,412,79.6,42.7,36.9,14.8,5.6
103028302,"ALLEGHENY",3,"SHALER AREA SD",8,427,69.8,42.6,27.2,15.7,14.5,419,73.6,47.3,26.3,12.9,13.6
103028302,"ALLEGHENY",3,"SHALER AREA SD",11,538,59.4,35.1,24.3,18.4,22.1,539,69.0,31.7,37.3,15.4,15.6
103028653,"ALLEGHENY",3,"SOUTH ALLEGHENY SD",3,99,83.0,59.0,24.0,14.0,3.0,99,68.0,37.0,31.0,16.0,15.0
103028653,"ALLEGHENY",3,"SOUTH ALLEGHENY SD",4,116,58.6,24.1,34.5,21.6,19.8,117,56.4,17.9,38.5,23.9,19.7
103028653,"ALLEGHENY",3,"SOUTH ALLEGHENY SD",5,111,69.3,46.8,22.5,15.3,15.3,111,58.5,18.9,39.6,19.8,21.6
103028653,"ALLEGHENY",3,"SOUTH ALLEGHENY SD",6,143,66.5,35.0,31.5,15.4,18.2,144,61.1,27.1,34.0,22.9,16.0
103028653,"ALLEGHENY",3,"SOUTH ALLEGHENY SD",7,153,49.0,24.2,24.8,24.2,26.8,153,51.6,15.0,36.6,19.0,29.4
103028653,"ALLEGHENY",3,"SOUTH ALLEGHENY SD",8,154,50.0,23.4,26.6,29.9,20.1,153,64.7,32.0,32.7,13.7,21.6
103028653,"ALLEGHENY",3,"SOUTH ALLEGHENY SD",11,135,27.4,3.7,23.7,28.9,43.7,135,51.9,16.3,35.6,23.0,25.2
103028703,"ALLEGHENY",3,"SOUTH FAYETTE TOWNSHIP SD",3,144,91.0,74.0,17.0,6.0,2.0,143,79.0,48.0,31.0,13.0,9.0
103028703,"ALLEGHENY",3,"SOUTH FAYETTE TOWNSHIP SD",4,170,90.6,61.8,28.8,4.1,5.3,170,86.4,48.2,38.2,6.5,7.1
103028703,"ALLEGHENY",3,"SOUTH FAYETTE TOWNSHIP SD",5,163,94.4,74.2,20.2,4.3,1.2,163,77.3,34.4,42.9,14.7,8.0
103028703,"ALLEGHENY",3,"SOUTH FAYETTE TOWNSHIP SD",6,132,96.9,83.3,13.6,1.5,1.5,132,90.1,58.3,31.8,6.1,3.8
103028703,"ALLEGHENY",3,"SOUTH FAYETTE TOWNSHIP SD",7,154,93.5,76.0,17.5,3.2,3.2,154,89.6,60.4,29.2,5.8,4.5
103028703,"ALLEGHENY",3,"SOUTH FAYETTE TOWNSHIP SD",8,143,87.4,67.8,19.6,7.7,4.9,143,91.6,72.7,18.9,3.5,4.9
103028703,"ALLEGHENY",3,"SOUTH FAYETTE TOWNSHIP SD",11,166,73.5,45.8,27.7,12.7,13.9,166,80.8,42.2,38.6,9.0,10.2
103028753,"ALLEGHENY",3,"SOUTH PARK SD",3,153,91.0,69.0,22.0,5.0,5.0,152,76.0,31.0,45.0,13.0,12.0
103028753,"ALLEGHENY",3,"SOUTH PARK SD",4,152,85.5,44.1,41.4,10.5,3.9,152,82.3,34.9,47.4,14.5,3.3
103028753,"ALLEGHENY",3,"SOUTH PARK SD",5,184,65.2,29.9,35.3,22.3,12.5,184,65.2,21.7,43.5,15.8,19.0
103028753,"ALLEGHENY",3,"SOUTH PARK SD",6,187,67.9,40.1,27.8,18.7,13.4,187,69.0,35.3,33.7,20.3,10.7
103028753,"ALLEGHENY",3,"SOUTH PARK SD",7,168,73.3,43.5,29.8,12.5,14.3,168,76.2,45.8,30.4,10.7,13.1
103028753,"ALLEGHENY",3,"SOUTH PARK SD",8,166,59.0,36.1,22.9,22.9,18.1,166,79.5,54.2,25.3,10.2,10.2
103028753,"ALLEGHENY",3,"SOUTH PARK SD",11,186,72.6,44.1,28.5,14.0,13.4,189,84.7,50.8,33.9,10.1,5.3
103028833,"ALLEGHENY",3,"STEEL VALLEY SD",3,130,78.0,50.0,28.0,12.0,10.0,130,56.0,26.0,30.0,18.0,25.0
103028833,"ALLEGHENY",3,"STEEL VALLEY SD",4,130,78.5,36.2,42.3,13.1,8.5,130,73.8,34.6,39.2,15.4,10.8
103028833,"ALLEGHENY",3,"STEEL VALLEY SD",5,160,61.9,28.1,33.8,23.1,15.0,160,46.3,11.3,35.0,27.5,26.3
103028833,"ALLEGHENY",3,"STEEL VALLEY SD",6,145,70.4,42.8,27.6,12.4,17.2,145,56.5,25.5,31.0,22.1,21.4
103028833,"ALLEGHENY",3,"STEEL VALLEY SD",7,163,74.9,39.3,35.6,9.8,15.3,160,63.2,34.4,28.8,19.4,17.5
103028833,"ALLEGHENY",3,"STEEL VALLEY SD",8,160,61.9,36.9,25.0,20.0,18.1,159,62.9,37.1,25.8,19.5,17.6
103028833,"ALLEGHENY",3,"STEEL VALLEY SD",11,151,34.4,15.2,19.2,19.2,46.4,151,52.3,18.5,33.8,21.2,26.5
103028853,"ALLEGHENY",3,"STO-ROX SD",3,95,51.0,17.0,34.0,31.0,19.0,92,44.0,10.0,34.0,30.0,26.0
103028853,"ALLEGHENY",3,"STO-ROX SD",4,89,43.8,10.1,33.7,20.2,36.0,89,35.9,6.7,29.2,32.6,31.5
103028853,"ALLEGHENY",3,"STO-ROX SD",5,84,69.1,40.5,28.6,17.9,13.1,84,41.6,20.2,21.4,29.8,28.6
103028853,"ALLEGHENY",3,"STO-ROX SD",6,95,32.7,11.6,21.1,21.1,46.3,93,27.9,3.2,24.7,26.9,45.2
103028853,"ALLEGHENY",3,"STO-ROX SD",7,107,40.2,10.3,29.9,24.3,35.5,106,33.1,12.3,20.8,31.1,35.8
103028853,"ALLEGHENY",3,"STO-ROX SD",8,116,25.0,8.6,16.4,25.0,50.0,115,36.5,20.0,16.5,17.4,46.1
103028853,"ALLEGHENY",3,"STO-ROX SD",11,105,20.9,5.7,15.2,13.3,65.7,105,33.3,7.6,25.7,23.8,42.9
103029203,"ALLEGHENY",3,"UPPER SAINT CLAIR SD",3,282,96.0,78.0,18.0,2.0,2.0,282,91.0,57.0,34.0,4.0,5.0
103029203,"ALLEGHENY",3,"UPPER SAINT CLAIR SD",4,304,95.1,65.8,29.3,3.9,1.0,304,91.5,56.6,34.9,6.9,1.6
103029203,"ALLEGHENY",3,"UPPER SAINT CLAIR SD",5,300,85.7,52.0,33.7,13.0,1.3,300,84.3,36.0,48.3,14.0,1.7
103029203,"ALLEGHENY",3,"UPPER SAINT CLAIR SD",6,326,93.9,72.7,21.2,4.9,1.2,326,89.6,59.2,30.4,8.0,2.5
103029203,"ALLEGHENY",3,"UPPER SAINT CLAIR SD",7,313,92.9,76.0,16.9,4.2,2.9,313,91.6,69.6,22.0,6.1,2.2
103029203,"ALLEGHENY",3,"UPPER SAINT CLAIR SD",8,336,91.1,68.5,22.6,7.7,1.2,336,97.1,79.8,17.3,2.7,0.3
103029203,"ALLEGHENY",3,"UPPER SAINT CLAIR SD",11,364,89.6,69.0,20.6,7.1,3.3,364,96.5,75.3,21.2,2.5,1.1
103029403,"ALLEGHENY",3,"WEST ALLEGHENY SD",3,222,90.0,53.0,37.0,7.0,3.0,221,81.0,33.0,48.0,11.0,8.0
103029403,"ALLEGHENY",3,"WEST ALLEGHENY SD",4,259,88.1,51.4,36.7,6.2,5.8,258,79.1,31.8,47.3,14.0,7.0
103029403,"ALLEGHENY",3,"WEST ALLEGHENY SD",5,252,80.5,45.6,34.9,14.7,4.8,252,80.2,29.0,51.2,11.9,7.9
103029403,"ALLEGHENY",3,"WEST ALLEGHENY SD",6,239,71.1,40.6,30.5,13.8,15.1,237,77.6,42.6,35.0,16.0,6.3
103029403,"ALLEGHENY",3,"WEST ALLEGHENY SD",7,246,81.7,58.5,23.2,9.8,8.5,246,78.0,45.9,32.1,15.4,6.5
103029403,"ALLEGHENY",3,"WEST ALLEGHENY SD",8,230,70.5,35.7,34.8,16.5,13.0,230,89.1,62.6,26.5,5.2,5.7
103029403,"ALLEGHENY",3,"WEST ALLEGHENY SD",11,246,59.8,31.3,28.5,22.8,17.5,246,80.5,39.4,41.1,13.0,6.5
103029553,"ALLEGHENY",3,"WEST JEFFERSON HILLS SD",3,170,97.0,75.0,22.0,4.0,0.0,170,82.0,44.0,38.0,12.0,6.0
103029553,"ALLEGHENY",3,"WEST JEFFERSON HILLS SD",4,211,91.9,65.4,26.5,3.8,4.3,210,82.4,44.8,37.6,11.4,6.2
103029553,"ALLEGHENY",3,"WEST JEFFERSON HILLS SD",5,191,85.3,56.5,28.8,12.0,2.6,191,80.1,38.2,41.9,14.7,5.2
103029553,"ALLEGHENY",3,"WEST JEFFERSON HILLS SD",6,203,89.7,63.1,26.6,8.9,1.5,203,85.7,44.3,41.4,12.3,2.0
103029553,"ALLEGHENY",3,"WEST JEFFERSON HILLS SD",7,218,80.3,51.4,28.9,13.8,6.0,218,84.5,52.8,31.7,9.2,6.4
103029553,"ALLEGHENY",3,"WEST JEFFERSON HILLS SD",8,234,76.0,47.4,28.6,16.2,7.7,233,85.4,60.9,24.5,6.4,8.2
103029553,"ALLEGHENY",3,"WEST JEFFERSON HILLS SD",11,261,64.8,34.1,30.7,18.0,17.2,261,77.4,42.5,34.9,15.7,6.9
103029603,"ALLEGHENY",3,"WEST MIFFLIN AREA SD",3,216,84.0,49.0,35.0,10.0,6.0,215,71.0,24.0,47.0,15.0,14.0
103029603,"ALLEGHENY",3,"WEST MIFFLIN AREA SD",4,247,69.7,22.7,47.0,16.6,13.8,247,61.9,19.8,42.1,22.3,15.8
103029603,"ALLEGHENY",3,"WEST MIFFLIN AREA SD",5,242,75.2,37.2,38.0,18.6,6.2,242,60.7,12.4,48.3,22.7,16.5
103029603,"ALLEGHENY",3,"WEST MIFFLIN AREA SD",6,237,53.6,20.7,32.9,24.9,21.5,236,53.8,21.6,32.2,20.8,25.4
103029603,"ALLEGHENY",3,"WEST MIFFLIN AREA SD",7,258,52.7,20.9,31.8,23.6,23.6,258,63.2,24.4,38.8,20.9,15.9
103029603,"ALLEGHENY",3,"WEST MIFFLIN AREA SD",8,270,48.9,23.0,25.9,24.8,26.3,272,64.7,34.2,30.5,16.2,19.1
103029603,"ALLEGHENY",3,"WEST MIFFLIN AREA SD",11,250,38.8,16.8,22.0,21.2,40.0,250,60.4,26.8,33.6,20.0,19.6
103029803,"ALLEGHENY",3,"WILKINSBURG BOROUGH SD",3,93,47.0,15.0,32.0,30.0,23.0,94,28.0,6.0,22.0,36.0,35.0
103029803,"ALLEGHENY",3,"WILKINSBURG BOROUGH SD",4,104,58.7,12.5,46.2,16.3,25.0,103,35.9,5.8,30.1,32.0,32.0
103029803,"ALLEGHENY",3,"WILKINSBURG BOROUGH SD",5,114,42.1,16.7,25.4,25.4,32.5,114,35.1,8.8,26.3,22.8,42.1
103029803,"ALLEGHENY",3,"WILKINSBURG BOROUGH SD",6,133,39.1,17.3,21.8,21.1,39.8,133,28.6,5.3,23.3,29.3,42.1
103029803,"ALLEGHENY",3,"WILKINSBURG BOROUGH SD",7,116,18.1,1.7,16.4,34.5,47.4,116,26.7,6.0,20.7,33.6,39.7
103029803,"ALLEGHENY",3,"WILKINSBURG BOROUGH SD",8,114,24.6,1.8,22.8,22.8,52.6,113,37.2,11.5,25.7,18.6,44.2
103029803,"ALLEGHENY",3,"WILKINSBURG BOROUGH SD",11,72,19.4,9.7,9.7,13.9,66.7,71,29.5,7.0,22.5,19.7,50.7
103029902,"ALLEGHENY",3,"WOODLAND HILLS SD",3,322,89.0,58.0,31.0,7.0,4.0,322,68.0,25.0,43.0,17.0,15.0
103029902,"ALLEGHENY",3,"WOODLAND HILLS SD",4,338,67.2,28.7,38.5,14.5,18.3,336,52.4,17.3,35.1,22.6,25.0
103029902,"ALLEGHENY",3,"WOODLAND HILLS SD",5,343,53.9,24.5,29.4,26.2,19.8,343,42.8,13.4,29.4,25.9,31.2
103029902,"ALLEGHENY",3,"WOODLAND HILLS SD",6,369,58.5,27.1,31.4,20.9,20.6,370,50.5,22.4,28.1,24.3,25.1
103029902,"ALLEGHENY",3,"WOODLAND HILLS SD",7,401,45.4,20.0,25.4,23.7,30.9,400,53.3,24.5,28.8,23.0,23.8
103029902,"ALLEGHENY",3,"WOODLAND HILLS SD",8,407,39.3,16.2,23.1,23.8,36.9,403,52.4,24.6,27.8,20.6,27.0
103029902,"ALLEGHENY",3,"WOODLAND HILLS SD",11,369,39.0,19.8,19.2,17.9,43.1,369,59.6,23.8,35.8,17.9,22.5
128030603,"ARMSTRONG",28,"APOLLO-RIDGE SD",3,109,73.0,33.0,40.0,19.0,7.0,109,63.0,21.0,42.0,22.0,15.0
